scope,record_index,system,component,material_family,path_status,logical_path,mappable_path,present_roles,mappable_roles,missing_roles,unpositioned_roles,gap_action_classes,gap_count,primary_t4,primary_t3,primary_t2,primary_t1,all_t4_count,all_t3_count,all_t2_count,all_t1_count,all_switchability_note
primary,44,Renfort tubulaire,A6060 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING > T1=Groupe Segnere / SEGNERE Ade > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING/UNMAPPED > T1=Groupe Segnere / SEGNERE Ade > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,Groupe Segnere / SEGNERE Ade [baseline_primary],3,5,0,4,T4 alternates=2; T3 alternates=4; T1 alternates=3; validate qualification/capacity/share before stress-test activation
primary,45,Ceinture de sécurité,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,46,Support clamps,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,47,Accoudoir allée,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,48,Bumper version porte,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,49,Ens. Stowage latéral,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,50,ens. coque,de: aluminium cast part machining + tth compris dans le steel tinplated,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=Euralliage Ile de France > T2=MISSING > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=Euralliage Ile de France > T2=MISSING/UNMAPPED > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],Euralliage Ile de France [baseline_primary],,SUMPAR [baseline_primary],1,1,0,5,T1 alternates=4; validate qualification/capacity/share before stress-test activation
primary,51,Ens. Structure fauteuil,35NC6 (nickel-chrome),steel,requires_certificate_or_routing,T4=MISSING > T3=MISSING > T2=MISSING > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=MISSING/UNMAPPED > T3=MISSING/UNMAPPED > T2=MISSING/UNMAPPED > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T1;OEM,T1;OEM,T4;T3;T2,,requires_material_certificate;requires_material_certificate;accepted_internalized_process,3,,,,Senior Aerospace Thailand [baseline_primary],0,0,0,4,T1 alternates=3; validate qualification/capacity/share before stress-test activation
primary,52,Ens. Palette optimisée,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,53,Ensemble porte,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,54,Ens. Structure fauteuil,A2017 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,55,Ens. Structure fauteuil,A2024 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,9,T4 alternates=2; T3 alternates=4; T1 alternates=8; validate qualification/capacity/share before stress-test activation
primary,56,Ens. Tablette cocktail,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,57,Ens. Tablette repas,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,58,Habillage sous fauteuil,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,59,Manchette équipée,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,60,Renfort tubulaire,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,61,Stowage assemblé avec porte,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,62,Structure ottoman horizontale,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,63,Support écran,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,64,Support équipé,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,65,Support manchette équipée,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,66,Accoudoir allée,Alu,aluminium,valid_with_internalized_process_bridge,T4=Aluminium Corporation of China / Chalco > T3=Euralliage Ile de France > T2=MISSING > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Aluminium Corporation of China / Chalco > T3=Euralliage Ile de France > T2=MISSING/UNMAPPED > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Aluminium Corporation of China / Chalco [baseline_primary],Euralliage Ile de France [baseline_primary],,SUMPAR [baseline_primary],4,3,0,6,T4 alternates=3; T3 alternates=2; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,67,Ens. Palette optimisée,Alu,aluminium,valid_with_internalized_process_bridge,T4=Aluminium Corporation of China / Chalco > T3=Euralliage Ile de France > T2=MISSING > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Aluminium Corporation of China / Chalco > T3=Euralliage Ile de France > T2=MISSING/UNMAPPED > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Aluminium Corporation of China / Chalco [baseline_primary],Euralliage Ile de France [baseline_primary],,SUMPAR [baseline_primary],4,3,0,6,T4 alternates=3; T3 alternates=2; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,68,Ensemble porte,Alu,aluminium,valid_with_internalized_process_bridge,T4=Aluminium Corporation of China / Chalco > T3=Euralliage Ile de France > T2=MISSING > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Aluminium Corporation of China / Chalco > T3=Euralliage Ile de France > T2=MISSING/UNMAPPED > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Aluminium Corporation of China / Chalco [baseline_primary],Euralliage Ile de France [baseline_primary],,SUMPAR [baseline_primary],4,3,0,6,T4 alternates=3; T3 alternates=2; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,69,Ens. Structure fauteuil,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING/UNMAPPED > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,70,Manchette acc. Mobile,Alu,aluminium,valid_with_internalized_process_bridge,T4=Aluminium Corporation of China / Chalco > T3=Euralliage Ile de France > T2=MISSING > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Aluminium Corporation of China / Chalco > T3=Euralliage Ile de France > T2=MISSING/UNMAPPED > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Aluminium Corporation of China / Chalco [baseline_primary],Euralliage Ile de France [baseline_primary],,SUMPAR [baseline_primary],4,3,0,6,T4 alternates=3; T3 alternates=2; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,71,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,electronics_cots,requires_bom_or_program_data,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING > T1=TE Connectivity > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING/UNMAPPED > T1=TE Connectivity > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,requires_bom_or_part_number,1,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],,TE Connectivity [baseline_primary_inferred_after_review],5,3,0,3,T4 alternates=4; T3 alternates=2; T1 alternates=2; validate qualification/capacity/share before stress-test activation
primary,72,Ens. Structure fauteuil,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,73,SFCU (Seat Function Control Unit),Clavier,electronics_cots,requires_bom_or_program_data,T4=MISSING > T3=MISSING > T2=e2ip technologies > T1=MISSING > OEM=Safran Seats / Safran internal group,T4=MISSING/UNMAPPED > T3=MISSING/UNMAPPED > T2=e2ip technologies > T1=MISSING/UNMAPPED > OEM=Safran Seats / Safran internal group,T2;OEM,T2;OEM,T4;T3;T1,,accepted_do_not_infer_cots;accepted_do_not_infer_cots;requires_bom_or_part_number,3,,,e2ip technologies [baseline_primary],,0,0,1,0,single_or_unresolved
primary,74,Commande actionnement ECU,Commande actionnement ECU,electronics_cots,requires_bom_or_program_data,T4=Saarstahl > T3=Aurubis > T2=MISSING > T1=Liebherr Aerospace > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aurubis > T2=MISSING/UNMAPPED > T1=Liebherr Aerospace > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,requires_bom_or_part_number,1,Saarstahl [baseline_primary],Aurubis [baseline_primary],,Liebherr Aerospace [baseline_primary],2,3,0,2,T4 alternates=1; T3 alternates=2; T1 alternates=1; validate qualification/capacity/share before stress-test activation
primary,75,bumper version porte,copolymere lexan fst simapro: extrusion et thermoformage,polymer_plastic,blocked_or_manual_review_required,T4=SABIC > T3=MISSING > T2=MISSING > T1=MISSING > OEM=Safran Seats / Safran internal group,T4=SABIC > T3=MISSING/UNMAPPED > T2=MISSING/UNMAPPED > T1=MISSING/UNMAPPED > OEM=Safran Seats / Safran internal group,T4;OEM,T4;OEM,T3;T2;T1,,hard_gap_manual_review;hard_gap_manual_review;hard_gap_direct_supplier,3,SABIC [baseline_primary],,,,1,0,0,0,single_or_unresolved
primary,76,Manchette acc. Mobile,cuir,textile_leather,valid_but_upstream_not_switchable,T4=MISSING > T3=Gruppo Mastrotto > T2=Maison Fichet > T1=MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group,T4=MISSING/UNMAPPED > T3=Gruppo Mastrotto > T2=Maison Fichet > T1=MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group,T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,accepted_upstream_family_unknown,1,,Gruppo Mastrotto [baseline_primary_inferred_after_review],Maison Fichet [baseline_primary],MGA Villeneuve St Lot [baseline_primary],0,1,2,3,T2 alternates=1; T1 alternates=2; validate qualification/capacity/share before stress-test activation
primary,77,Manchette équipée,cuir,textile_leather,valid_but_upstream_not_switchable,T4=MISSING > T3=Gruppo Mastrotto > T2=Maison Fichet > T1=MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group,T4=MISSING/UNMAPPED > T3=Gruppo Mastrotto > T2=Maison Fichet > T1=MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group,T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,accepted_upstream_family_unknown,1,,Gruppo Mastrotto [baseline_primary_inferred_after_review],Maison Fichet [baseline_primary],MGA Villeneuve St Lot [baseline_primary],0,1,2,3,T2 alternates=1; T1 alternates=2; validate qualification/capacity/share before stress-test activation
primary,78,Ecran - Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,requires_bom_or_program_data,T4=Mitsubishi Chemical > T3=Aurubis > T2=Krohne > T1=MISSING > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Aurubis > T2=Krohne > T1=MISSING/UNMAPPED > OEM=Safran Seats / Safran internal group,T4;T3;T2;OEM,T4;T3;T2;OEM,T1,,requires_bom_or_part_number,1,Mitsubishi Chemical [baseline_primary],Aurubis [baseline_primary],Krohne [baseline_primary],,4,4,5,0,T4 alternates=3; T3 alternates=3; T2 alternates=4; validate qualification/capacity/share before stress-test activation
primary,79,Accoudoir allée,Ertalon,polymer_plastic,complete_direct,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],SUMPAR [baseline_primary],3,2,5,6,T4 alternates=2; T3 alternates=1; T2 alternates=4; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,80,Ens. Stowage latéral,Ertalon,polymer_plastic,complete_direct,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],SUMPAR [baseline_primary],3,2,5,6,T4 alternates=2; T3 alternates=1; T2 alternates=4; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,81,Ens. Structure fauteuil,inox,steel,valid_with_internalized_process_bridge,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING/UNMAPPED > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],,Senior Aerospace Thailand [baseline_primary],5,4,0,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,82,Ensemble porte,Ertalon,polymer_plastic,complete_direct,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],SUMPAR [baseline_primary],3,2,5,6,T4 alternates=2; T3 alternates=1; T2 alternates=4; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,83,Ens. Tablette repas,Ertalon,polymer_plastic,complete_direct,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],SUMPAR [baseline_primary],3,2,5,6,T4 alternates=2; T3 alternates=1; T2 alternates=4; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,84,Stowage assemblé avec porte,Ertalon,polymer_plastic,complete_direct,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],SUMPAR [baseline_primary],3,2,5,6,T4 alternates=2; T3 alternates=1; T2 alternates=4; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,85,Structure ottoman horizontale,Ertalon,polymer_plastic,complete_direct,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],SUMPAR [baseline_primary],3,2,5,6,T4 alternates=2; T3 alternates=1; T2 alternates=4; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,86,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,composite_titanium,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=FRANKLIN > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=FRANKLIN > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],FRANKLIN [baseline_primary],ESPACE [baseline_primary],1,4,2,6,T3 alternates=3; T2 alternates=1; T1 alternates=5; validate qualification/capacity/share before stress-test activation
