lever_id,lever_label,activity_name,exchange_name,exchange_type,database,location,unit,formula,baseline_amount,scenario_amount,delta_amount,abs_delta_amount,relative_delta_pct,parameter_count_in_formula,label
transport,Transport foreground +10%,Ensemble structure fixe,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,esfi_truck_pack,2.97,3.267,0.297,0.297,10.0,1,"Ensemble structure fixe / market for transport, freight, lorry 16-32 metric ton, EURO5"
end_of_life,Fin de vie / recyclage +10%,Recyclage siege,"market for polyether polyols, short chain",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-recy_polyether_peau-recy_pu_plast,-2.59,-2.849,-0.259,0.259,10.0,2,"Recyclage siege / market for polyether polyols, short chain"
packaging,Packaging +10%,Bumper version porte,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,bvp_truck_pack,2.51,2.761,0.251,0.251,10.0,1,"Bumper version porte / market for transport, freight, lorry 16-32 metric ton, EURO5"
transport,Transport foreground +10%,Bumper version porte,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,bvp_truck_pack,2.51,2.761,0.251,0.251,10.0,1,"Bumper version porte / market for transport, freight, lorry 16-32 metric ton, EURO5"
packaging,Packaging +10%,ENS Structure fauteuil,market for corrugated board box,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,m_box_SF,2.5,2.75,0.25,0.25,10.0,1,ENS Structure fauteuil / market for corrugated board box
aluminium_material,Aluminium matiere +10%,Structure Ottoman horizontale,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,soh_m_alu508-soh_eol_alu508,1.932,2.154,0.222,0.222,11.4907,1,"Structure Ottoman horizontale / market for aluminium, primary, ingot"
packaging,Packaging +10%,packaging fauteuil,"packaging film production, low density polyethylene",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,pf_pb_pack,2.0,2.2,0.2,0.2,10.0,1,"packaging fauteuil / packaging film production, low density polyethylene"
packaging,Packaging +10%,Ensemble tablette repas,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,etr_truck_pack,1.91,2.101,0.191,0.191,10.0,1,"Ensemble tablette repas / market for transport, freight, lorry 16-32 metric ton, EURO5"
transport,Transport foreground +10%,Ensemble tablette repas,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,etr_truck_pack,1.91,2.101,0.191,0.191,10.0,1,"Ensemble tablette repas / market for transport, freight, lorry 16-32 metric ton, EURO5"
polymer_textile,Polymere / textile +10%,Ensemble porte,"market for polyvinylchloride, suspension polymerised",technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,eporte_m_pvc_kyr+eporte_m_pvc_aer,1.862,2.0482,0.1862,0.1862,10.0,2,"Ensemble porte / market for polyvinylchloride, suspension polymerised"
electricity,Electricite process +10%,Support et clamps,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,sucla_elec_acier/3.6+sucla_elec_nyl/3.6,1.719722222222,1.891694444444,0.171972222222,0.171972222222,10.0,2,"Support et clamps / market for electricity, low voltage"
packaging,Packaging +10%,Renfort tubulaire,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,RF_truck_pack,1.7,1.87,0.17,0.17,10.0,1,"Renfort tubulaire / market for transport, freight, lorry 16-32 metric ton, EURO5"
transport,Transport foreground +10%,Renfort tubulaire,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,RF_truck_pack,1.7,1.87,0.17,0.17,10.0,1,"Renfort tubulaire / market for transport, freight, lorry 16-32 metric ton, EURO5"
electricity,Electricite process +10%,Ensemble structure fixe,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,esfi_elec_alu/3.6+esfi_elec_inox/3.6+esfi_elec_acier/3.6+esfi_elec_35nc6/3.6+esfi_elec_nyl/3.6,1.671088888889,1.838197777778,0.167108888889,0.167108888889,10.0,5,"Ensemble structure fixe / market for electricity, low voltage"
end_of_life,Fin de vie / recyclage +10%,Recyclage siege,glass fibre production,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-recy_glass_fibre_peau,-1.59,-1.749,-0.159,0.159,10.0,1,Recyclage siege / glass fibre production
aluminium_material,Aluminium matiere +10%,Renfort tubulaire,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,RF_m_alu6060+RF_m_alu5086-RF_eol_alu6060-RF_eol_alu5086,1.3366,1.4902,0.1536,0.1536,11.4918,2,"Renfort tubulaire / market for aluminium, primary, ingot"
electricity,Electricite process +10%,Support ecran assemble,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,sea_elec_alu2017/3.6+sea_elec_alu5086/3.6+sea_elec_air_alu5086/3.6+sea_elec_inox/3.6+sea_elec_acier/3.6,1.499411111111,1.649352222222,0.149941111111,0.149941111111,10.0,5,"Support ecran assemble / market for electricity, low voltage"
packaging,Packaging +10%,Ensemble stowage lateral,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,esl_truck_pack,1.47,1.617,0.147,0.147,10.0,1,"Ensemble stowage lateral / market for transport, freight, lorry 16-32 metric ton, EURO5"
transport,Transport foreground +10%,Ensemble stowage lateral,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,esl_truck_pack,1.47,1.617,0.147,0.147,10.0,1,"Ensemble stowage lateral / market for transport, freight, lorry 16-32 metric ton, EURO5"
steel_inox,Acier / inox +10%,Ensemble structure fixe,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-esfi_eol_inox+esfi_m_acier-esfi_eol_acier-esfi_eol_35nc6+esfi_m_35nc6,1.42823,1.570763,0.142533,0.142533,9.9797,3,"Ensemble structure fixe / steel production, converter, low-alloyed"
end_of_life,Fin de vie / recyclage +10%,Recyclage siege,"polyvinylchloride production, bulk polymerisation",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-recy_pvc_plast,-1.36,-1.496,-0.136,0.136,10.0,1,"Recyclage siege / polyvinylchloride production, bulk polymerisation"
polymer_textile,Polymere / textile +10%,Recyclage siege,"polyvinylchloride production, bulk polymerisation",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-recy_pvc_plast,-1.36,-1.496,-0.136,0.136,10.0,1,"Recyclage siege / polyvinylchloride production, bulk polymerisation"
packaging,Packaging +10%,ecran seat,folding boxboard carton production,technosphere,ecoinvent-3.10-cutoff,RoW,kilogram,ecran_box_pack,1.35,1.485,0.135,0.135,10.0,1,ecran seat / folding boxboard carton production
polymer_textile,Polymere / textile +10%,Ensemble stowage lateral,"polyvinylchloride production, suspension polymerisation",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,esl_pvc_kyr+esl_pvc_cuir,1.332,1.4652,0.1332,0.1332,10.0,2,"Ensemble stowage lateral / polyvinylchloride production, suspension polymerisation"
end_of_life,Fin de vie / recyclage +10%,Recyclage siege,"market for polyurethane, rigid foam",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-recy_pu_plast,-1.33,-1.463,-0.133,0.133,10.0,1,"Recyclage siege / market for polyurethane, rigid foam"
polymer_textile,Polymere / textile +10%,Recyclage siege,"market for polyether polyols, short chain",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-recy_polyether_peau-recy_pu_plast,-2.59,-2.723,-0.133,0.133,5.1351,1,"Recyclage siege / market for polyether polyols, short chain"
polymer_textile,Polymere / textile +10%,Recyclage siege,"market for polyurethane, rigid foam",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-recy_pu_plast,-1.33,-1.463,-0.133,0.133,10.0,1,"Recyclage siege / market for polyurethane, rigid foam"
polymer_textile,Polymere / textile +10%,Support et clamps,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,sucla_m_pa66_nyl,1.32,1.452,0.132,0.132,10.0,1,Support et clamps / market for nylon 6-6
steel_inox,Acier / inox +10%,Support et clamps,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-sucla_eol_acier+sucla_m_acier,1.283,1.4113,0.1283,0.1283,10.0,2,"Support et clamps / steel production, converter, low-alloyed"
packaging,Packaging +10%,Support ecran assemble,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,sea_truck_pack,1.28,1.408,0.128,0.128,10.0,1,"Support ecran assemble / market for transport, freight, lorry 16-32 metric ton, EURO5"
transport,Transport foreground +10%,Support ecran assemble,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,sea_truck_pack,1.28,1.408,0.128,0.128,10.0,1,"Support ecran assemble / market for transport, freight, lorry 16-32 metric ton, EURO5"
polymer_textile,Polymere / textile +10%,Padding,"polyvinylchloride production, suspension polymerisation",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,pad_m_pvc,1.25,1.375,0.125,0.125,10.0,1,"Padding / polyvinylchloride production, suspension polymerisation"
electricity,Electricite process +10%,Accoudoir allee,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,aa_elec_alu2017/3.6+aa_inc_elec_ert/3.6+aa_elec_alu5086/3.6+aa_elec_alu/3.6+aa_elec_acier/3.6+aa_elec_inox/3.6+aa_elec_30ncd6/3.6+aa_elec_ert/3.6,1.190980555556,1.310078611111,0.119098055556,0.119098055556,10.0,8,"Accoudoir allee / market for electricity, low voltage"
aluminium_material,Aluminium matiere +10%,Habillage sous fauteuil,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,hsf_m_alu5086-hsf_eol_alu5086,1.036,1.155,0.119,0.119,11.4865,1,"Habillage sous fauteuil / market for aluminium, primary, ingot"
end_of_life,Fin de vie / recyclage +10%,ENS Structure fauteuil,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,eol_z10_SF+eol_z15_SF+eol_30cn_SF+eol_acier_SF+eol_inox_SF+eol_steel_30ncd_SF,1.14038,1.254418,0.114038,0.114038,10.0,6,ENS Structure fauteuil / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,ENS Structure fauteuil,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,m_ss_z1_SF+m_steel_30nc6_SF+m_ss_z15_SF-eol_z10_SF-eol_z15_SF-eol_30cn_SF-eol_acier_SF-eol_inox_SF-eol_steel_30ncd_SF+m_steel_30ncd_SF,2.94002,2.825982,-0.114038,0.114038,-3.8788,6,"ENS Structure fauteuil / steel production, converter, low-alloyed"
polymer_textile,Polymere / textile +10%,Ensemble coussin dossier,"market for polyurethane, flexible foam",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ecdo_m_pu_frm+ecdo_m_pu_vel+ecdo_m_pu_velcro,1.104,1.2144,0.1104,0.1104,10.0,3,"Ensemble coussin dossier / market for polyurethane, flexible foam"
aluminium_material,Aluminium matiere +10%,Ensemble palette optimisee,"market for selective coat, stainless steel sheet, black chrome",technosphere,ecoinvent-3.10-cutoff,GLO,square meter,epo_pass_alu2017,1.08,1.188,0.108,0.108,10.0,1,"Ensemble palette optimisee / market for selective coat, stainless steel sheet, black chrome"
aluminium_material,Aluminium matiere +10%,Habillage sous fauteuil,market for solvent for paint,technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,hsf_solv_alu5086,1.03,1.133,0.103,0.103,10.0,1,Habillage sous fauteuil / market for solvent for paint
polymer_textile,Polymere / textile +10%,Ensemble coque,"polyvinylchloride production, bulk polymerisation",technosphere,ecoinvent-3.10-cutoff,RoW,kilogram,m_pvc_kydex_EC,1.02,1.122,0.102,0.102,10.0,1,"Ensemble coque / polyvinylchloride production, bulk polymerisation"
polymer_textile,Polymere / textile +10%,Coussin Ottoman,"market for polyurethane, flexible foam",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,c_ott_pu_frm+c_ott_pu_vel,1.017,1.1187,0.1017,0.1017,10.0,2,"Coussin Ottoman / market for polyurethane, flexible foam"
packaging,Packaging +10%,Padding,folding boxboard carton production,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,pad_box_pack,1.0,1.1,0.1,0.1,10.0,1,Padding / folding boxboard carton production
packaging,Packaging +10%,packaging fauteuil,"market for packaging film, low density polyethylene",technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,pf_pe_pack,1.0,1.1,0.1,0.1,10.0,1,"packaging fauteuil / market for packaging film, low density polyethylene"
aluminium_material,Aluminium matiere +10%,ENS Structure fauteuil,"market for selective coat, stainless steel sheet, black chrome",technosphere,ecoinvent-3.10-cutoff,GLO,square meter,m_pass_al_2017_SF,0.944,1.0384,0.0944,0.0944,10.0,1,"ENS Structure fauteuil / market for selective coat, stainless steel sheet, black chrome"
end_of_life,Fin de vie / recyclage +10%,Recyclage siege,"treatment of waste plastic, mixture, sanitary landfill",technosphere,ecoinvent-3.10-cutoff,RoW,kilogram,recy_plastic_landfill_peau,0.928,1.0208,0.0928,0.0928,10.0,1,"Recyclage siege / treatment of waste plastic, mixture, sanitary landfill"
packaging,Packaging +10%,Lightning,folding boxboard carton production,technosphere,ecoinvent-3.10-cutoff,RoW,kilogram,light_box_pack,0.9,0.99,0.09,0.09,10.0,1,Lightning / folding boxboard carton production
packaging,Packaging +10%,SFCU,folding boxboard carton production,technosphere,ecoinvent-3.10-cutoff,RoW,kilogram,SFCU_box_pack,0.9,0.99,0.09,0.09,10.0,1,SFCU / folding boxboard carton production
packaging,Packaging +10%,Seat power,folding boxboard carton production,technosphere,ecoinvent-3.10-cutoff,RoW,kilogram,pow_box_psu,0.9,0.99,0.09,0.09,10.0,1,Seat power / folding boxboard carton production
packaging,Packaging +10%,commande actionnement ECU,folding boxboard carton production,technosphere,ecoinvent-3.10-cutoff,RoW,kilogram,cae_box_pack,0.9,0.99,0.09,0.09,10.0,1,commande actionnement ECU / folding boxboard carton production
packaging,Packaging +10%,remote extender unit,folding boxboard carton production,technosphere,ecoinvent-3.10-cutoff,RoW,kilogram,reunit_box_pack,0.9,0.99,0.09,0.09,10.0,1,remote extender unit / folding boxboard carton production
packaging,Packaging +10%,support ecran,market for folding boxboard carton,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,supp_ecran_box_pack,0.9,0.99,0.09,0.09,10.0,1,support ecran / market for folding boxboard carton
packaging,Packaging +10%,systeme IFE boitier,folding boxboard carton production,technosphere,ecoinvent-3.10-cutoff,RoW,kilogram,sifeb_box_pack,0.9,0.99,0.09,0.09,10.0,1,systeme IFE boitier / folding boxboard carton production
polymer_textile,Polymere / textile +10%,Ensemble coussin assise,"market for polyurethane, flexible foam",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ecas_m_pu_frm+ecas_m_pu_vel,0.8835,0.97185,0.08835,0.08835,10.0,2,"Ensemble coussin assise / market for polyurethane, flexible foam"
aluminium_material,Aluminium matiere +10%,Ensemble stowage lateral,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,esl_m_alu2017-esl_eol_alu5086,0.8477,0.9357,0.088,0.088,10.381,1,"Ensemble stowage lateral / market for aluminium, primary, ingot"
packaging,Packaging +10%,Ensemble tablette cocktail,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,ETC_truck_pack,0.87,0.957,0.087,0.087,10.0,1,"Ensemble tablette cocktail / market for transport, freight, lorry 16-32 metric ton, EURO5"
transport,Transport foreground +10%,Ensemble tablette cocktail,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,ETC_truck_pack,0.87,0.957,0.087,0.087,10.0,1,"Ensemble tablette cocktail / market for transport, freight, lorry 16-32 metric ton, EURO5"
packaging,Packaging +10%,Coussin tetiere,"market for transport, freight, lorry 16-32 metric ton, EURO4",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,c_tet_truck_pack,0.862,0.9482,0.0862,0.0862,10.0,1,"Coussin tetiere / market for transport, freight, lorry 16-32 metric ton, EURO4"
transport,Transport foreground +10%,Coussin tetiere,"market for transport, freight, lorry 16-32 metric ton, EURO4",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,c_tet_truck_pack,0.862,0.9482,0.0862,0.0862,10.0,1,"Coussin tetiere / market for transport, freight, lorry 16-32 metric ton, EURO4"
polymer_textile,Polymere / textile +10%,Ensemble coussin dossier version tetiere,"market for polyurethane, flexible foam",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ecdvt_m_pu_frm+ecdvt_m_pu_vel+ecdvt_m_pu_velcro,0.8605,0.94655,0.08605,0.08605,10.0,3,"Ensemble coussin dossier version tetiere / market for polyurethane, flexible foam"
polymer_textile,Polymere / textile +10%,Ensemble coussin dossier version tetiere,market for wood wool,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ecdvt_m_tissu,0.735,0.8085,0.0735,0.0735,10.0,1,Ensemble coussin dossier version tetiere / market for wood wool
steel_inox,Acier / inox +10%,Accoudoir allee,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-aa_eol_inox-aa_eol_acier+aa_m_acier+aa_m_30ncd6-aa_eol_30ncd6,0.73494,0.808434,0.073494,0.073494,10.0,5,"Accoudoir allee / steel production, converter, low-alloyed"
packaging,Packaging +10%,Coussin Ottoman,folding boxboard carton production,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,c_ott_box_pack,0.72,0.792,0.072,0.072,10.0,1,Coussin Ottoman / folding boxboard carton production
packaging,Packaging +10%,Ensemble coussin dossier,folding boxboard carton production,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ecdo_box_pack,0.72,0.792,0.072,0.072,10.0,1,Ensemble coussin dossier / folding boxboard carton production
packaging,Packaging +10%,Ensemble coussin dossier version tetiere,folding boxboard carton production,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ecdvt_box_pack,0.72,0.792,0.072,0.072,10.0,1,Ensemble coussin dossier version tetiere / folding boxboard carton production
steel_inox,Acier / inox +10%,Ceinture de securite,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-ceint_eol_acier+ceint_m_acier,0.7197,0.79167,0.07197,0.07197,10.0,2,"Ceinture de securite / steel production, converter, low-alloyed"
polymer_textile,Polymere / textile +10%,Ensemble coussin dossier,market for wood wool,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ecdo_m_tissu,0.715,0.7865,0.0715,0.0715,10.0,1,Ensemble coussin dossier / market for wood wool
packaging,Packaging +10%,Structure Ottoman horizontale,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,soh_truck_pack,0.679,0.7469,0.0679,0.0679,10.0,1,"Structure Ottoman horizontale / market for transport, freight, lorry 16-32 metric ton, EURO5"
transport,Transport foreground +10%,Structure Ottoman horizontale,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,soh_truck_pack,0.679,0.7469,0.0679,0.0679,10.0,1,"Structure Ottoman horizontale / market for transport, freight, lorry 16-32 metric ton, EURO5"
packaging,Packaging +10%,Manchette acc mobile,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,mam_truck_pack,0.674,0.7414,0.0674,0.0674,10.0,1,"Manchette acc mobile / market for transport, freight, lorry 16-32 metric ton, EURO5"
packaging,Packaging +10%,Manchette equipee,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,me_truck_pack,0.674,0.7414,0.0674,0.0674,10.0,1,"Manchette equipee / market for transport, freight, lorry 16-32 metric ton, EURO5"
transport,Transport foreground +10%,Manchette acc mobile,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,mam_truck_pack,0.674,0.7414,0.0674,0.0674,10.0,1,"Manchette acc mobile / market for transport, freight, lorry 16-32 metric ton, EURO5"
transport,Transport foreground +10%,Manchette equipee,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,me_truck_pack,0.674,0.7414,0.0674,0.0674,10.0,1,"Manchette equipee / market for transport, freight, lorry 16-32 metric ton, EURO5"
end_of_life,Fin de vie / recyclage +10%,Ensemble porte,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,eporte_m_alu-eporte_eol_alu,6.884,6.8174,-0.0666,0.0666,-0.9675,1,"Ensemble porte / market for aluminium, primary, ingot"
end_of_life,Fin de vie / recyclage +10%,Ensemble porte,"treatment of aluminium scrap, new, at remelter",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,eporte_eol_alu,0.666,0.7326,0.0666,0.0666,10.0,1,"Ensemble porte / treatment of aluminium scrap, new, at remelter"
packaging,Packaging +10%,Ensemble coussin assise,folding boxboard carton production,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ecas_box_pack,0.653,0.7183,0.0653,0.0653,10.0,1,Ensemble coussin assise / folding boxboard carton production
packaging,Packaging +10%,Lightning,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,light_truck_pack,0.643,0.7073,0.0643,0.0643,10.0,1,"Lightning / market for transport, freight, lorry 16-32 metric ton, EURO5"
transport,Transport foreground +10%,Lightning,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,light_truck_pack,0.643,0.7073,0.0643,0.0643,10.0,1,"Lightning / market for transport, freight, lorry 16-32 metric ton, EURO5"
packaging,Packaging +10%,Habillage sous fauteuil,"market for transport, freight, lorry 16-32 metric ton, EURO3",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,hsf_truc_pack,0.634,0.6974,0.0634,0.0634,10.0,1,"Habillage sous fauteuil / market for transport, freight, lorry 16-32 metric ton, EURO3"
electricity,Electricite process +10%,Ensemble porte,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,eporte_elec_alu/3.6+eporte_elec_inox/3.6+eporte_elec_acier/3.6+eporte_elec_nyl/3.6+eporte_elec_ert/3.6,0.630866666667,0.693953333333,0.063086666667,0.063086666667,10.0,5,"Ensemble porte / market for electricity, low voltage"
packaging,Packaging +10%,Brackets set,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,bras_truck_pack,0.61,0.671,0.061,0.061,10.0,1,"Brackets set / market for transport, freight, lorry 16-32 metric ton, EURO5"
transport,Transport foreground +10%,Brackets set,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,bras_truck_pack,0.61,0.671,0.061,0.061,10.0,1,"Brackets set / market for transport, freight, lorry 16-32 metric ton, EURO5"
electricity,Electricite process +10%,Ensemble equipement lateral,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,eel_elec_alu5086/3.6+eel_elec_air_alu5086/3.6+eel_elec_acier/3.6+eel_elec_nylon/3.6+eel_elec_ert/3.6,0.560910833333,0.617001916667,0.056091083333,0.056091083333,10.0,5,"Ensemble equipement lateral / market for electricity, low voltage"
end_of_life,Fin de vie / recyclage +10%,Ensemble equipement lateral,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,eel_m_alu5086-eel_eol_alu5086,3.646,3.5916,-0.0544,0.0544,-1.492,1,"Ensemble equipement lateral / market for aluminium, primary, ingot"
end_of_life,Fin de vie / recyclage +10%,Ensemble equipement lateral,"treatment of aluminium scrap, new, at remelter",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,eel_eol_alu5086,0.544,0.5984,0.0544,0.0544,10.0,1,"Ensemble equipement lateral / treatment of aluminium scrap, new, at remelter"
aluminium_material,Aluminium matiere +10%,Ensemble tetiere,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,ET_m_al_2017+ET_m_al_2024-ET_eol_al_2017-ET_eol_al_2024,0.47219,0.52398,0.05179,0.05179,10.968,2,"Ensemble tetiere / market for aluminium, primary, ingot"
polymer_textile,Polymere / textile +10%,Ensemble tablette cocktail,"polyvinylchloride production, bulk polymerisation",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ETC_pvc_kyrdex,0.477,0.5247,0.0477,0.0477,10.0,1,"Ensemble tablette cocktail / polyvinylchloride production, bulk polymerisation"
steel_inox,Acier / inox +10%,ENS Structure fauteuil,"tin plated chromium steel sheet production, 2 mm",technosphere,ecoinvent-3.10-cutoff,RoW,square meter,m_tin_30ncd_SF,0.4292,0.47212,0.04292,0.04292,10.0,1,"ENS Structure fauteuil / tin plated chromium steel sheet production, 2 mm"
steel_inox,Acier / inox +10%,Ensemble tablette cocktail,"tin plated chromium steel sheet production, 2 mm",technosphere,ecoinvent-3.10-cutoff,RoW,square meter,m_tin_30ncd_SF,0.4292,0.47212,0.04292,0.04292,10.0,1,"Ensemble tablette cocktail / tin plated chromium steel sheet production, 2 mm"
aluminium_material,Aluminium matiere +10%,Ensemble tablette cocktail,"market for selective coat, stainless steel sheet, black chrome",technosphere,ecoinvent-3.10-cutoff,GLO,square meter,ETC_pass_alu_2017,0.42,0.462,0.042,0.042,10.0,1,"Ensemble tablette cocktail / market for selective coat, stainless steel sheet, black chrome"
packaging,Packaging +10%,Ensemble palette optimisee,plywood production,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,epo_m_ply_pack,0.415,0.4565,0.0415,0.0415,10.0,1,Ensemble palette optimisee / plywood production
packaging,Packaging +10%,Ensemble porte,plywood production,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,eporte_ply_pack,0.415,0.4565,0.0415,0.0415,10.0,1,Ensemble porte / plywood production
steel_inox,Acier / inox +10%,ENS Structure fauteuil,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,eol_z10_SF+eol_z15_SF+eol_30cn_SF+eol_acier_SF+eol_inox_SF+eol_steel_30ncd_SF,1.14038,1.181418,0.041038,0.041038,3.5986,5,ENS Structure fauteuil / market for scrap steel
transport,Transport foreground +10%,Ensemble tetiere,"market for transport, freight, lorry 16-32 metric ton, EURO5",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,ET_truck,0.398,0.4378,0.0398,0.0398,10.0,1,"Ensemble tetiere / market for transport, freight, lorry 16-32 metric ton, EURO5"
polymer_textile,Polymere / textile +10%,Ensemble coussin assise,market for wood wool,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ecas_m_tissu,0.395,0.4345,0.0395,0.0395,10.0,1,Ensemble coussin assise / market for wood wool
