site_uid,supplier,roles,country_code,world_region,weather_profile,month_index,allocated_mass_kg,env_event_types,transport_event_types,source_driver_types,source_environmental_event_ids,source_transport_flow_uids,capacity_applied,lead_time_multiplier,scrap_multiplier,inbound_delay_multiplier,outbound_delay_multiplier,inbound_maritime_risk,outbound_maritime_risk,disruption_index,service_proxy_pct,operational_event_labels,source_link_count
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,19,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,20,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,21,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,22,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,23,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,24,0.75,cold,none,env:cold,"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206:024:cold",,0.9943,1.0098,1.0024,1.0,1.0,0.0,0.0,0.0814,98.23,froid_transport_ou_site|overtime_energetique,1
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,25,0.75,cold,none,env:cold,"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206:025:cold",,0.965,1.06,1.015,1.0,1.0,0.0,0.0,0.4996,89.69,froid_transport_ou_site|overtime_energetique|retard_approvisionnement,1
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,26,0.75,cold,none,env:cold,"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206:026:cold",,0.9863,1.0235,1.0059,1.0,1.0,0.0,0.0,0.1955,95.8,froid_transport_ou_site|overtime_energetique,1
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,27,0.75,cold,none,env:cold,"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206:027:cold",,0.996,1.0068,1.0017,1.0,1.0,0.0,0.0,0.0567,98.76,froid_transport_ou_site|overtime_energetique,1
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,28,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,29,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,30,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,31,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,32,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,33,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,34,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,35,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,36,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,37,0.75,cold,none,env:cold,"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206:037:cold",,0.9812,1.0321,1.008,1.0,1.0,0.0,0.0,0.2679,94.31,froid_transport_ou_site|overtime_energetique,1
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,38,0.75,cold,none,env:cold,"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206:038:cold",,0.9812,1.0322,1.008,1.0,1.0,0.0,0.0,0.268,94.3,froid_transport_ou_site|overtime_energetique,1
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,39,0.75,cold,none,env:cold,"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206:039:cold",,0.9934,1.0113,1.0028,1.0,1.0,0.0,0.0,0.0938,97.96,froid_transport_ou_site|overtime_energetique,1
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,40,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,41,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,42,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,43,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,44,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,45,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,46,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,47,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,48,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,49,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,50,0.75,cold,none,env:cold,"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206:050:cold",,0.9911,1.0152,1.0038,1.0,1.0,0.0,0.0,0.127,97.26,froid_transport_ou_site|overtime_energetique,1
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,51,0.75,cold,none,env:cold,"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206:051:cold",,0.993,1.0119,1.003,1.0,1.0,0.0,0.0,0.0995,97.84,froid_transport_ou_site|overtime_energetique,1
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,52,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,53,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,54,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,55,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,56,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,57,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,58,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,59,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,60,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,61,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,62,0.75,cold,none,env:cold,"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206:062:cold",,0.9994,1.001,1.0002,1.0,1.0,0.0,0.0,0.0082,99.82,froid_transport_ou_site|overtime_energetique,1
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,63,0.75,cold,none,env:cold,"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206:063:cold",,0.9949,1.0088,1.0022,1.0,1.0,0.0,0.0,0.0731,98.41,froid_transport_ou_site|overtime_energetique,1
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,64,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,65,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,66,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,67,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,68,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,69,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,70,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,71,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,72,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,73,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,74,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,75,0.75,cold|storm,none,env:cold|env:storm,"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206:075:cold|liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206:075:storm",,0.9791,1.0398,1.0042,1.0,1.0,0.0,0.0,0.1047,93.77,froid_transport_ou_site|maintenance_corrective_meteo|overtime_energetique,2
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,76,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,77,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,78,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,79,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,80,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,81,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,82,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",Liebherr Aerospace - COTS electronics subassembly/PCB package,T3,DE,Europe,continental_cold,83,0.75,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
