path_id,record_index,role,node_uid,site_uid,supplier_id,site_id,name,location,country_code,lat,lon,supplier_status,is_primary,allocation_share_pct,component_mass_kg,path_mass_kg,source_confidence,site_quality
R031-P001,31,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.216,0.216,high,source_backed_or_medium_high
R032-P001,32,T4,"T4:dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412","dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material,"dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",DuPont de Nemours - fiber/polymer source assumption,"Richmond, United States",US,37.4520437,-77.4335412,baseline_primary_assumed_material_source,True,100.0,0.008,0.008,medium_high,source_backed_or_medium_high
R032-P001,32,T3,"T3:yamazaki_velvet_co.__tier3_first_transformation@@yamazaki_velvet_co.__tier3_first_transformation@35.88946,136.17723","yamazaki_velvet_co.__tier3_first_transformation@@yamazaki_velvet_co.__tier3_first_transformation@35.88946,136.17723",yamazaki_velvet_co.__tier3_first_transformation,"yamazaki_velvet_co.__tier3_first_transformation@35.88946,136.17723",Yamazaki Velvet Co.,Japan,JP,35.88946,136.17723,baseline_primary_assumed_textile_processor,True,100.0,0.008,0.008,,unknown_or_legacy
R032-P001,32,T2,"T2:lelievre_paris@@lelievre_paris@48.8666,2.3391","lelievre_paris@@lelievre_paris@48.8666,2.3391",lelievre_paris,"lelievre_paris@48.8666,2.3391",Lelièvre Paris,France,FR,48.8666,2.3391,baseline_primary,True,100.0,0.008,0.008,,unknown_or_legacy
R032-P001,32,T1,"T1:espace@@espace@44.7776,-0.6475","espace@@espace@44.7776,-0.6475",espace,"espace@44.7776,-0.6475",ESPACE,France,FR,44.7776436,-0.6475364,baseline_primary,True,100.0,0.008,0.008,,unknown_or_legacy
R032-P001,32,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.008,0.008,high,source_backed_or_medium_high
R033-P001,33,T4,"T4:saarstahl@@saarstahl@49.3594,7.1715","saarstahl@@saarstahl@49.3594,7.1715",saarstahl,"saarstahl@49.3594,7.1715",Saarstahl,Germany,DE,49.3593951,7.1714727,baseline_primary,True,100.0,0.002,0.002,,unknown_or_legacy
R033-P001,33,T3,"T3:aubert_duval@@aubert_duval@45.7772,3.087","aubert_duval@@aubert_duval@45.7772,3.087",aubert_duval,"aubert_duval@45.7772,3.087",Aubert & Duval,"Les Ancizes-Comps, France",FR,45.9235016,2.8415731,baseline_primary,True,100.0,0.002,0.002,medium_high,source_backed_or_medium_high
R033-P001,33,T2,"T2:senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108","senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108",senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation,"senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108",Senior Aerospace Thailand - internal machining/forming process,Thailand,TH,13.0914,101.0108,baseline_primary_assumed_internalized_process,True,100.0,0.002,0.002,high,source_backed_or_medium_high
R033-P001,33,T1,"T1:senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108","senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108",senior_aerospace_thailand,"senior_aerospace_thailand@13.0914,101.0108",Senior Aerospace Thailand,Thailand,TH,13.0914,101.0108,baseline_primary,True,100.0,0.002,0.002,high,source_backed_or_medium_high
R033-P001,33,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.002,0.002,high,source_backed_or_medium_high
R034-P001,34,T4,"T4:alcoa@@alcoa@40.4406,-79.9959","alcoa@@alcoa@40.4406,-79.9959",alcoa,"alcoa@40.4406,-79.9959",Alcoa,"Newburgh, United States",US,37.9202921,-87.3302684,baseline_primary,True,100.0,1.03,1.03,medium_high,source_backed_or_medium_high
R034-P001,34,T3,"T3:amag_austria_metall@@amag_austria_metall@48.2267,13.0357","amag_austria_metall@@amag_austria_metall@48.2267,13.0357",amag_austria_metall,"amag_austria_metall@48.2267,13.0357",AMAG Austria Metall,Austria,AT,48.2266686,13.0356549,baseline_primary,True,100.0,1.03,1.03,high,source_backed_or_medium_high
R034-P001,34,T2,"T2:espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364","espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",espace_-_internal_machining/forming_process__tier2_second_transformation,"espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",ESPACE - internal machining/forming process,France,FR,44.7776436,-0.6475364,baseline_primary_assumed_internalized_process,True,100.0,1.03,1.03,,unknown_or_legacy
R034-P001,34,T1,"T1:espace@@espace@44.7776,-0.6475","espace@@espace@44.7776,-0.6475",espace,"espace@44.7776,-0.6475",ESPACE,France,FR,44.7776436,-0.6475364,baseline_primary,True,100.0,1.03,1.03,,unknown_or_legacy
R034-P001,34,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,1.03,1.03,high,source_backed_or_medium_high
R035-P001,35,T4,"T4:alcoa@@alcoa@40.4406,-79.9959","alcoa@@alcoa@40.4406,-79.9959",alcoa,"alcoa@40.4406,-79.9959",Alcoa,"Newburgh, United States",US,37.9202921,-87.3302684,baseline_primary,True,100.0,0.105,0.105,medium_high,source_backed_or_medium_high
R035-P001,35,T3,"T3:amag_austria_metall@@amag_austria_metall@48.2267,13.0357","amag_austria_metall@@amag_austria_metall@48.2267,13.0357",amag_austria_metall,"amag_austria_metall@48.2267,13.0357",AMAG Austria Metall,Austria,AT,48.2266686,13.0356549,baseline_primary,True,100.0,0.105,0.105,high,source_backed_or_medium_high
R035-P001,35,T2,"T2:espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364","espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",espace_-_internal_machining/forming_process__tier2_second_transformation,"espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",ESPACE - internal machining/forming process,France,FR,44.7776436,-0.6475364,baseline_primary_assumed_internalized_process,True,100.0,0.105,0.105,,unknown_or_legacy
R035-P001,35,T1,"T1:espace@@espace@44.7776,-0.6475","espace@@espace@44.7776,-0.6475",espace,"espace@44.7776,-0.6475",ESPACE,France,FR,44.7776436,-0.6475364,baseline_primary,True,100.0,0.105,0.105,,unknown_or_legacy
R035-P001,35,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.105,0.105,high,source_backed_or_medium_high
R036-P001,36,T4,"T4:alcoa@@alcoa@40.4406,-79.9959","alcoa@@alcoa@40.4406,-79.9959",alcoa,"alcoa@40.4406,-79.9959",Alcoa,"Newburgh, United States",US,37.9202921,-87.3302684,baseline_primary,True,100.0,0.17,0.17,medium_high,source_backed_or_medium_high
R036-P001,36,T3,"T3:amag_austria_metall@@amag_austria_metall@48.2267,13.0357","amag_austria_metall@@amag_austria_metall@48.2267,13.0357",amag_austria_metall,"amag_austria_metall@48.2267,13.0357",AMAG Austria Metall,Austria,AT,48.2266686,13.0356549,baseline_primary,True,100.0,0.17,0.17,high,source_backed_or_medium_high
R036-P001,36,T2,"T2:espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364","espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",espace_-_internal_machining/forming_process__tier2_second_transformation,"espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",ESPACE - internal machining/forming process,France,FR,44.7776436,-0.6475364,baseline_primary_assumed_internalized_process,True,100.0,0.17,0.17,,unknown_or_legacy
R036-P001,36,T1,"T1:espace@@espace@44.7776,-0.6475","espace@@espace@44.7776,-0.6475",espace,"espace@44.7776,-0.6475",ESPACE,France,FR,44.7776436,-0.6475364,baseline_primary,True,100.0,0.17,0.17,,unknown_or_legacy
R036-P001,36,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.17,0.17,high,source_backed_or_medium_high
R037-P001,37,T4,"T4:alcoa@@alcoa@40.4406,-79.9959","alcoa@@alcoa@40.4406,-79.9959",alcoa,"alcoa@40.4406,-79.9959",Alcoa,"Newburgh, United States",US,37.9202921,-87.3302684,baseline_primary,True,100.0,0.931,0.931,medium_high,source_backed_or_medium_high
R037-P001,37,T3,"T3:amag_austria_metall@@amag_austria_metall@48.2267,13.0357","amag_austria_metall@@amag_austria_metall@48.2267,13.0357",amag_austria_metall,"amag_austria_metall@48.2267,13.0357",AMAG Austria Metall,Austria,AT,48.2266686,13.0356549,baseline_primary,True,100.0,0.931,0.931,high,source_backed_or_medium_high
R037-P001,37,T2,"T2:espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364","espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",espace_-_internal_machining/forming_process__tier2_second_transformation,"espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",ESPACE - internal machining/forming process,France,FR,44.7776436,-0.6475364,baseline_primary_assumed_internalized_process,True,100.0,0.931,0.931,,unknown_or_legacy
R037-P001,37,T1,"T1:espace@@espace@44.7776,-0.6475","espace@@espace@44.7776,-0.6475",espace,"espace@44.7776,-0.6475",ESPACE,France,FR,44.7776436,-0.6475364,baseline_primary,True,100.0,0.931,0.931,,unknown_or_legacy
R037-P001,37,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.931,0.931,high,source_backed_or_medium_high
R038-P001,38,T4,"T4:alcoa@@alcoa@40.4406,-79.9959","alcoa@@alcoa@40.4406,-79.9959",alcoa,"alcoa@40.4406,-79.9959",Alcoa,"Newburgh, United States",US,37.9202921,-87.3302684,baseline_primary,True,100.0,2.457,2.457,medium_high,source_backed_or_medium_high
R038-P001,38,T3,"T3:amag_austria_metall@@amag_austria_metall@48.2267,13.0357","amag_austria_metall@@amag_austria_metall@48.2267,13.0357",amag_austria_metall,"amag_austria_metall@48.2267,13.0357",AMAG Austria Metall,Austria,AT,48.2266686,13.0356549,baseline_primary,True,100.0,2.457,2.457,high,source_backed_or_medium_high
R038-P001,38,T2,"T2:espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364","espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",espace_-_internal_machining/forming_process__tier2_second_transformation,"espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",ESPACE - internal machining/forming process,France,FR,44.7776436,-0.6475364,baseline_primary_assumed_internalized_process,True,100.0,2.457,2.457,,unknown_or_legacy
R038-P001,38,T1,"T1:espace@@espace@44.7776,-0.6475","espace@@espace@44.7776,-0.6475",espace,"espace@44.7776,-0.6475",ESPACE,France,FR,44.7776436,-0.6475364,baseline_primary,True,100.0,2.457,2.457,,unknown_or_legacy
R038-P001,38,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,2.457,2.457,high,source_backed_or_medium_high
R039-P001,39,T4,"T4:alcoa@@alcoa@40.4406,-79.9959","alcoa@@alcoa@40.4406,-79.9959",alcoa,"alcoa@40.4406,-79.9959",Alcoa,"Newburgh, United States",US,37.9202921,-87.3302684,baseline_primary,True,100.0,1.928,1.928,medium_high,source_backed_or_medium_high
R039-P001,39,T3,"T3:amag_austria_metall@@amag_austria_metall@48.2267,13.0357","amag_austria_metall@@amag_austria_metall@48.2267,13.0357",amag_austria_metall,"amag_austria_metall@48.2267,13.0357",AMAG Austria Metall,Austria,AT,48.2266686,13.0356549,baseline_primary,True,100.0,1.928,1.928,high,source_backed_or_medium_high
R039-P001,39,T2,"T2:espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364","espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",espace_-_internal_machining/forming_process__tier2_second_transformation,"espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",ESPACE - internal machining/forming process,France,FR,44.7776436,-0.6475364,baseline_primary_assumed_internalized_process,True,100.0,1.928,1.928,,unknown_or_legacy
R039-P001,39,T1,"T1:espace@@espace@44.7776,-0.6475","espace@@espace@44.7776,-0.6475",espace,"espace@44.7776,-0.6475",ESPACE,France,FR,44.7776436,-0.6475364,baseline_primary,True,100.0,1.928,1.928,,unknown_or_legacy
R039-P001,39,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,1.928,1.928,high,source_backed_or_medium_high
R040-P001,40,T4,"T4:alcoa@@alcoa@40.4406,-79.9959","alcoa@@alcoa@40.4406,-79.9959",alcoa,"alcoa@40.4406,-79.9959",Alcoa,"Newburgh, United States",US,37.9202921,-87.3302684,baseline_primary,True,100.0,0.506,0.506,medium_high,source_backed_or_medium_high
R040-P001,40,T3,"T3:amag_austria_metall@@amag_austria_metall@48.2267,13.0357","amag_austria_metall@@amag_austria_metall@48.2267,13.0357",amag_austria_metall,"amag_austria_metall@48.2267,13.0357",AMAG Austria Metall,Austria,AT,48.2266686,13.0356549,baseline_primary,True,100.0,0.506,0.506,high,source_backed_or_medium_high
R040-P001,40,T2,"T2:espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364","espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",espace_-_internal_machining/forming_process__tier2_second_transformation,"espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",ESPACE - internal machining/forming process,France,FR,44.7776436,-0.6475364,baseline_primary_assumed_internalized_process,True,100.0,0.506,0.506,,unknown_or_legacy
R040-P001,40,T1,"T1:espace@@espace@44.7776,-0.6475","espace@@espace@44.7776,-0.6475",espace,"espace@44.7776,-0.6475",ESPACE,France,FR,44.7776436,-0.6475364,baseline_primary,True,100.0,0.506,0.506,,unknown_or_legacy
R040-P001,40,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.506,0.506,high,source_backed_or_medium_high
R041-P001,41,T4,"T4:alcoa@@alcoa@40.4406,-79.9959","alcoa@@alcoa@40.4406,-79.9959",alcoa,"alcoa@40.4406,-79.9959",Alcoa,"Newburgh, United States",US,37.9202921,-87.3302684,baseline_primary,True,100.0,0.099,0.099,medium_high,source_backed_or_medium_high
R041-P001,41,T3,"T3:amag_austria_metall@@amag_austria_metall@48.2267,13.0357","amag_austria_metall@@amag_austria_metall@48.2267,13.0357",amag_austria_metall,"amag_austria_metall@48.2267,13.0357",AMAG Austria Metall,Austria,AT,48.2266686,13.0356549,baseline_primary,True,100.0,0.099,0.099,high,source_backed_or_medium_high
R041-P001,41,T2,"T2:espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364","espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",espace_-_internal_machining/forming_process__tier2_second_transformation,"espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",ESPACE - internal machining/forming process,France,FR,44.7776436,-0.6475364,baseline_primary_assumed_internalized_process,True,100.0,0.099,0.099,,unknown_or_legacy
R041-P001,41,T1,"T1:espace@@espace@44.7776,-0.6475","espace@@espace@44.7776,-0.6475",espace,"espace@44.7776,-0.6475",ESPACE,France,FR,44.7776436,-0.6475364,baseline_primary,True,100.0,0.099,0.099,,unknown_or_legacy
R041-P001,41,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.099,0.099,high,source_backed_or_medium_high
R042-P001,42,T4,"T4:alcoa@@alcoa@40.4406,-79.9959","alcoa@@alcoa@40.4406,-79.9959",alcoa,"alcoa@40.4406,-79.9959",Alcoa,"Newburgh, United States",US,37.9202921,-87.3302684,baseline_primary,True,100.0,0.117,0.117,medium_high,source_backed_or_medium_high
R042-P001,42,T3,"T3:amag_austria_metall@@amag_austria_metall@48.2267,13.0357","amag_austria_metall@@amag_austria_metall@48.2267,13.0357",amag_austria_metall,"amag_austria_metall@48.2267,13.0357",AMAG Austria Metall,Austria,AT,48.2266686,13.0356549,baseline_primary,True,100.0,0.117,0.117,high,source_backed_or_medium_high
R042-P001,42,T2,"T2:espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364","espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",espace_-_internal_machining/forming_process__tier2_second_transformation,"espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",ESPACE - internal machining/forming process,France,FR,44.7776436,-0.6475364,baseline_primary_assumed_internalized_process,True,100.0,0.117,0.117,,unknown_or_legacy
R042-P001,42,T1,"T1:espace@@espace@44.7776,-0.6475","espace@@espace@44.7776,-0.6475",espace,"espace@44.7776,-0.6475",ESPACE,France,FR,44.7776436,-0.6475364,baseline_primary,True,100.0,0.117,0.117,,unknown_or_legacy
R042-P001,42,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.117,0.117,high,source_backed_or_medium_high
R043-P001,43,T4,"T4:alcoa@@alcoa@40.4406,-79.9959","alcoa@@alcoa@40.4406,-79.9959",alcoa,"alcoa@40.4406,-79.9959",Alcoa,"Newburgh, United States",US,37.9202921,-87.3302684,baseline_primary,True,100.0,0.01,0.01,medium_high,source_backed_or_medium_high
R043-P001,43,T3,"T3:amag_austria_metall@@amag_austria_metall@48.2267,13.0357","amag_austria_metall@@amag_austria_metall@48.2267,13.0357",amag_austria_metall,"amag_austria_metall@48.2267,13.0357",AMAG Austria Metall,Austria,AT,48.2266686,13.0356549,baseline_primary,True,100.0,0.01,0.01,high,source_backed_or_medium_high
R043-P001,43,T2,"T2:espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364","espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",espace_-_internal_machining/forming_process__tier2_second_transformation,"espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",ESPACE - internal machining/forming process,France,FR,44.7776436,-0.6475364,baseline_primary_assumed_internalized_process,True,100.0,0.01,0.01,,unknown_or_legacy
R043-P001,43,T1,"T1:espace@@espace@44.7776,-0.6475","espace@@espace@44.7776,-0.6475",espace,"espace@44.7776,-0.6475",ESPACE,France,FR,44.7776436,-0.6475364,baseline_primary,True,100.0,0.01,0.01,,unknown_or_legacy
R043-P001,43,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.01,0.01,high,source_backed_or_medium_high
R044-P001,44,T4,"T4:alcoa@@alcoa@40.4406,-79.9959","alcoa@@alcoa@40.4406,-79.9959",alcoa,"alcoa@40.4406,-79.9959",Alcoa,"Newburgh, United States",US,37.9202921,-87.3302684,baseline_primary,True,100.0,0.404,0.404,medium_high,source_backed_or_medium_high
R044-P001,44,T3,"T3:amag_austria_metall@@amag_austria_metall@48.2267,13.0357","amag_austria_metall@@amag_austria_metall@48.2267,13.0357",amag_austria_metall,"amag_austria_metall@48.2267,13.0357",AMAG Austria Metall,Austria,AT,48.2266686,13.0356549,baseline_primary,True,100.0,0.404,0.404,high,source_backed_or_medium_high
R044-P001,44,T2,"T2:groupe_segnere_/_segnere_ade_-_internal_machining/forming_process__tier2_second_transformation@@groupe_segnere_/_segnere_ade_-_internal_machining/forming_process__tier2_second_transformation@43.1576,-0.0191","groupe_segnere_/_segnere_ade_-_internal_machining/forming_process__tier2_second_transformation@@groupe_segnere_/_segnere_ade_-_internal_machining/forming_process__tier2_second_transformation@43.1576,-0.0191",groupe_segnere_/_segnere_ade_-_internal_machining/forming_process__tier2_second_transformation,"groupe_segnere_/_segnere_ade_-_internal_machining/forming_process__tier2_second_transformation@43.1576,-0.0191",Groupe Segnere / SEGNERE Ade - internal machining/forming process,France,FR,43.1576,-0.0191,baseline_primary_assumed_internalized_process,True,100.0,0.404,0.404,medium_high,source_backed_or_medium_high
R044-P001,44,T1,"T1:groupe_segnere_segnere_ade@@groupe_segnere_segnere_ade@43.1576,-0.0191","groupe_segnere_segnere_ade@@groupe_segnere_segnere_ade@43.1576,-0.0191",groupe_segnere_segnere_ade,"groupe_segnere_segnere_ade@43.1576,-0.0191",Groupe Segnere / SEGNERE Ade,France,FR,43.1576,-0.0191,baseline_primary,True,100.0,0.404,0.404,medium_high,source_backed_or_medium_high
R044-P001,44,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.404,0.404,high,source_backed_or_medium_high
R045-P001,45,T4,"T4:saarstahl@@saarstahl@49.3594,7.1715","saarstahl@@saarstahl@49.3594,7.1715",saarstahl,"saarstahl@49.3594,7.1715",Saarstahl,Germany,DE,49.3593951,7.1714727,baseline_primary,True,100.0,0.72,0.72,,unknown_or_legacy
R045-P001,45,T3,"T3:aubert_duval@@aubert_duval@45.7772,3.087","aubert_duval@@aubert_duval@45.7772,3.087",aubert_duval,"aubert_duval@45.7772,3.087",Aubert & Duval,"Les Ancizes-Comps, France",FR,45.9235016,2.8415731,baseline_primary,True,100.0,0.72,0.72,medium_high,source_backed_or_medium_high
R045-P001,45,T2,"T2:schroth_safety_products@@schroth_safety_products@26.18,-80.19","schroth_safety_products@@schroth_safety_products@26.18,-80.19",schroth_safety_products,"schroth_safety_products@26.18,-80.19",SCHROTH Safety Products,United States,US,26.18,-80.19,baseline_primary,True,100.0,0.72,0.72,high,source_backed_or_medium_high
R045-P001,45,T1,"T1:espace@@espace@44.7776,-0.6475","espace@@espace@44.7776,-0.6475",espace,"espace@44.7776,-0.6475",ESPACE,France,FR,44.7776436,-0.6475364,baseline_primary,True,100.0,0.72,0.72,,unknown_or_legacy
R045-P001,45,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.72,0.72,high,source_backed_or_medium_high
R046-P001,46,T4,"T4:saarstahl@@saarstahl@49.3594,7.1715","saarstahl@@saarstahl@49.3594,7.1715",saarstahl,"saarstahl@49.3594,7.1715",Saarstahl,Germany,DE,49.3593951,7.1714727,baseline_primary,True,100.0,1.284,1.284,,unknown_or_legacy
R046-P001,46,T3,"T3:aubert_duval@@aubert_duval@45.7772,3.087","aubert_duval@@aubert_duval@45.7772,3.087",aubert_duval,"aubert_duval@45.7772,3.087",Aubert & Duval,"Les Ancizes-Comps, France",FR,45.9235016,2.8415731,baseline_primary,True,100.0,1.284,1.284,medium_high,source_backed_or_medium_high
