site_uid,world_region,weather_profile,roles,supplier,country_code,lat,lon,month_index,climate_progress,warming_delta_c,hazard_intensification_factor,heatwave_factor,drought_factor,storm_factor,hurricane_factor,cold_factor,temp_c,humidity_pct,precip_mm,wind_ms,heat_index_c,heatwave,drought,storm_stress,hurricane,cold_stress,event_label
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,13,0.050209,0.1105,1.0144,1.024,1.0176,1.0112,1.0144,0.9952,-9.83,63.78,36.74,8.08,-9.83,0.0,0.0,0.0,0.0,0.6269,cold
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,14,0.054393,0.1197,1.0158,1.0264,1.0193,1.0123,1.0158,0.9947,-8.0,67.13,73.83,11.73,-8.0,0.0,0.0,0.0,0.0,0.4848,cold
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,15,0.058577,0.1289,1.0172,1.0287,1.0211,1.0134,1.0172,0.9943,-0.4,69.92,33.75,5.77,-0.4,0.0,0.0,0.0,0.0,0.0825,cold
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,16,0.062762,0.1381,1.0186,1.0311,1.0228,1.0145,1.0186,0.9938,8.9,71.62,37.25,4.24,8.9,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,17,0.066946,0.1473,1.0201,1.0335,1.0245,1.0156,1.0201,0.9933,16.73,64.87,34.7,3.67,16.73,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,18,0.07113,0.1565,1.0215,1.0359,1.0263,1.0167,1.0215,0.9928,22.1,58.55,24.9,4.15,23.18,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,19,0.075314,0.1657,1.023,1.0383,1.0281,1.0179,1.023,0.9923,23.45,54.28,15.67,4.68,24.2,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,20,0.079498,0.1749,1.0245,1.0408,1.0299,1.019,1.0245,0.9918,20.46,52.99,18.0,5.12,20.46,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,21,0.083682,0.1841,1.026,1.0433,1.0317,1.0202,1.026,0.9913,14.1,54.76,65.64,9.61,14.1,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,22,0.087866,0.1933,1.0275,1.0458,1.0336,1.0214,1.0275,0.9908,6.28,58.84,33.25,5.6,6.28,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,23,0.09205,0.2025,1.029,1.0483,1.0354,1.0225,1.029,0.9903,-0.79,56.76,33.25,5.6,-0.79,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,24,0.096234,0.2117,1.0305,1.0508,1.0373,1.0237,1.0305,0.9898,-5.24,56.0,33.25,5.44,-5.24,0.0,0.0,0.0,0.0,0.0873,cold
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,25,0.100418,0.2209,1.032,1.0534,1.0391,1.0249,1.032,0.9893,-6.82,56.7,45.04,5.69,-6.82,0.0,0.0,0.0,0.0,0.2459,cold
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,26,0.104603,0.2301,1.0335,1.0559,1.041,1.0261,1.0335,0.9888,-5.88,58.72,60.52,6.62,-5.88,0.0,0.0,0.0,0.0,0.2908,cold
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,27,0.108787,0.2393,1.0351,1.0585,1.0429,1.0273,1.0351,0.9883,0.56,61.71,68.7,5.38,0.56,0.0,0.0,0.0,0.0,0.1,cold
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,28,0.112971,0.2485,1.0367,1.0611,1.0448,1.0285,1.0367,0.9878,8.85,65.11,108.09,7.82,8.85,0.0,0.0,0.1122,0.0,0.0,storm
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,29,0.117155,0.2577,1.0382,1.0637,1.0467,1.0297,1.0382,0.9873,14.95,61.17,47.95,4.25,14.95,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,30,0.121339,0.2669,1.0398,1.0663,1.0486,1.031,1.0398,0.9867,19.14,58.35,15.56,4.76,19.14,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,31,0.125523,0.2762,1.0414,1.069,1.0506,1.0322,1.0414,0.9862,20.56,57.62,0.0,5.19,20.56,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,32,0.129707,0.2854,1.043,1.0716,1.0525,1.0334,1.043,0.9857,18.99,59.27,0.0,5.48,18.99,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,33,0.133891,0.2946,1.0446,1.0743,1.0545,1.0347,1.0446,0.9851,14.87,62.86,0.0,5.61,14.87,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,34,0.138075,0.3038,1.0462,1.0769,1.0564,1.0359,1.0462,0.9846,9.16,67.28,25.02,6.12,9.16,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,35,0.142259,0.313,1.0478,1.0796,1.0584,1.0372,1.0478,0.9841,3.2,63.94,72.36,9.4,3.2,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,36,0.146444,0.3222,1.0494,1.0823,1.0604,1.0384,1.0494,0.9835,-1.55,60.61,33.25,5.05,-1.55,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,37,0.150628,0.3314,1.051,1.085,1.0624,1.0397,1.051,0.983,-3.82,57.9,45.04,4.59,-3.82,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,38,0.154812,0.3406,1.0527,1.0878,1.0644,1.041,1.0527,0.9824,-3.8,56.3,60.52,4.77,-3.8,0.0,0.0,0.0,0.0,0.0581,cold
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,39,0.158996,0.3498,1.0543,1.0905,1.0664,1.0422,1.0543,0.9819,0.0,56.1,68.7,4.84,0.0,0.0,0.0,0.0,0.0,0.0853,cold
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,40,0.16318,0.359,1.0559,1.0932,1.0684,1.0435,1.0559,0.9814,8.1,57.34,67.37,4.34,8.1,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,41,0.167364,0.3682,1.0576,1.096,1.0704,1.0448,1.0576,0.9808,15.5,52.58,61.15,6.22,15.5,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,42,0.171548,0.3774,1.0593,1.0988,1.0724,1.0461,1.0593,0.9802,21.63,50.51,60.57,8.99,21.63,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,43,0.175732,0.3866,1.0609,1.1015,1.0745,1.0474,1.0609,0.9797,24.67,51.96,14.88,5.51,25.23,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,44,0.179916,0.3958,1.0626,1.1043,1.0765,1.0487,1.0626,0.9791,23.6,56.85,17.31,5.62,24.55,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,45,0.1841,0.405,1.0643,1.1071,1.0786,1.05,1.0643,0.9786,18.53,64.12,24.03,5.56,18.53,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,46,0.188285,0.4142,1.066,1.1099,1.0806,1.0513,1.066,0.978,10.81,72.0,33.25,5.35,10.81,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,47,0.192469,0.4234,1.0676,1.1127,1.0827,1.0526,1.0676,0.9775,2.65,71.19,23.49,4.98,2.65,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,48,0.196653,0.4326,1.0693,1.1156,1.0847,1.0539,1.0693,0.9769,-3.56,69.06,24.49,6.66,-3.56,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,49,0.200837,0.4418,1.071,1.1184,1.0868,1.0553,1.071,0.9763,-5.95,66.02,40.26,7.32,-5.95,0.0,0.0,0.0,0.0,0.1358,cold
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,50,0.205021,0.451,1.0727,1.1212,1.0889,1.0566,1.0727,0.9758,-3.83,62.61,28.9,3.87,-3.83,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,51,0.209205,0.4603,1.0745,1.1241,1.091,1.0579,1.0745,0.9752,1.41,59.45,55.26,4.95,1.41,0.0,0.0,0.0,0.0,0.0414,cold
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,52,0.213389,0.4695,1.0762,1.1269,1.0931,1.0592,1.0762,0.9746,10.05,57.12,67.37,4.92,10.05,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,53,0.217573,0.4787,1.0779,1.1298,1.0952,1.0606,1.0779,0.974,17.58,48.76,47.54,5.3,17.58,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,54,0.221757,0.4879,1.0796,1.1327,1.0973,1.0619,1.0796,0.9735,22.48,43.79,23.85,5.54,22.48,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,55,0.225941,0.4971,1.0813,1.1356,1.0994,1.0633,1.0813,0.9729,23.42,43.57,41.82,8.48,23.42,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,56,0.230126,0.5063,1.0831,1.1385,1.1015,1.0646,1.0831,0.9723,20.27,48.33,44.34,8.4,20.27,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,57,0.23431,0.5155,1.0848,1.1414,1.1037,1.066,1.0848,0.9717,14.07,57.03,23.81,5.29,14.07,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,58,0.238494,0.5247,1.0866,1.1443,1.1058,1.0673,1.0866,0.9711,6.65,67.64,33.25,4.91,6.65,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,59,0.242678,0.5339,1.0883,1.1472,1.1079,1.0687,1.0883,0.9706,0.01,70.28,33.25,4.42,0.01,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,60,0.246862,0.5431,1.0901,1.1501,1.1101,1.07,1.0901,0.97,-4.19,71.77,33.25,3.86,-4.19,0.0,0.0,0.0,0.0,0.0129,cold
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,61,0.251046,0.5523,1.0918,1.153,1.1122,1.0714,1.0918,0.9694,-5.06,71.85,45.04,3.97,-5.06,0.0,0.0,0.0,0.0,0.0734,cold
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,62,0.25523,0.5615,1.0936,1.156,1.1144,1.0728,1.0936,0.9688,-2.62,70.5,93.52,7.98,-2.62,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,63,0.259414,0.5707,1.0953,1.1589,1.1165,1.0742,1.0953,0.9682,2.35,67.97,89.91,7.22,2.35,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,64,0.263598,0.5799,1.0971,1.1619,1.1187,1.0755,1.0971,0.9676,8.56,64.71,56.81,5.35,8.56,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,65,0.267782,0.5891,1.0989,1.1648,1.1209,1.0769,1.0989,0.967,14.53,53.96,16.49,5.57,14.53,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,66,0.271967,0.5983,1.1007,1.1678,1.123,1.0783,1.1007,0.9664,18.91,45.66,0.0,5.62,18.91,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,67,0.276151,0.6075,1.1025,1.1708,1.1252,1.0797,1.1025,0.9658,20.75,41.79,0.0,5.51,20.75,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,68,0.280335,0.6167,1.1042,1.1737,1.1274,1.0811,1.1042,0.9653,19.61,43.23,3.12,5.24,19.61,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,69,0.284519,0.6259,1.106,1.1767,1.1296,1.0825,1.106,0.9647,15.71,49.55,61.21,8.81,15.71,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,70,0.288703,0.6351,1.1078,1.1797,1.1318,1.0839,1.1078,0.9641,9.9,59.16,47.15,5.8,9.9,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,71,0.292887,0.6444,1.1096,1.1827,1.134,1.0853,1.1096,0.9635,3.56,62.25,33.25,3.76,3.56,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,72,0.297071,0.6536,1.1114,1.1857,1.1362,1.0867,1.1114,0.9629,-1.66,65.67,33.25,4.06,-1.66,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,73,0.301255,0.6628,1.1132,1.1887,1.1384,1.0881,1.1132,0.9623,-4.26,68.78,45.04,4.6,-4.26,0.0,0.0,0.0,0.0,0.0182,cold
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,74,0.305439,0.672,1.115,1.1917,1.1406,1.0895,1.115,0.9617,-3.3,71.02,60.52,5.06,-3.3,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,75,0.309623,0.6812,1.1169,1.1948,1.1428,1.0909,1.1169,0.961,1.25,71.98,68.7,5.4,1.25,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,76,0.313808,0.6904,1.1187,1.1978,1.1451,1.0923,1.1187,0.9604,8.38,71.49,108.56,9.97,8.38,0.0,0.0,0.1234,0.0,0.0,storm
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,77,0.317992,0.6996,1.1205,1.2008,1.1473,1.0937,1.1205,0.9598,16.22,62.2,52.59,6.2,16.22,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,78,0.322176,0.7088,1.1223,1.2039,1.1495,1.0951,1.1223,0.9592,22.56,53.86,23.07,5.47,23.27,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,79,0.32636,0.718,1.1242,1.2069,1.1517,1.0966,1.1242,0.9586,25.49,48.47,13.56,5.18,25.77,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,80,0.330544,0.7272,1.126,1.21,1.154,1.098,1.126,0.958,24.05,47.18,16.16,4.76,24.22,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,81,0.334728,0.7364,1.1278,1.213,1.1562,1.0994,1.1278,0.9574,18.54,50.08,11.96,4.24,18.54,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,82,0.338912,0.7456,1.1297,1.2161,1.1585,1.1008,1.1297,0.9568,10.55,56.16,1.12,3.67,10.55,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,83,0.343096,0.7548,1.1315,1.2192,1.1607,1.1023,1.1315,0.9562,2.41,56.21,37.1,8.82,2.41,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,84,0.34728,0.764,1.1334,1.2223,1.163,1.1037,1.1334,0.9555,-3.46,57.67,0.0,4.68,-3.46,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,85,0.351464,0.7732,1.1352,1.2253,1.1652,1.1052,1.1352,0.9549,-5.36,60.28,31.63,5.12,-5.36,0.0,0.0,0.0,0.0,0.0924,cold
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,86,0.355649,0.7824,1.1371,1.2284,1.1675,1.1066,1.1371,0.9543,-2.82,63.57,60.52,5.44,-2.82,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,87,0.359833,0.7916,1.1389,1.2315,1.1698,1.108,1.1389,0.9537,3.29,66.94,68.7,5.6,3.29,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,88,0.364017,0.8008,1.1408,1.2346,1.172,1.1095,1.1408,0.9531,11.04,69.78,67.37,5.6,11.04,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,89,0.368201,0.81,1.1426,1.2377,1.1743,1.1109,1.1426,0.9525,18.15,64.03,46.86,5.44,18.15,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,90,0.372385,0.8192,1.1445,1.2408,1.1766,1.1124,1.1445,0.9518,22.6,58.92,67.61,9.96,23.71,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,91,0.376569,0.8285,1.1464,1.2439,1.1789,1.1138,1.1464,0.9512,23.27,55.85,13.09,4.67,24.14,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,92,0.380753,0.8377,1.1482,1.2471,1.1812,1.1153,1.1482,0.9506,20.16,55.55,15.76,4.14,20.16,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,93,0.384937,0.8469,1.1501,1.2502,1.1835,1.1168,1.1501,0.95,14.29,57.92,23.13,3.68,14.29,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,94,0.389121,0.8561,1.152,1.2533,1.1858,1.1182,1.152,0.9493,7.32,62.06,33.25,4.25,7.32,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,95,0.393305,0.8653,1.1539,1.2564,1.1881,1.1197,1.1539,0.9487,1.04,59.0,33.25,4.76,1.04,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,96,0.39749,0.8745,1.1558,1.2596,1.1904,1.1211,1.1558,0.9481,-3.1,56.85,33.25,5.19,-3.1,0.0,0.0,0.0,0.0,0.0,none
"kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",Europe,continental_cold,T3,Kronotex GmbH & Co,DE,53.1471628,12.3793247,97,0.401674,0.8837,1.1576,1.2627,1.1927,1.1226,1.1576,0.9475,-4.23,56.01,90.08,10.36,-4.23,0.0,0.0,0.0,0.0,0.0156,cold
