month_index,classical_kgCO2e,td_dlca_kgCO2e,sdd_kgCO2e,surimpact_total,backup_material,premium_transport,scrap_rework,capacity_energy,maintenance,backlog_penalty,backup_output_kg,premium_output_kg,oem_backlog_kg,max_path_backlog_kg,avg_oem_service_level,avg_path_disruption_index,affected_path_count
167,1296.747542,1318.108201,1555.513302,237.405101,179.389616,0.021905,8.267426,37.159461,12.497548,0.069143,14.517588,0.004613,0.090957,0.008932,0.9993,0.6214,172
168,1296.747542,1324.102102,1626.17251,302.070407,234.719504,0.0,4.557208,45.620071,17.1288,0.044824,16.80814,0.0,0.0,0.0,1.0,0.7971,172
169,1296.747542,1322.441353,1633.810262,311.368909,213.745101,0.0,8.437707,65.703103,23.400691,0.082305,14.935734,0.0,0.0,0.0,1.0,0.7797,172
170,1296.747542,1327.172754,1605.010186,277.837432,177.386589,0.0,24.276354,54.607719,21.473422,0.093349,14.789956,0.0,0.0,0.0,1.0,0.9385,172
171,1296.747542,1314.381123,1479.371639,164.990516,84.108416,0.0,25.911745,40.694019,14.262122,0.014215,8.422779,0.0,0.0,0.0,1.0,0.5796,172
172,1296.747542,1319.038218,1453.128491,134.090272,66.017067,0.0,17.99727,36.402513,13.635961,0.037461,6.590446,0.0,0.0,0.0,1.0,0.7056,172
173,1296.747542,1317.316291,1493.291972,175.97568,108.578866,0.0,20.569172,32.89233,13.782539,0.152773,9.014852,0.0,0.0,0.0,1.0,0.6461,172
174,1296.747542,1316.289318,1497.34022,181.050902,110.729123,0.0,24.144187,33.631476,12.49529,0.050826,8.753504,0.0,0.0,0.0,1.0,0.6057,172
175,1296.747542,1314.937427,1486.737078,171.799651,67.750502,0.0,48.533448,40.989661,14.525072,0.000968,8.768326,0.0,0.0,0.0,1.0,0.5962,172
176,1296.747542,1320.514184,1592.504408,271.990224,168.461644,0.0,35.594822,48.411344,19.522394,1.9e-05,15.681854,0.0,0.0,0.0,1.0,0.7333,172
177,1296.747542,1320.725418,1646.850361,326.124943,225.835386,0.0,28.114566,51.799694,20.374288,0.001009,19.032024,0.0,0.0,0.0,1.0,0.7204,172
178,1296.747542,1323.648386,1603.359122,279.710737,180.173756,0.0,23.595892,55.441979,20.456108,0.043002,14.940904,0.0,0.0,0.0,1.0,0.8343,172
179,1296.747542,1321.410913,1640.458607,319.047694,231.193016,0.0,15.499669,52.847337,19.377158,0.130513,16.27016,0.0,0.0,0.0,1.0,0.7609,172
180,1296.747542,1317.339491,1650.624787,333.285296,261.390338,0.0,15.553812,40.054715,16.085401,0.201029,19.588124,0.0,0.0,0.0,1.0,0.6399,172
181,1296.747542,1316.322025,1485.888301,169.566276,113.76545,0.0,11.132274,31.240284,13.333744,0.094524,9.603636,0.0,0.0,0.0,1.0,0.6198,172
182,1296.747542,1315.910672,1424.331928,108.421256,54.914867,0.0,9.470016,31.716992,12.290088,0.029293,4.15658,0.0,0.0,0.0,1.0,0.5931,172
183,1296.747542,1310.838802,1450.673028,139.834227,93.973604,0.0,12.672181,23.196213,9.954271,0.037959,7.746282,0.0,0.0,0.0,1.0,0.4423,172
184,1296.747542,1313.253861,1517.356121,204.10226,135.276787,0.0,25.027805,30.768251,13.011337,0.018079,11.681059,0.0,0.0,0.0,1.0,0.5019,172
185,1296.747542,1320.065492,1419.733818,99.668326,11.202385,0.0,27.05639,44.677174,16.633942,0.098435,1.993162,0.0,1.104571,0.108469,0.9915,0.6939,172
186,1296.747542,1320.177694,1543.619001,223.441307,72.737223,0.021797,66.148185,62.967995,21.535314,0.030794,6.555427,0.002806,0.0,0.0,1.0,0.7079,172
187,1296.747542,1324.07525,1597.819802,273.744552,123.039995,0.004717,66.167067,62.404695,22.125698,0.00238,11.537546,0.000922,0.0,0.0,1.0,0.8521,172
188,1296.747542,1318.02121,1538.361321,220.340111,130.83524,0.0,26.506002,46.764951,16.228934,0.004984,12.089845,0.0,0.0,0.0,1.0,0.6769,172
189,1296.747542,1320.005144,1567.717147,247.712003,166.554897,0.0,20.528903,44.747137,15.858528,0.022538,14.506535,0.0,0.0,0.0,1.0,0.7239,172
190,1296.747542,1317.552744,1510.531543,192.978799,126.536892,0.0,17.699316,35.40141,13.290507,0.050673,10.948245,0.0,0.0,0.0,1.0,0.6543,172
191,1296.747542,1316.338742,1443.234387,126.895645,72.432555,0.046625,10.331242,31.15827,12.630761,0.296192,5.744702,0.009918,0.0,0.0,1.0,0.5979,172
192,1296.747542,1308.947556,1539.41389,230.466334,193.078738,0.0,8.901684,19.787279,8.610542,0.088092,15.279692,0.0,0.96094,0.094365,0.9926,0.3982,172
193,1296.747542,1318.845739,1494.102725,175.256986,98.510453,0.0,18.737758,41.842436,16.154106,0.012234,8.291867,0.0,0.0,0.0,1.0,0.6719,172
194,1296.747542,1320.562955,1542.687357,222.124402,128.158144,0.0,22.391515,51.048921,20.506139,0.019684,10.472094,0.0,0.0,0.0,1.0,0.7121,172
195,1296.747542,1322.307918,1466.970798,144.66288,65.948302,0.0,12.028973,47.65379,18.851155,0.180659,5.061484,0.0,0.0,0.0,1.0,0.7885,172
196,1296.747542,1318.010488,1427.02997,109.019483,43.175537,0.0,8.35534,42.23843,15.22725,0.022926,3.470361,0.0,0.0,0.0,1.0,0.6631,172
197,1296.747542,1314.112852,1386.344448,72.231596,22.603648,0.0,7.555872,30.125929,11.867947,0.0782,1.695632,0.0,0.0,0.0,1.0,0.55,172
198,1296.747542,1315.94326,1488.991261,173.048001,106.734779,0.0,19.967094,33.490672,12.82504,0.030417,8.51306,0.0,0.0,0.0,1.0,0.6095,172
199,1296.747542,1322.309819,1629.282538,306.97272,173.34671,0.0,59.838202,53.542201,20.24227,0.003338,17.179284,0.0,0.0,0.0,1.0,0.7998,172
200,1296.747542,1317.034769,1578.133741,261.098972,157.292972,0.0,37.969892,48.898798,16.915764,0.021546,15.052977,0.0,0.0,0.0,1.0,0.6509,172
201,1296.747542,1318.991372,1594.933666,275.942294,202.572606,0.08026,20.672229,37.234036,15.272246,0.110916,18.727581,0.008846,2.14815,0.231468,0.9835,0.6868,172
202,1296.747542,1320.941143,1536.893584,215.952441,135.040838,0.0,15.690917,47.710799,17.495988,0.013899,11.791362,0.0,0.0,0.0,1.0,0.726,156
203,1296.747542,1317.776504,1438.649726,120.873221,36.152448,0.0,10.514275,54.597433,19.582002,0.027063,4.095803,0.0,0.0,0.0,1.0,0.6409,172
204,1296.747542,1322.439352,1440.520404,118.081051,47.186221,0.0,7.769833,45.263966,17.720355,0.140676,4.437314,0.0,0.0,0.0,1.0,0.7925,172
205,1296.747542,1312.52629,1523.31647,210.79018,124.49552,0.0,33.209153,38.972931,14.092184,0.020391,9.216463,0.0,0.0,0.0,1.0,0.5182,172
206,1296.747542,1317.008225,1413.155664,96.147439,29.232784,0.0,15.218815,37.660966,13.974693,0.060181,4.18519,0.0,0.0,0.0,1.0,0.657,172
207,1296.747542,1317.53864,1548.113635,230.574994,153.889477,0.0,26.110185,35.902336,14.565558,0.107438,12.5984,0.0,0.0,0.0,1.0,0.6529,172
208,1296.747542,1316.097396,1458.23308,142.135684,74.284403,0.0,20.548926,34.40758,12.73308,0.161695,5.368038,0.0,0.0,0.0,1.0,0.59,172
209,1296.747542,1308.057762,1405.338921,97.281159,62.031257,0.0,14.460882,14.796029,5.893619,0.099372,5.214819,0.0,0.662742,0.065082,0.9949,0.3446,172
210,1296.747542,1317.929091,1525.064742,207.135651,98.30574,0.020495,45.511842,46.231351,17.011539,0.054685,8.48602,0.002639,0.0,0.0,1.0,0.6571,172
211,1296.747542,1322.138414,1684.306172,362.167759,234.897649,0.0,50.335803,54.891432,22.04018,0.002694,22.07006,0.0,0.0,0.0,1.0,0.7788,172
212,1296.747542,1323.966722,1683.536213,359.569491,242.345606,0.0,42.036158,53.562519,21.539292,0.085915,22.02597,0.0,0.0,0.0,1.0,0.8421,172
213,1296.747542,1319.907876,1597.732111,277.824235,180.44014,0.0,27.718715,51.513851,18.128876,0.022652,16.027528,0.0,0.0,0.0,1.0,0.7201,172
214,1296.747542,1317.259862,1557.607044,240.347182,166.577142,0.0,20.53031,38.691666,14.52644,0.021624,14.574854,0.0,0.0,0.0,1.0,0.6438,172
215,1296.747542,1317.526948,1475.935873,158.408925,107.090227,0.0,11.890726,27.676428,11.66579,0.085753,9.509503,0.0,0.0,0.0,1.0,0.6437,172
216,1296.747542,1316.060101,1442.391669,126.331568,78.829068,0.0,8.392821,27.699471,11.233344,0.176863,4.890573,0.0,0.0,0.0,1.0,0.5972,172
217,1296.747542,1312.207417,1478.863714,166.656296,106.609161,0.0,15.990869,31.009713,12.959876,0.086677,8.983803,0.0,0.0,0.0,1.0,0.4767,172
218,1296.747542,1315.808638,1545.972666,230.164028,160.703446,0.0,16.9294,38.387201,14.06185,0.082131,12.247552,0.0,1.013132,0.09949,0.9922,0.5598,172
219,1296.747542,1321.237563,1512.941407,191.703844,72.129264,0.0,33.493009,64.730144,21.332479,0.018948,6.580245,0.0,0.0,0.0,1.0,0.7232,172
220,1296.747542,1319.446114,1484.098061,164.651947,60.773865,0.0,27.82418,55.469577,20.583307,0.001018,6.67443,0.0,0.0,0.0,1.0,0.7071,172
221,1296.747542,1323.654437,1511.893758,188.239321,92.948425,0.0,30.35568,46.625375,18.260296,0.049546,7.795929,0.0,0.0,0.0,1.0,0.8323,172
222,1296.747542,1314.866172,1476.487129,161.620957,61.881114,0.079045,40.369224,44.498831,14.781334,0.011409,4.914091,0.016307,0.0,0.0,1.0,0.5806,172
223,1296.747542,1323.306092,1610.372407,287.066315,120.244025,0.0,93.538708,54.000092,19.222023,0.061467,10.014824,0.0,0.0,0.0,1.0,0.7947,172
224,1296.747542,1325.16314,1761.684208,436.521068,288.829232,0.0,72.213282,55.321134,20.154745,0.002676,25.203281,0.0,0.0,0.0,1.0,0.8615,172
225,1296.747542,1319.733355,1566.542909,246.809554,166.544984,0.0,20.548485,44.486619,15.164222,0.065243,17.276995,0.0,0.0,0.0,1.0,0.729,172
226,1296.747542,1313.819391,1483.662103,169.842712,125.305289,0.0,13.861112,22.168364,8.457206,0.05074,12.219877,0.0,0.480813,0.047216,0.9963,0.5399,172
227,1296.747542,1319.220766,1458.002497,138.781731,67.72706,0.0,11.196712,44.170616,15.654667,0.032676,6.492097,0.0,0.0,0.0,1.0,0.6604,172
228,1296.747542,1323.334422,1733.845006,410.510584,313.901249,0.0,17.637346,56.08796,22.873413,0.010616,24.051164,0.0,0.0,0.0,1.0,0.79,172
229,1296.747542,1327.975028,1630.975824,303.000796,202.644474,0.0,16.693813,60.378194,23.189725,0.09459,16.055311,0.0,0.0,0.0,1.0,0.9634,172
230,1296.747542,1321.909363,1485.312901,163.403539,82.093899,0.0,12.633709,50.522664,18.071111,0.082156,7.223177,0.0,0.0,0.0,1.0,0.7829,172
231,1296.747542,1315.528426,1451.08458,135.556154,72.723225,0.0,13.499075,35.708344,13.589747,0.035762,6.4894,0.0,0.0,0.0,1.0,0.5941,172
232,1296.747542,1315.110725,1397.732909,82.622185,32.700202,0.0,11.181086,27.95142,10.710287,0.07919,3.04493,0.0,0.0,0.0,1.0,0.5762,172
233,1296.747542,1317.283961,1387.413153,70.129192,24.363948,0.0,6.982842,28.479274,10.268338,0.034791,2.149337,0.0,0.0,0.0,1.0,0.6369,172
234,1296.747542,1314.93314,1430.583156,115.650016,40.526035,0.0,27.757521,35.127584,12.118294,0.120582,4.452166,0.0,0.0,0.0,1.0,0.5673,172
235,1296.747542,1320.894573,1692.599272,371.704699,238.668108,0.0,62.149987,51.102648,19.74577,0.038187,21.292661,0.0,0.0,0.0,1.0,0.7377,172
236,1296.747542,1322.458659,1586.395192,263.936533,124.98046,0.0,41.098047,73.454326,24.40185,0.00185,11.862829,0.0,0.0,0.0,1.0,0.7809,172
237,1296.747542,1320.28044,1579.853402,259.572963,158.286239,0.0,21.107379,58.594281,21.558901,0.026163,15.526517,0.0,0.0,0.0,1.0,0.7251,172
238,1296.747542,1323.516319,1519.1069,195.590582,110.538862,0.0,18.746693,48.157217,18.124923,0.022886,9.975078,0.0,0.0,0.0,1.0,0.8235,172
239,1296.747542,1312.445924,1468.719815,156.273891,102.195264,0.0,7.513633,32.807392,13.630608,0.126994,7.45997,0.0,0.0,0.0,1.0,0.5094,172
240,1296.747542,1316.202212,1533.402995,217.200782,161.296428,0.0,10.429318,32.119333,13.253714,0.101991,13.528615,0.0,0.0,0.0,1.0,0.615,172
