flow_uid,edge,from_site_uid,to_site_uid,from_name,to_name,from_country_code,to_country_code,from_region,to_region,route_region,distance_km,allocated_mass_kg,allocated_kg_km,month_index,climate_progress,warming_delta_c,maritime_hazard_intensification_factor,maritime_storm_factor,maritime_hurricane_factor,maritime_cold_factor,maritime_storm,maritime_hurricane,maritime_cold,maritime_monsoon,maritime_risk_index,delay_multiplier,capacity_multiplier
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,106,0.439331,0.9665,1.1214,1.1359,1.1748,1.0388,0.2139,0.3291,0.0,0.0,0.3291,1.2409,0.8998
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,107,0.443515,0.9757,1.1227,1.1374,1.1767,1.0393,0.1964,0.3022,0.0,0.0,0.3022,1.2212,0.908
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,108,0.447699,0.9849,1.124,1.1389,1.1786,1.0397,0.3821,0.1374,0.0187,0.0,0.3821,1.1867,0.9186
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,109,0.451883,0.9941,1.1254,1.1404,1.1805,1.0401,0.6673,0.0,0.0411,0.0,0.6673,1.1959,0.91
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,110,0.456067,1.0033,1.1267,1.1419,1.1824,1.0405,0.4994,0.0,0.0215,0.0,0.4994,1.1446,0.9334
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,111,0.460251,1.0126,1.128,1.1434,1.1844,1.041,0.0004,0.0,0.0016,0.0,0.0016,1.0005,0.9998
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,112,0.464435,1.0218,1.1294,1.1449,1.1863,1.0414,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,113,0.468619,1.031,1.1307,1.1464,1.1882,1.0418,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,114,0.472803,1.0402,1.132,1.1479,1.1901,1.0423,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,115,0.476987,1.0494,1.1334,1.1494,1.1921,1.0427,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,116,0.481172,1.0586,1.1347,1.1509,1.194,1.0431,0.0485,0.0,0.0,0.1387,0.1387,1.0358,0.9868
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,117,0.485356,1.0678,1.1361,1.1524,1.196,1.0435,0.5989,0.0,0.0,0.1646,0.5989,1.194,0.9139
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,118,0.48954,1.077,1.1374,1.1539,1.1979,1.044,0.8197,0.2639,0.0,0.0,0.8197,1.3747,0.8354
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,119,0.493724,1.0862,1.1388,1.1554,1.1999,1.0444,0.4197,0.293,0.0138,0.0,0.4197,1.2817,0.8799
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,120,0.497908,1.0954,1.1401,1.157,1.2018,1.0448,0.104,0.1509,0.0212,0.0,0.1509,1.1167,0.9516
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,121,0.502092,1.1046,1.1415,1.1585,1.2038,1.0453,0.0011,0.0,0.0039,0.0,0.0039,1.0012,0.9995
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,122,0.506276,1.1138,1.1429,1.16,1.2057,1.0457,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,123,0.51046,1.123,1.1442,1.1615,1.2077,1.0461,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,124,0.514644,1.1322,1.1456,1.163,1.2096,1.0466,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,125,0.518828,1.1414,1.1469,1.1646,1.2116,1.047,0.3051,0.0,0.0,0.0,0.3051,1.0854,0.9603
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,126,0.523013,1.1506,1.1483,1.1661,1.2136,1.0475,0.6726,0.0,0.0,0.0,0.6726,1.1883,0.9126
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,127,0.527197,1.1598,1.1497,1.1676,1.2155,1.0479,0.4965,0.0,0.0,0.0,0.4965,1.139,0.9355
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,128,0.531381,1.169,1.151,1.1692,1.2175,1.0483,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,129,0.535565,1.1782,1.1524,1.1707,1.2195,1.0488,0.0078,0.0,0.0,0.0223,0.0223,1.0058,0.9979
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,130,0.539749,1.1874,1.1538,1.1722,1.2214,1.0492,0.1192,0.1835,0.0,0.0,0.1835,1.1343,0.9441
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,131,0.543933,1.1967,1.1551,1.1738,1.2234,1.0496,0.1769,0.2718,0.001,0.0,0.2718,1.1992,0.9171
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,132,0.548117,1.2059,1.1565,1.1753,1.2254,1.0501,0.1033,0.1589,0.0,0.0,0.1589,1.1163,0.9516
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,133,0.552301,1.2151,1.1579,1.1768,1.2274,1.0505,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,134,0.556485,1.2243,1.1593,1.1784,1.2293,1.051,0.5605,0.0,0.0,0.0,0.5605,1.1569,0.9271
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,135,0.560669,1.2335,1.1606,1.1799,1.2313,1.0514,0.6593,0.0,0.0,0.0,0.6593,1.1846,0.9143
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,136,0.564854,1.2427,1.162,1.1815,1.2333,1.0518,0.2184,0.0,0.0,0.0,0.2184,1.0612,0.9716
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,137,0.569038,1.2519,1.1634,1.183,1.2353,1.0523,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,138,0.573222,1.2611,1.1648,1.1846,1.2373,1.0527,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,139,0.577406,1.2703,1.1662,1.1861,1.2393,1.0532,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,140,0.58159,1.2795,1.1676,1.1877,1.2413,1.0536,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,141,0.585774,1.2887,1.1689,1.1892,1.2433,1.0541,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,142,0.589958,1.2979,1.1703,1.1908,1.2453,1.0545,0.3811,0.0892,0.0,0.0,0.3811,1.1558,0.9308
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,143,0.594142,1.3071,1.1717,1.1923,1.2473,1.055,0.8447,0.2385,0.0,0.0,0.8447,1.3677,0.8377
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,144,0.598326,1.3163,1.1731,1.1939,1.2493,1.0554,0.6038,0.161,0.0,0.0,0.6038,1.2576,0.8861
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,145,0.60251,1.3255,1.1745,1.1954,1.2513,1.0558,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,146,0.606695,1.3347,1.1759,1.197,1.2533,1.0563,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,147,0.610879,1.3439,1.1773,1.1986,1.2553,1.0567,0.0002,0.0,0.0006,0.0,0.0006,1.0002,0.9999
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,148,0.615063,1.3531,1.1787,1.2001,1.2573,1.0572,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,149,0.619247,1.3623,1.1801,1.2017,1.2593,1.0576,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,150,0.623431,1.3715,1.1815,1.2033,1.2613,1.0581,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,151,0.627615,1.3808,1.1829,1.2048,1.2634,1.0585,0.5801,0.0,0.0,0.0,0.5801,1.1624,0.9246
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,152,0.631799,1.39,1.1843,1.2064,1.2654,1.059,0.6705,0.0,0.0,0.0,0.6705,1.1877,0.9128
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,153,0.635983,1.3992,1.1857,1.208,1.2674,1.0594,0.2109,0.0,0.0,0.0,0.2109,1.0591,0.9726
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,154,0.640167,1.4084,1.1871,1.2096,1.2694,1.0599,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,155,0.644351,1.4176,1.1885,1.2111,1.2715,1.0603,0.1259,0.1936,0.0,0.0,0.1936,1.1417,0.941
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,156,0.648536,1.4268,1.1899,1.2127,1.2735,1.0608,0.1019,0.1568,0.0,0.0,0.1568,1.1148,0.9522
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,157,0.65272,1.436,1.1913,1.2143,1.2755,1.0612,0.0008,0.0,0.0028,0.0,0.0028,1.0008,0.9997
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,158,0.656904,1.4452,1.1927,1.2159,1.2775,1.0617,0.0059,0.0,0.0211,0.0,0.0211,1.0063,0.9975
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,159,0.661088,1.4544,1.1942,1.2175,1.2796,1.0621,0.3455,0.0,0.014,0.0,0.3455,1.0998,0.954
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,160,0.665272,1.4636,1.1956,1.219,1.2816,1.0626,0.7068,0.0,0.0,0.0,0.7068,1.1979,0.9081
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,161,0.669456,1.4728,1.197,1.2206,1.2837,1.063,0.5016,0.0,0.0,0.0,0.5016,1.1405,0.9348
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,162,0.67364,1.482,1.1984,1.2222,1.2857,1.0635,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,163,0.677824,1.4912,1.1998,1.2238,1.2877,1.0639,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,164,0.682008,1.5004,1.2012,1.2254,1.2898,1.0644,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,165,0.686192,1.5096,1.2027,1.227,1.2918,1.0649,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eed6fb928cf4101c,T2->T1,"ensinger@@ensinger@48.501,8.8202","jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",Ensinger,JAMCO Aircraft Interiors - Niigata,DE,JP,Europe,East Asia,Indian Ocean / Suez,9231.0,8.927,82405.1,166,0.690377,1.5188,1.2041,1.2286,1.2939,1.0653,0.0,0.0,0.0,0.0,0.0,1.0,1.0
