tier_code,role_hint,tier_label,supplier,country,region,business_family,record_count,primary_count,alternate_count,mass_exposure_kg_sum_record_level,confidence,modeling_action,has_coordinates,source_ids,geocode_status_counts,system_examples,component_examples,description_examples
T2,tier2_second_transformation,Second transformation / component processor,Krohne,Germany,Europe_non_FR,electronics_ife,32,4,28,50.206531625,medium,keep_as_supply_tier_node,True,,kept_from_source_json:32,Ens. Equipements latéraux | Ecran - Screen Display (COTS) | Accoudoir allée | Ens. Stowage latéral | Ensemble porte | Ens. Tablette repas,"Ertalon par moulage par injection plastique | Display, liquid crystal, 17 pouces | Ertalon | GLO: moulage par injection plastique | NIDA - GLO (moulage par injection plastique) | nylon | Polychloroprene | powerbox",Instrumentation process
T2,tier2_second_transformation,Second transformation / component processor,SCHROTH Safety Products,United States,Outside_Europe,electronics_ife,30,20,10,9.624467667,high,keep_as_supply_tier_node,True,SRC_SCHROTH_001,source_backed_site:30,Ens. Equipements latéraux | Ceinture de sécurité | Support clamps | Accoudoir allée | Bumper version porte | Ens. Stowage latéral,acier | nylon,Harnais de sécurité — sous-ensembles
T2,tier2_second_transformation,Second transformation / component processor,Plastiservice Charleroi,Belgium,Europe_non_FR,polymer_plastic_chemical,28,0,28,9.963093567,high,keep_as_supply_tier_node,True,SRC_PLASTISERVICE_001,source_backed_site:28,Stowage assemblé avec porte | Ecran - Screen Display (COTS) | Accoudoir allée | Ens. Stowage latéral | Ensemble porte | Ens. Tablette repas,"Silicone | Display, liquid crystal, 17 pouces | Ertalon | kydex | nylon | caoutchouc",Plasturgie — sous-ensembles injection
T2,tier2_second_transformation,Second transformation / component processor,FRANKLIN,Poland,Europe_non_FR,polymer_plastic_chemical,26,14,12,6.689,medium,keep_as_supply_tier_node,True,,kept_from_source_json:26,Coussin ottoman | Coussin têtière | Ens. Coussin assise | Ens.coussin dossier version têtière | Ens. Coussin dossier | Ens. Stowage latéral,tissu | FRMC55 (C55 = % de carbone) et FMR = ? | velcro | velours,Plasturgie — sous-ensembles composites
T2,tier2_second_transformation,Second transformation / component processor,LATIM,France,France,polymer_plastic_chemical,23,0,23,68.749552355,medium,keep_as_supply_tier_node,True,,kept_from_source_json:23,Coussin ottoman | Manchette acc. Mobile | Coussin têtière | Ens. Coussin assise | Ens.coussin dossier version têtière | Ens. Coussin dossier,"tissu | FRMC55:EU28 polyuréthane flexible traité UL | velcro | Tissu, mousse, polyéthylène | autre (silicium, cuirs synthétique) | 16 % Tissu, mousse, polyéthylène | 8% autre (silicium, cuirs synthétique) | 16 % Tissu, mousse",Composites / polymères techniques
T2,tier2_second_transformation,Second transformation / component processor,MGR Foamtex Ltd,United Kingdom,Europe_non_FR,textile_foam_leather,22,6,16,240.9452244,high,keep_as_supply_tier_node,True,SRC_MGR_001,source_backed_site:22,Ens. Stowage latéral | lightning | Padding (rembourrage) | Manchette acc. Mobile | Manchette équipée | Coussin ottoman,"cuir | lightning | AIRVOLT LAMINAT | FRMC55:EU28 polyuréthane flexible traité UL | FRMC55 (C55 = % de carbone) et FMR = ? | ULTRA LEATHER SMOKE | aluminium | Tissu, mousse, polyéthylène",Mousse technique / housses sièges — sous-ensembles
T2,tier2_second_transformation,Second transformation / component processor,Plastitek,France,France,polymer_plastic_chemical,18,0,18,42.570417358,medium,keep_as_supply_tier_node,True,,kept_from_source_json:18,Ens. Equipements latéraux | Accoudoir allée | Ens. Stowage latéral | Ensemble porte | Ens. Tablette repas | Stowage assemblé avec porte,"Ertalon par moulage par injection plastique | Ertalon | GLO: moulage par injection plastique | NIDA - GLO (moulage par injection plastique) | SIMAPRO : extrusion and thermoforming - traitement par AER Film Schneider | Résine BR623 - composite | Moulage plastique | autre (silicium, cuirs synthétique)",Plasturgie — sous-ensembles injection
T2,tier2_second_transformation,Second transformation / component processor,Combigo,France,France,general_industrial,16,16,0,46.9069805,medium,keep_as_supply_tier_node,True,,kept_from_source_json:16,Ensemble porte | Accoudoir allée | Ens. Stowage latéral | Ens. Palette optimisée | Ens. Tablette cocktail | Ens. Tablette repas,FILM DECOR AERFILM - Ep0.33 714g-m2 | A2017 - Aluminium | A2024 - Aluminium,Emballage / conditionnement industriel
T2,tier2_second_transformation,Second transformation / component processor,Plastiforme,France,France,polymer_plastic_chemical,10,0,10,4.5317,medium,keep_as_supply_tier_node,True,,kept_from_source_json:10,Capot NFC | Coussin ottoman | Ens. Stowage latéral | Ensemble porte | Ens. Tablette cocktail | Ens. Tablette repas,kydex | SIMAPRO : extrusion and thermoforming - traitement par AER Film Schneider | Résine BR623 - composite | Silicone50 shore,Plasturgie — sous-ensembles injection
T2,tier2_second_transformation,Second transformation / component processor,Vaisala,Finland,Europe_non_FR,general_industrial,10,0,10,1.503121067,medium,keep_as_supply_tier_node,True,,kept_from_source_json:10,Ceinture de sécurité | Support clamps | Ens. Stowage latéral | Ens. Palette optimisée | Ensemble porte | Ens. Tablette cocktail,nylon,Instrumentation / capteurs
T2,tier2_second_transformation,Second transformation / component processor,Auberon Technologies,France,France,general_industrial,9,0,9,34.384931413,high,keep_as_supply_tier_node,True,SRC_AUBERON_001,kept_from_source_json:9,Ecran - Screen Display (COTS) | Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4) | Powerbox | Support écran Screen Display (COTS) | Siége,"Display, liquid crystal, 17 pouces | powerbox | autre (silicium, cuirs synthétique) | 8% autre (silicium, cuirs synthétique) | 16 % Tissu, mousse",Outillages et composites — sous-ensembles
T2,tier2_second_transformation,Second transformation / component processor,Innoptec,France,France,general_industrial,9,0,9,34.384931413,high,keep_as_supply_tier_node,True,SRC_INNOPTEC_001,kept_from_source_json:9,Ecran - Screen Display (COTS) | Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4) | Powerbox | Support écran Screen Display (COTS) | Siége,"Display, liquid crystal, 17 pouces | powerbox | autre (silicium, cuirs synthétique) | 8% autre (silicium, cuirs synthétique) | 16 % Tissu, mousse",Optoélectronique — sous-ensembles
T2,tier2_second_transformation,Second transformation / component processor,Plastiform,France,France,polymer_plastic_chemical,8,0,8,12.09,high,keep_as_supply_tier_node,True,SRC_PLASTIFORM_001,kept_from_source_json:8,Capot NFC | Coussin ottoman | Ens. Stowage latéral | Ensemble porte | Ens. Tablette cocktail | Ens. Tablette repas,kydex | NIDA - GLO (moulage par injection plastique),Plasturgie — sous-ensembles injection
T2,tier2_second_transformation,Second transformation / component processor,Lelièvre Paris,France,France,general_industrial,7,1,6,0.107,high,keep_as_supply_tier_node,True,SRC_LELIEVRE_001,kept_from_source_json:7,ens. equipements lateraux | Coussin ottoman | Coussin têtière | Ens. Coussin assise | Ens.coussin dossier version têtière | Ens. Coussin dossier,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres | velours",Velours haut de gamme
T2,tier2_second_transformation,Second transformation / component processor,SEKISUI KYDEX,United States,Outside_Europe,polymer_plastic_chemical,7,0,7,3.651,high,keep_as_supply_tier_node,True,SRC_SEKISUI_KYDEX_001,kept_from_source_json:7,Capot NFC | Coussin ottoman | Ens. Stowage latéral | Ensemble porte | Ens. Tablette cocktail | Ens. Tablette repas,kydex,Feuilles thermoplastiques
T2,tier2_second_transformation,Second transformation / component processor,Kvadrat,Denmark,Europe_non_FR,textile_foam_leather,6,0,6,0.099,high,keep_as_supply_tier_node,True,SRC_KVADRAT_001,kept_from_source_json:6,Coussin ottoman | Coussin têtière | Ens. Coussin assise | Ens.coussin dossier version têtière | Ens. Coussin dossier | Habillage sous fauteuil,velours,Textiles d’ameublement
T2,tier2_second_transformation,Second transformation / component processor,Maison Fichet,France,France,general_industrial,3,3,0,0.211,high,keep_as_supply_tier_node,True,SRC_MAISON_FICHET_001,kept_from_source_json:3,Ens. Stowage latéral | Manchette acc. Mobile | Manchette équipée,cuir,Serrurerie / mobilier industriel
T2,tier2_second_transformation,Second transformation / component processor,Silicone Engineering,"Blackburn, United Kingdom",Outside_Europe,general_industrial,2,2,0,0.0014,high,keep_as_supply_tier_node,True,SRC_SILICONE_ENGINEERING_001,source_backed_city_or_hq:2,Stowage assemblé avec porte | Ens. Tablette repas,Silicone | Silicone50 shore,Design électronique — sous-ensembles
T2,tier2_second_transformation,Second transformation / component processor,e2ip technologies,Canada,Outside_Europe,electronics_ife,2,2,0,1.0,high,keep_as_supply_tier_node,True,SRC_E2IP_001,source_backed_site:2,lightning | SFCU (Seat Function Control Unit),lightning | Clavier,Interfaces électroniques / sous-ensembles
T2,tier2_second_transformation,Second transformation / component processor,3M,United States,Outside_Europe,polymer_plastic_chemical,1,1,0,1.5,high,keep_as_supply_tier_node,True,SRC_3M_001,kept_from_source_json:1,System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion.,System IFE boitier ref FJKL1-3K1100-01ATAB,Adhésifs / polymères techniques
T2,tier2_second_transformation,Second transformation / component processor,Glatfelter,United States,Outside_Europe,general_industrial,1,1,0,0.95,high,keep_as_supply_tier_node,True,SRC_GLATFELTER_001,kept_from_source_json:1,Padding (rembourrage),AIRVOLT LAMINAT,Papier technique
T2,tier2_second_transformation,Second transformation / component processor,Hexcel,France,France,general_industrial,1,0,1,0.0478353,high,keep_as_supply_tier_node,True,SRC_HEXCEL_001,kept_from_source_json:1,Ens. Structure porte,Z10CNT18,Fibre carbone / composites
T2,tier2_second_transformation,Second transformation / component processor,SGL Carbon,Germany,Europe_non_FR,general_industrial,1,1,0,0.0478353,high,keep_as_supply_tier_node,True,SRC_HEXCEL_001,kept_from_source_json:1,Ens. Structure porte,Z10CNT18,Fibre carbone / graphites
T2,tier2_second_transformation,Second transformation / component processor,Sika,United States,Outside_Europe,polymer_plastic_chemical,1,0,1,0.392,high,keep_as_supply_tier_node,True,SRC_SIKA_001,kept_from_source_json:1,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,Polymères composites / colles
T2,tier2_second_transformation,Second transformation / component processor,Toray Industries,Japan,Outside_Europe,general_industrial,1,1,0,8.927,high,keep_as_supply_tier_node,True,SRC_TORAY_001,source_backed_site:1,siege,titane fibre de carbone,Fibre carbone / préimprégnés
T1,tier1,Direct supplier / module or subassembly integrator,MGA Villeneuve St Lot,France,France,general_industrial,126,9,117,108.937532867,medium,keep_as_supply_tier_node,True,,kept_from_source_json:126,Ens. Equipements latéraux | Ens. Stowage latéral | Ensemble porte | Bumper version porte | Stowage assemblé avec porte | Coussin ottoman,"A5086 - Aluminium | 15CDV6 (chrome, molibdene, vanadium) | FILM DECOR AERFILM - Ep0.33 714g-m2 | alliage Cu | cuir | Silicone | tissu | acier",Assemblages mécaniques — Tier 1
T1,tier1,Direct supplier / module or subassembly integrator,ETS Gattefin,France,France,metal_transformation_or_machining,116,15,101,104.887613967,high,keep_as_supply_tier_node,True,SRC_GATTEFIN_001,source_backed_site:116,Ens. Equipements latéraux | Ens. Stowage latéral | Stowage assemblé avec porte | Coussin ottoman | Accoudoir allée | Ens. Palette optimisée,"A5086 - Aluminium | 15CDV6 (chrome, molibdene, vanadium) | Silicone | tissu | acier | 35NC6 (nickel-chrome) | A2017 - Aluminium | A2024 - Aluminium",Pièces métalliques — Tier 1
T1,tier1,Direct supplier / module or subassembly integrator,SUMPAR,France,France,metal_transformation_or_machining,93,35,58,98.679740567,high,keep_as_supply_tier_node,True,SRC_SUMPAR_001,source_backed_site:93,Ens. Equipements latéraux | Bumper version porte | Accoudoir allée | Ens. Palette optimisée | Stowage assemblé avec porte | Ens. Stowage latéral,A5086 - Aluminium | alliage Cu | 30NCD6 (nickel-chrome- molibdene) | 35NC6 (nickel-chrome) | acier | A2017 - Aluminium | A2024 - Aluminium | 4140 (acier),Pièces métalliques / fixations — sous-ensembles
T1,tier1,Direct supplier / module or subassembly integrator,JAMCO Aircraft Interiors - Miyazaki,Japan,Outside_Europe,seat_interior_module,86,0,86,418.446230116,high,keep_as_supply_tier_node,True,SRC_JAMCO_001,source_backed_site:86,Ens. Equipements latéraux | Accoudoir allée | Ens. Stowage latéral | Ens. Palette optimisée | Ens. Tablette cocktail | Ens. Tablette repas,acier | A2017 - Aluminium | A2024 - Aluminium | Ertalon | inox | GLO: moulage par injection plastique | kydex | nylon,Systèmes intérieurs avion — Tier 1
T1,tier1,Direct supplier / module or subassembly integrator,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,seat_interior_module,86,6,80,418.446230116,high,keep_as_supply_tier_node,True,SRC_JAMCO_001,source_backed_site:86,Ens. Equipements latéraux | Accoudoir allée | Ens. Stowage latéral | Ens. Palette optimisée | Ens. Tablette cocktail | Ens. Tablette repas,acier | A2017 - Aluminium | A2024 - Aluminium | Ertalon | inox | GLO: moulage par injection plastique | kydex | nylon,Systèmes intérieurs avion — Tier 1
T1,tier1,Direct supplier / module or subassembly integrator,JAMCO Philippines Inc.,Philippines,Outside_Europe,seat_interior_module,86,0,86,418.446230116,high,keep_as_supply_tier_node,True,SRC_JAMCO_001,source_backed_site:86,Ens. Equipements latéraux | Accoudoir allée | Ens. Stowage latéral | Ens. Palette optimisée | Ens. Tablette cocktail | Ens. Tablette repas,acier | A2017 - Aluminium | A2024 - Aluminium | Ertalon | inox | GLO: moulage par injection plastique | kydex | nylon,Systèmes intérieurs avion — Tier 1
T1,tier1,Direct supplier / module or subassembly integrator,Groupe Segnere / SEGNERE Ade,France,France,metal_transformation_or_machining,85,1,84,97.614468067,high,keep_as_supply_tier_node,True,SRC_SEGNERE_001,source_backed_site:85,Ens. Equipements latéraux | Bumper version porte | Accoudoir allée | Ens. Palette optimisée | Ens. Stowage latéral | Ens. Tablette cocktail,A5086 - Aluminium | alliage Cu | 30NCD6 (nickel-chrome- molibdene) | 35NC6 (nickel-chrome) | acier | A2017 - Aluminium | A2024 - Aluminium | A6060 - Aluminium,Structures mécaniques — Tier 1
T1,tier1,Direct supplier / module or subassembly integrator,Senior Aerospace Thailand,Thailand,Outside_Europe,metal_transformation_or_machining,76,13,63,310.836482,high,keep_as_supply_tier_node,True,SRC_SENIOR_THAILAND_001,source_backed_site:76,Ens. Equipements latéraux | Bumper version porte | Accoudoir allée | Ens. Stowage latéral | Ens. Palette optimisée | Ens. Tablette cocktail,A5086 - Aluminium | alliage Cu | acier | A2017 - Aluminium | A2024 - Aluminium | 4140 (acier) | A6060 - Aluminium | de: aluminium cast part machining + tth compris dans le steel tinplated,Structures / tubes aéronautiques — Tier 1
T1,tier1,Direct supplier / module or subassembly integrator,Groupe LAUAK,France,France,metal_transformation_or_machining,72,0,72,67.0860996,high,keep_as_supply_tier_node,True,SRC_LAUAK_001,source_backed_site:72,Ens. Equipements latéraux | Ens. Stowage latéral | Accoudoir allée | Ens. Palette optimisée | Stowage assemblé avec porte | Ens. Tablette cocktail,"A5086 - Aluminium | 15CDV6 (chrome, molibdene, vanadium) | 30NCD6 (nickel-chrome- molibdene) | 35NC6 (nickel-chrome) | acier | A2017 - Aluminium | 4140 (acier) | inox",Pièces métalliques usinées — Tier 1
T1,tier1,Direct supplier / module or subassembly integrator,ESPACE,France,France,general_industrial,59,52,7,27.9663598,medium,keep_as_supply_tier_node,True,,kept_from_source_json:59,Ens. Equipements latéraux | Accoudoir allée | Bumper version porte | Ens. Stowage latéral | ens. equipements lateraux | Habillage sous fauteuil,"A5086 - Aluminium | Ertalon par moulage par injection plastique | acier | velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres | FRMC55 (C55 = % de carbone) et FMR = ? | kydex | velours | Z10CNT18",Mécanique — sous-ensembles aéronautiques
T1,tier1,Direct supplier / module or subassembly integrator,ACH,France,France,general_industrial,52,7,45,243.649045467,high,keep_as_supply_tier_node,True,SRC_ACH_001,source_backed_site:52,Ens. Stowage latéral | Stowage assemblé avec porte | Coussin ottoman | Manchette acc. Mobile | Manchette équipée | Coussin têtière,cuir | Silicone | tissu | FRMC55:EU28 polyuréthane flexible traité UL | FRMC55 (C55 = % de carbone) et FMR = ? | nylon | ULTRA LEATHER SMOKE | velcro,Fournisseur aéronautique — composants sièges
T1,tier1,Direct supplier / module or subassembly integrator,Celso SAS,France,France,general_industrial,47,2,45,31.417,high,keep_as_supply_tier_node,True,SRC_CELSO_001,source_backed_site:47,Ens. Stowage latéral | Padding (rembourrage) | Coussin ottoman | Manchette acc. Mobile | ens. equipements lateraux | Manchette équipée,"cuir | AIRVOLT LAMINAT | tissu | FRMC55:EU28 polyuréthane flexible traité UL | velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres | FRMC55 (C55 = % de carbone) et FMR = ? | kydex | ULTRA LEATHER SMOKE",Mécanique de précision — Tier 1 aéronautique
T1,tier1,Direct supplier / module or subassembly integrator,Figeac Aero,France,France,metal_transformation_or_machining,46,0,46,85.292911,high,keep_as_supply_tier_node,True,SRC_FIGEAC_001,source_backed_site:46,Ens. Equipements latéraux | Accoudoir allée | Ens. Stowage latéral | Ens. Palette optimisée | Ens. Tablette cocktail | Ens. Tablette repas,A5086 - Aluminium | A2017 - Aluminium | A2024 - Aluminium | de: aluminium cast part machining + tth compris dans le steel tinplated | Alu | inox,Aéronautique — structures usinées (Tier 1)
T1,tier1,Direct supplier / module or subassembly integrator,JV Group,France,France,metal_transformation_or_machining,42,0,42,20.5706239,medium,keep_as_supply_tier_node,True,,kept_from_source_json:42,Ens. Equipements latéraux | Accoudoir allée | Bumper version porte | Ens. Stowage latéral | Habillage sous fauteuil | Manchette acc. Mobile,A5086 - Aluminium | acier | A6060 - Aluminium | Ertalon,Usinage aéronautique — Tier 1
T1,tier1,Direct supplier / module or subassembly integrator,J&C Aero,Lithuania,Europe_non_FR,seat_interior_module,36,0,36,328.171771056,high,keep_as_supply_tier_node,True,SRC_JCAERO_001,source_backed_site:36,Ens. Equipements latéraux | Ceinture de sécurité | Support clamps | Accoudoir allée | Bumper version porte | Ens. Stowage latéral,"acier | nylon | aluminium | 65% aluminium | 16 % Tissu, mousse, polyéthylène | 8% autre (silicium, cuirs synthétique)",Rétrofit / aménagement cabine (Tier 1)
T1,tier1,Direct supplier / module or subassembly integrator,L&P Aerospace,France,France,metal_transformation_or_machining,36,0,36,20.5283514,medium,keep_as_supply_tier_node,True,,kept_from_source_json:36,Ens. Equipements latéraux | Accoudoir allée | Bumper version porte | Ens. Stowage latéral | Habillage sous fauteuil | Manchette acc. Mobile,A5086 - Aluminium | acier | A6060 - Aluminium,Structures composites — Tier 1
T1,tier1,Direct supplier / module or subassembly integrator,AmSafe,United States,Outside_Europe,electronics_ife,30,10,20,9.624467667,high,keep_as_supply_tier_node,True,SRC_AMSAFE_001,source_backed_site:30,Ens. Equipements latéraux | Ceinture de sécurité | Support clamps | Accoudoir allée | Bumper version porte | Ens. Stowage latéral,acier | nylon,Ceintures de sécurité / harnais avioniques
T1,tier1,Direct supplier / module or subassembly integrator,Ancra International,United States,Outside_Europe,restraint_safety,30,0,30,9.624467667,high,keep_as_supply_tier_node,True,SRC_ANCRA_001,source_backed_site:30,Ens. Equipements latéraux | Ceinture de sécurité | Support clamps | Accoudoir allée | Bumper version porte | Ens. Stowage latéral,acier | nylon,Systèmes cargo / aviation (Tier 1)
T1,tier1,Direct supplier / module or subassembly integrator,Anjou Aeronautique,France,France,general_industrial,30,0,30,9.624467667,high,keep_as_supply_tier_node,True,SRC_ANJOU_001,source_backed_site:30,Ens. Equipements latéraux | Ceinture de sécurité | Support clamps | Accoudoir allée | Bumper version porte | Ens. Stowage latéral,acier | nylon,Fixations aéronautiques / sous-ensembles mécaniques
T1,tier1,Direct supplier / module or subassembly integrator,TA Aerospace,United States,Outside_Europe,metal_transformation_or_machining,30,0,30,9.624467667,high,keep_as_supply_tier_node,True,SRC_TA_001,source_backed_site:30,Ens. Equipements latéraux | Ceinture de sécurité | Support clamps | Accoudoir allée | Bumper version porte | Ens. Stowage latéral,acier | nylon,Tubes / joints aéronautiques — Tier 1
T1,tier1,Direct supplier / module or subassembly integrator,Airbus Atlantic / STELIA Aerospace,France,France,metal_transformation_or_machining,12,0,12,255.14289426,high,keep_as_supply_tier_node,True,SRC_STELIA_AIRBUS_001,source_backed_site:12,Siége,"aluminium | Tissu, mousse, polyéthylène | Moulage plastique | autre (silicium, cuirs synthétique)",Intégrateur structures / sièges (Tier 1)
T1,tier1,Direct supplier / module or subassembly integrator,COLLINS,France,France,seat_interior_module,12,9,3,255.14289426,medium,keep_as_supply_tier_node,True,,kept_from_source_json:12,Siége,"aluminium | Tissu, mousse, polyéthylène | Moulage plastique | autre (silicium, cuirs synthétique)",Tier 1 — systèmes d’assise et composants avioniques
T1,tier1,Direct supplier / module or subassembly integrator,Siemens,Germany,Europe_non_FR,general_industrial,10,0,10,1.503121067,medium,keep_as_supply_tier_node,True,,kept_from_source_json:10,Ceinture de sécurité | Support clamps | Ens. Stowage latéral | Ens. Palette optimisée | Ensemble porte | Ens. Tablette cocktail,nylon,Systèmes électriques / avionique — Tier 1
T1,tier1,Direct supplier / module or subassembly integrator,Thales,France,France,general_industrial,5,3,2,6.485,high,keep_as_supply_tier_node,True,SRC_THALES_001,kept_from_source_json:5,lightning | System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion. | Brackets set | Commande actionnement ECU | Remote extender unit,lightning | System IFE boitier ref FJKL1-3K1100-01ATAB | cables FJKL1-3K1J01-01ATAB_BRACKETS-SET | Commande actionnement ECU | télécommande,Systèmes avioniques — Tier 1
T1,tier1,Direct supplier / module or subassembly integrator,Safran Seats / Safran internal group,France,France,seat_interior_module,2,2,0,27.481620942,high,keep_as_supply_tier_node,True,SRC_SAFRAN_SEATS_001,source_backed_site:2,Siége | siege,"16 % Tissu, mousse | titane fibre de carbone",Fabricant de sièges aéronautiques (Tier 1 direct Safran)
T1,tier1,Direct supplier / module or subassembly integrator,Adhetec,France,France,general_industrial,1,0,1,0.392,high,keep_as_supply_tier_node,True,SRC_ADHETEC_001,kept_from_source_json:1,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,Films adhésifs techniques — aéronautique
T1,tier1,Direct supplier / module or subassembly integrator,Honeywell Aerospace,United States,Outside_Europe,metal_transformation_or_machining,1,0,1,3.365,high,keep_as_supply_tier_node,True,SRC_HONEYWELL_001,kept_from_source_json:1,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,Systèmes avioniques — Tier 1
T1,tier1,Direct supplier / module or subassembly integrator,KEMKO Aerospace,"St. Louis, United States",Outside_Europe,metal_transformation_or_machining,1,0,1,0.392,high,keep_as_supply_tier_node,True,SRC_KEMKO_001,source_backed_city_or_hq:1,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,Systèmes de fixation et composants cabine
T1,tier1,Direct supplier / module or subassembly integrator,Liebherr Aerospace,"Lindenberg im Allgau, Germany",Outside_Europe,metal_transformation_or_machining,1,1,0,0.75,high,keep_as_supply_tier_node,True,SRC_LIEBHERR_001,source_backed_city_or_hq:1,Commande actionnement ECU,Commande actionnement ECU,Systèmes hydrauliques — Tier 1
T1,tier1,Direct supplier / module or subassembly integrator,Madelec Aero,France,France,seat_interior_module,1,0,1,0.8,high,keep_as_supply_tier_node,True,SRC_MADEL_EC_001,kept_from_source_json:1,lightning,lightning,Éclairage et équipements cabine — Tier 1
T1,tier1,Direct supplier / module or subassembly integrator,SCHOTT Aviation,Germany,Europe_non_FR,general_industrial,1,0,1,0.8,high,keep_as_supply_tier_node,True,SRC_SCHOTT_001,kept_from_source_json:1,lightning,lightning,Verres spéciaux / optique — Tier 1
T1,tier1,Direct supplier / module or subassembly integrator,TE Connectivity,"Berwyn, United States",Outside_Europe,general_industrial,1,1,0,3.365,high,keep_as_supply_tier_node,True,SRC_TE_001,source_backed_city_or_hq:1,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,Connectique / câblage aéronautique
OEM,oem,OEM / internal final integrator,Safran Seats / Safran internal group,France,France,seat_interior_module,175,175,0,532.204045056,high,model_as_sink_or_internal_factory,True,SRC_SAFRAN_SEATS_001,source_backed_site:175,Ens. Equipements latéraux | Ens. Stowage latéral | Ensemble porte | Bumper version porte | lightning | Padding (rembourrage),"A5086 - Aluminium | 15CDV6 (chrome, molibdene, vanadium) | Ertalon par moulage par injection plastique | FILM DECOR AERFILM - Ep0.33 714g-m2 | alliage Cu | cuir | lightning | AIRVOLT LAMINAT",OEM (constructeur / intégrateur final)
LOG,logistics,Logistics provider,CEVA Logistics,France,France,logistics,16,0,16,46.9069805,high,move_to_transport_layer,True,,kept_from_source_json:16,Ensemble porte | Accoudoir allée | Ens. Stowage latéral | Ens. Palette optimisée | Ens. Tablette cocktail | Ens. Tablette repas,FILM DECOR AERFILM - Ep0.33 714g-m2 | A2017 - Aluminium | A2024 - Aluminium,Transport (déjà listé)
LOG,logistics,Logistics provider,GEODIS,France,France,logistics,16,0,16,46.9069805,high,move_to_transport_layer,True,,kept_from_source_json:16,Ensemble porte | Accoudoir allée | Ens. Stowage latéral | Ens. Palette optimisée | Ens. Tablette cocktail | Ens. Tablette repas,FILM DECOR AERFILM - Ep0.33 714g-m2 | A2017 - Aluminium | A2024 - Aluminium,Transport (déjà listé)
LOG,logistics,Logistics provider,Kuehne-Nagel,Germany,Europe_non_FR,logistics,16,16,0,46.9069805,high,move_to_transport_layer,True,,kept_from_source_json:16,Ensemble porte | Accoudoir allée | Ens. Stowage latéral | Ens. Palette optimisée | Ens. Tablette cocktail | Ens. Tablette repas,FILM DECOR AERFILM - Ep0.33 714g-m2 | A2017 - Aluminium | A2024 - Aluminium,Transport (déjà listé)
LOG,logistics,Logistics provider,XPO Logistic,"Greenwich, United States",Outside_Europe,logistics,16,0,16,46.9069805,high,move_to_transport_layer,True,,source_backed_city_or_hq:16,Ensemble porte | Accoudoir allée | Ens. Stowage latéral | Ens. Palette optimisée | Ens. Tablette cocktail | Ens. Tablette repas,FILM DECOR AERFILM - Ep0.33 714g-m2 | A2017 - Aluminium | A2024 - Aluminium,Transport (déjà listé)
