scope,record_index,system,component,material_family,path_status,logical_path,mappable_path,present_roles,mappable_roles,missing_roles,unpositioned_roles,gap_action_classes,gap_count,primary_t4,primary_t3,primary_t2,primary_t1,all_t4_count,all_t3_count,all_t2_count,all_t1_count,all_switchability_note
all,88,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,composite_titanium,complete_direct,T4=Saarstahl > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=FRANKLIN | MGR Foamtex Ltd > T1=ETS Gattefin | ESPACE | Celso SAS | Groupe LAUAK | MGA Villeneuve St Lot | ACH > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=FRANKLIN | MGR Foamtex Ltd > T1=ETS Gattefin | ESPACE | Celso SAS | Groupe LAUAK | MGA Villeneuve St Lot | ACH > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],FRANKLIN [baseline_primary],ESPACE [baseline_primary],1,4,2,6,T3 alternates=3; T2 alternates=1; T1 alternates=5; validate qualification/capacity/share before stress-test activation
all,89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,composite_titanium,complete_direct,T4=Saarstahl > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=FRANKLIN | MGR Foamtex Ltd > T1=ETS Gattefin | ESPACE | Celso SAS | Groupe LAUAK | MGA Villeneuve St Lot | ACH > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=FRANKLIN | MGR Foamtex Ltd > T1=ETS Gattefin | ESPACE | Celso SAS | Groupe LAUAK | MGA Villeneuve St Lot | ACH > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],FRANKLIN [baseline_primary],ESPACE [baseline_primary],1,4,2,6,T3 alternates=3; T2 alternates=1; T1 alternates=5; validate qualification/capacity/share before stress-test activation
all,90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,composite_titanium,complete_direct,T4=Saarstahl > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=FRANKLIN | MGR Foamtex Ltd > T1=ETS Gattefin | ESPACE | Celso SAS | Groupe LAUAK | MGA Villeneuve St Lot | ACH > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=FRANKLIN | MGR Foamtex Ltd > T1=ETS Gattefin | ESPACE | Celso SAS | Groupe LAUAK | MGA Villeneuve St Lot | ACH > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],FRANKLIN [baseline_primary],ESPACE [baseline_primary],1,4,2,6,T3 alternates=3; T2 alternates=1; T1 alternates=5; validate qualification/capacity/share before stress-test activation
all,91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,composite_titanium,complete_direct,T4=Saarstahl > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=FRANKLIN | MGR Foamtex Ltd > T1=ETS Gattefin | ESPACE | Celso SAS | Groupe LAUAK | MGA Villeneuve St Lot | ACH > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=FRANKLIN | MGR Foamtex Ltd > T1=ETS Gattefin | ESPACE | Celso SAS | Groupe LAUAK | MGA Villeneuve St Lot | ACH > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],FRANKLIN [baseline_primary],ESPACE [baseline_primary],1,4,2,6,T3 alternates=3; T2 alternates=1; T1 alternates=5; validate qualification/capacity/share before stress-test activation
all,92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,composite_titanium,complete_direct,T4=Saarstahl > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=FRANKLIN | MGR Foamtex Ltd > T1=ETS Gattefin | ESPACE | Celso SAS | Groupe LAUAK | MGA Villeneuve St Lot | ACH > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=FRANKLIN | MGR Foamtex Ltd > T1=ETS Gattefin | ESPACE | Celso SAS | Groupe LAUAK | MGA Villeneuve St Lot | ACH > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],FRANKLIN [baseline_primary],ESPACE [baseline_primary],1,4,2,6,T3 alternates=3; T2 alternates=1; T1 alternates=5; validate qualification/capacity/share before stress-test activation
all,93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,composite_titanium,complete_direct,T4=Saarstahl > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=FRANKLIN | MGR Foamtex Ltd > T1=ETS Gattefin | ESPACE | Celso SAS | Groupe LAUAK | MGA Villeneuve St Lot | ACH > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=FRANKLIN | MGR Foamtex Ltd > T1=ETS Gattefin | ESPACE | Celso SAS | Groupe LAUAK | MGA Villeneuve St Lot | ACH > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],FRANKLIN [baseline_primary],ESPACE [baseline_primary],1,4,2,6,T3 alternates=3; T2 alternates=1; T1 alternates=5; validate qualification/capacity/share before stress-test activation
all,94,Accoudoir allée,inox,steel,complete_direct,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],Senior Aerospace Thailand - internal machining/forming process [baseline_primary_assumed_internalized_process],Senior Aerospace Thailand [baseline_primary],5,4,1,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,95,Ens. Palette optimisée,inox,steel,complete_direct,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],Senior Aerospace Thailand - internal machining/forming process [baseline_primary_assumed_internalized_process],Senior Aerospace Thailand [baseline_primary],5,4,1,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,96,Ensemble porte,inox,steel,complete_direct,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],Senior Aerospace Thailand - internal machining/forming process [baseline_primary_assumed_internalized_process],Senior Aerospace Thailand [baseline_primary],5,4,1,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,97,Ens. Structure fauteuil,GLO: moulage par injection plastique,polymer_plastic,complete_direct,T4=BASF | Bayer | Arkema S.A > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=Krohne | Ensinger | DuPont de Nemours | Plastitek > T1=Senior Aerospace Thailand | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=BASF | Bayer | Arkema S.A > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=Krohne | Ensinger | DuPont de Nemours | Plastitek > T1=Senior Aerospace Thailand | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,BASF [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],Senior Aerospace Thailand [baseline_primary],3,2,4,4,T4 alternates=2; T3 alternates=1; T2 alternates=3; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,98,Ens. Tablette cocktail,inox,steel,complete_direct,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],Senior Aerospace Thailand - internal machining/forming process [baseline_primary_assumed_internalized_process],Senior Aerospace Thailand [baseline_primary],5,4,1,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,99,Ens. Tablette repas,inox,steel,complete_direct,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],Senior Aerospace Thailand - internal machining/forming process [baseline_primary_assumed_internalized_process],Senior Aerospace Thailand [baseline_primary],5,4,1,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,100,Ens. Têtière,inox,steel,complete_direct,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],Senior Aerospace Thailand - internal machining/forming process [baseline_primary_assumed_internalized_process],Senior Aerospace Thailand [baseline_primary],5,4,1,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,101,Stowage assemblé avec porte,inox,steel,complete_direct,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],Senior Aerospace Thailand - internal machining/forming process [baseline_primary_assumed_internalized_process],Senior Aerospace Thailand [baseline_primary],5,4,1,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,102,Support écran,inox,steel,complete_direct,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=Senior Aerospace Thailand - internal machining/forming process > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],Senior Aerospace Thailand - internal machining/forming process [baseline_primary_assumed_internalized_process],Senior Aerospace Thailand [baseline_primary],5,4,1,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,103,Capot NFC,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
all,104,Coussin ottoman,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
all,105,Ens. Stowage latéral,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
all,106,Ensemble porte,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
all,107,Ens. Tablette cocktail,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
all,108,Ens. Tablette repas,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
