day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_replenished_qty,supplier_capacity_binding_qty
180,47.5,21.888,1025.1724,3068.7591,286.3537,1942.2043,5341260.6904,210603.1989,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
181,47.5,131.328,941.3444,2006.1071,286.3537,1964.0923,5365009.4095,211542.0745,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
182,47.5,21.888,966.9564,1609.4705,286.3537,1920.3163,5388516.532,212476.596,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
183,47.5,87.552,926.9044,535.9804,286.3537,1964.0923,5410838.9003,213354.5645,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
184,47.5,0.0,974.4044,3296.5687,286.3537,1942.2043,5436032.2089,214346.9853,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
185,47.5,21.888,1000.0164,244.5885,286.3537,1898.4283,5458197.2493,215228.5941,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
186,47.5,87.552,959.9644,748.0869,286.3537,1964.0923,5480731.7242,216112.7349,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
187,47.5,0.0,1007.4644,981.05,286.3537,1985.9803,5503563.9142,216993.5413,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
188,47.5,131.328,923.6364,6046.5906,286.3537,1920.3163,5531398.7167,218101.5553,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
189,47.5,43.776,927.3604,2342.9874,286.3537,1920.3163,5555617.468,219040.5213,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
190,47.5,0.0,974.8604,3248.4573,286.3537,1942.2043,5580762.6653,220037.8685,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
191,47.5,0.0,1022.3604,2082.4193,286.3537,1942.2043,5604741.8246,220973.3312,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
192,47.5,65.664,1004.1964,2212.3661,286.3537,1920.3163,5628808.0666,221911.5065,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
193,47.5,43.776,1007.9204,1870.9368,286.3537,1964.0923,5652509.1674,222848.4774,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
194,47.5,0.0,1055.4204,241.1792,286.3537,1942.2043,5674647.0865,223727.4601,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
195,47.5,65.664,1037.2564,476.6754,286.3537,1920.3163,5696977.6378,224606.5265,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
196,47.5,43.776,1040.9804,1927.555,286.3537,1942.2043,5720758.1568,225542.821,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
197,47.5,21.888,1066.5924,3506.582,286.3537,1920.3163,5746162.3908,226538.3691,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
198,47.5,21.888,1092.2044,3716.8207,286.3537,1920.3163,5771776.8634,227533.0793,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
199,47.5,43.776,1095.9284,527.945,286.3537,1964.0923,5794134.9723,228415.9452,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
200,47.5,21.888,1121.5404,1778.5791,286.3537,1985.9803,5817742.8034,229354.1097,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
201,47.5,65.664,1103.3764,621.1054,286.3537,1964.0923,5840172.1847,230234.0468,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
202,47.5,43.776,1107.1004,5061.3524,286.3537,1942.2043,5867086.501,231287.301,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
203,47.5,109.44,1045.1604,302.3471,286.3537,1942.2043,5889176.1481,232165.1235,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
204,47.5,65.664,1026.9964,372.3796,286.3537,1920.3163,5911402.4037,233043.1006,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
205,47.5,43.776,1030.7204,575.8121,286.3537,1985.9803,5933785.5798,233921.1895,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
206,47.5,21.888,1056.3324,387.9129,286.3537,1920.3163,5956071.1446,234798.0712,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
207,47.5,65.664,1038.1684,1604.3466,286.3537,1920.3163,5979529.3672,235734.4898,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
208,47.5,21.888,1063.7804,3218.718,286.3537,1942.2043,6004622.9371,236730.1572,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
209,47.5,21.888,1089.3924,536.7411,286.3537,1964.0923,6027011.7302,237610.7827,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
210,47.5,43.776,1093.1164,2274.4381,286.3537,1942.2043,6051139.1323,238552.5604,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
211,47.5,87.552,1053.0644,541.7274,286.3537,1920.3163,6073512.8477,239433.3534,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
212,47.5,43.776,1056.7884,1679.9427,286.3537,1942.2043,6097045.7543,240368.9062,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
213,47.5,0.0,1104.2884,3662.3803,286.3537,1964.0923,6122582.0746,241367.0406,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
214,47.5,43.776,1108.0124,4726.8088,286.3537,1964.0923,6149139.0473,242418.2464,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
215,47.5,21.888,1133.6244,3474.0404,286.3537,1942.2043,6174487.9397,243413.808,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
216,47.5,0.0,1181.1244,1837.5384,286.3537,1898.4283,6198267.818,244350.8475,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
217,47.5,153.216,1075.4084,508.8661,286.3537,1920.3163,6220543.008,245227.6995,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
218,47.5,0.0,1122.9084,204.1582,286.3537,1898.4283,6242689.5062,246108.5666,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
219,47.5,21.888,1148.5204,1639.6842,286.3537,1964.0923,6266181.2423,247045.9404,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
220,47.5,0.0,1196.0204,1252.9024,286.3537,1964.0923,6289308.0847,247926.2876,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
221,47.5,87.552,1155.9684,3422.3384,286.3537,1942.2043,6314539.6111,248919.8517,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
222,47.5,43.776,1159.6924,1900.4496,286.3537,1920.3163,6338315.8247,249855.974,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
223,47.5,0.0,1207.1924,1804.3106,286.3537,1964.0923,6361994.0752,250791.2603,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
224,47.5,65.664,1189.0284,1709.7827,286.3537,1920.3163,6385557.7338,251728.8138,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
225,47.5,43.776,1192.7524,607.9844,286.3537,1964.0923,6407995.8822,252608.7163,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
226,47.5,21.888,1218.3644,2171.4261,286.3537,1942.2043,6432042.1603,253546.8637,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
227,47.5,21.888,1243.9764,783.3571,286.3537,1942.2043,6454700.3693,254429.4883,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
228,47.5,131.328,1160.1484,2275.1926,286.3537,1985.9803,6478695.3738,255365.5848,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
229,47.5,43.776,1163.8724,3198.4534,286.3537,1942.2043,6503746.7911,256361.878,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
230,47.5,21.888,1189.4844,1919.2823,286.3537,1920.3163,6527563.7254,257300.0144,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
231,47.5,65.664,1171.3204,545.7581,286.3537,1898.4283,6549986.1594,258182.7562,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
232,47.5,0.0,1218.8204,4438.1144,286.3537,1898.4283,6576366.6138,259232.5962,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
233,47.5,0.0,1266.3204,1839.9388,286.3537,2007.8683,6600034.8925,260167.869,940.3793,65.8138,0.0,0.0,0.0,25486.3441,0.0
234,47.5,21.888,1291.9324,7489.0742,286.3537,1964.0923,6629376.0187,261333.4387,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
235,47.5,196.992,1142.4404,2055.3309,286.3537,1920.3163,6653153.8975,262273.0954,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
236,47.5,0.0,1189.9404,3079.7994,286.3537,1920.3163,6678153.2369,263267.6909,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
237,47.5,43.776,1193.6644,3515.2609,286.3537,1985.9803,6703475.8617,264262.9724,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
238,47.5,21.888,1219.2764,3156.9925,286.3537,1942.2043,6728507.7062,265258.8681,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
239,47.5,21.888,1244.8884,3192.2009,286.3537,1920.3163,6753597.559,266257.4694,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
240,47.5,65.664,1226.7244,756.2859,286.3537,1964.0923,6776162.1209,267136.7334,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
241,47.5,65.664,1208.5604,352.9175,286.3537,1964.0923,6798323.3143,268017.803,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
242,47.5,109.44,1146.6204,1669.1487,286.3537,1964.0923,6821756.9629,268953.2387,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
243,47.5,0.0,1194.1204,635.3705,286.3537,1942.2043,6844289.0734,269831.2047,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
244,47.5,43.776,1197.8444,569.9172,286.3537,1942.2043,6866711.9545,270710.8818,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
245,47.5,87.552,1157.7924,1890.7932,286.3537,1920.3163,6890434.7357,271645.2521,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
246,47.5,21.888,1183.4044,3265.7969,286.3537,1920.3163,6915598.1846,272640.7169,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
247,47.5,21.888,1209.0164,2189.7941,286.3537,1898.4283,6939708.4307,273578.7258,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
248,47.5,21.888,1234.6284,518.3489,286.3537,1985.9803,6962056.0315,274457.7036,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
249,47.5,87.552,1194.5764,942.9432,286.3537,1920.3163,6984830.9626,275338.5315,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
250,47.5,21.888,1220.1884,803.8024,286.3537,1964.0923,7007486.8169,276217.9794,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
251,47.5,21.888,1245.8004,3273.0292,286.3537,1964.0923,7032611.898,277211.5242,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
252,47.5,65.664,1227.6364,870.2773,286.3537,1985.9803,7055267.6513,278091.3534,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
253,47.5,43.776,1231.3604,1756.9051,286.3537,1898.4283,7078923.1203,279025.7284,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
254,47.5,87.552,1191.3084,248.9616,286.3537,1898.4283,7101026.8699,279904.5003,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
255,47.5,21.888,1216.9204,3189.5258,286.3537,1942.2043,7126091.2476,280898.2295,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
256,47.5,0.0,1264.4204,2048.4903,286.3537,1985.9803,7149990.8778,281833.5934,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
257,47.5,21.888,1290.0324,2209.0128,286.3537,1942.2043,7174074.7426,282769.7764,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
258,47.5,65.664,1271.8684,521.4235,286.3537,1942.2043,7196427.242,283648.5649,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
259,47.5,65.664,1253.7044,2140.3583,286.3537,1920.3163,7220421.4762,284584.6305,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
260,47.5,43.776,1257.4284,1712.7903,286.3537,1942.2043,7243987.2304,285521.8825,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
261,47.5,43.776,1261.1524,295.3876,286.3537,1964.0923,7266112.7819,286401.5265,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
262,47.5,65.664,1242.9884,895.7961,286.3537,1964.0923,7288816.854,287280.2906,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
263,47.5,87.552,1202.9364,3148.9645,286.3537,1942.2043,7313775.0065,288273.2386,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
264,47.5,21.888,1228.5484,3047.2084,286.3537,1898.4283,7338742.6668,289269.6494,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
265,47.5,21.888,1254.1604,714.7631,286.3537,1898.4283,7361377.8818,290148.2717,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
266,47.5,0.0,1301.6604,1826.1371,286.3537,1920.3163,7385123.5589,291083.5579,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
267,47.5,21.888,1327.2724,593.8765,286.3537,1964.0923,7407569.4873,291966.0835,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
268,47.5,21.888,1352.8844,2003.3626,286.3537,1985.9803,7431402.1019,292905.2324,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
269,47.5,87.552,1312.8324,4712.8599,286.3537,1920.3163,7457946.9498,293958.951,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
270,47.5,65.664,1294.6684,304.8314,286.3537,1920.3163,7480105.6571,294839.9212,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
271,47.5,21.888,1320.2804,1891.248,286.3537,1964.0923,7503848.9571,295775.4975,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
272,47.5,0.0,1367.7804,3286.5615,286.3537,1964.0923,7529009.4585,296770.8445,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
273,47.5,43.776,1371.5044,5066.5626,286.3537,1985.9803,7555883.3851,297822.4831,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
274,47.5,43.776,1375.2284,7641.6519,286.3537,1920.3163,7585400.8009,298989.0241,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
275,47.5,65.664,1357.0644,2024.854,286.3537,1920.3163,7609279.5308,299925.7793,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
276,47.5,87.552,1317.0124,2094.5034,286.3537,1942.2043,7633183.2221,300867.0007,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
277,47.5,43.776,1320.7364,187.588,286.3537,1942.2043,7655223.774,301743.6299,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
278,47.5,65.664,1302.5724,4770.5038,286.3537,1964.0923,7681802.5538,302795.3227,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
279,47.5,21.888,1328.1844,602.6929,286.3537,1964.0923,7704257.2987,303675.5037,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
280,47.5,21.888,1353.7964,1889.0998,286.3537,1898.4283,7728066.8504,304616.0421,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
281,47.5,87.552,1313.7444,394.6876,286.3537,1942.2043,7750270.726,305498.4336,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
282,47.5,21.888,1339.3564,513.7185,286.3537,1964.0923,7772636.4964,306378.5235,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
283,47.5,0.0,1386.8564,119.4339,286.3537,1920.3163,7794675.4703,307258.1722,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
284,47.5,43.776,1390.5804,364.8021,286.3537,1964.0923,7816870.4363,308137.1249,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
285,47.5,87.552,1350.5284,2157.236,286.3537,1920.3163,7840859.6603,309072.6048,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
286,47.5,43.776,1354.2524,769.4291,286.3537,1964.0923,7863459.2534,309953.2701,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
287,47.5,0.0,1401.7524,2355.7746,286.3537,1920.3163,7887734.5679,310891.4161,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
288,47.5,0.0,1449.2524,1821.454,286.3537,1920.3163,7911475.5618,311826.9002,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
289,47.5,109.44,1387.3124,3281.525,286.3537,1964.0923,7936521.5868,312823.3631,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
290,47.5,65.664,1369.1484,1892.349,286.3537,1920.3163,7960267.8117,313758.6712,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
291,47.5,65.664,1350.9844,524.8981,286.3537,1942.2043,7982623.7858,314638.3692,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
292,47.5,0.0,1398.4844,458.2089,286.3537,1920.3163,8005001.5347,315516.241,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
293,47.5,43.776,1402.2084,515.4365,286.3537,1920.3163,8027392.7351,316396.9628,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
294,47.5,21.888,1427.8204,1934.5428,286.3537,1985.9803,8051156.5299,317332.9736,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
295,47.5,0.0,1475.3204,1873.0595,286.3537,1920.3163,8074949.1294,318272.4486,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
296,47.5,21.888,1500.9324,4816.3447,286.3537,1942.2043,8101640.326,319322.473,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
297,47.5,109.44,1438.9924,809.6258,286.3537,1985.9803,8124191.6517,320201.2076,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
298,47.5,0.0,1486.4924,445.2308,286.3537,1942.2043,8146533.6224,321080.3455,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
299,47.5,43.776,1490.2164,1827.3185,286.3537,1920.3163,8170236.7048,322017.3956,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
300,47.5,65.664,1472.0524,4829.6389,286.3537,1942.2043,8196897.4197,323069.2833,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
301,47.5,65.664,1453.8884,1872.3358,286.3537,1964.0923,8220578.0314,324008.4324,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
302,47.5,109.44,1391.9484,2152.7874,286.3537,1942.2043,8244518.1187,324945.8,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
303,47.5,0.0,1439.4484,3145.349,286.3537,1964.0923,8269537.4076,325937.7256,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
304,47.5,43.776,1443.1724,178.7876,286.3537,1942.2043,8291569.1591,326816.7001,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
305,47.5,43.776,1446.8964,1683.2195,286.3537,1920.3163,8315128.1426,327753.6813,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
306,47.5,65.664,1428.7324,893.8382,286.3537,1942.2043,8337853.0568,328636.2769,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
307,47.5,43.776,1432.4564,886.1936,286.3537,1920.3163,8360615.0144,329516.9712,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
308,47.5,0.0,1479.9564,1835.1633,286.3537,1942.2043,8384346.9177,330452.0917,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
309,47.5,21.888,1505.5684,1753.0009,286.3537,1920.3163,8407997.5705,331389.2718,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
310,47.5,43.776,1509.2924,771.0347,286.3537,1920.3163,8430644.3691,332271.0547,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
311,47.5,65.664,1491.1284,508.4375,286.3537,1920.3163,8453006.6825,333151.0063,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
312,47.5,0.0,1538.6284,5981.8915,286.3537,2029.7563,8480794.114,334260.208,955.6068,66.0327,0.0,0.0,0.0,25486.3441,0.0
313,47.5,43.776,1542.3524,522.6811,286.3537,1942.2043,8503169.7591,335141.0782,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
314,47.5,131.328,1458.5244,3567.072,286.3537,1942.2043,8528502.243,336133.7563,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
315,47.5,43.776,1462.2484,5338.944,286.3537,1964.0923,8555671.351,337184.9568,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
316,47.5,21.888,1487.8604,1668.4913,286.3537,1942.2043,8579214.6943,338121.3125,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
317,47.5,43.776,1491.5844,3114.4586,286.3537,1942.2043,8604182.1168,339115.0165,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
318,47.5,87.552,1451.5324,561.2111,286.3537,1920.3163,8626575.3159,339996.5889,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
319,47.5,21.888,1477.1444,222.6363,286.3537,1964.0923,8648650.0041,340876.8955,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
320,47.5,65.664,1458.9804,693.4155,286.3537,1920.3163,8671197.2956,341758.4665,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
321,47.5,21.888,1484.5924,3236.5524,286.3537,1964.0923,8696285.8999,342756.6325,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
322,47.5,43.776,1488.3164,2163.9162,286.3537,1898.4283,8720348.38,343695.0427,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
323,47.5,65.664,1470.1524,332.3398,286.3537,1942.2043,8742511.7958,344575.8159,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
324,47.5,0.0,1517.6524,1868.4556,286.3537,1920.3163,8766299.7913,345512.0241,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
325,47.5,21.888,1543.2644,1947.9132,286.3537,1964.0923,8790099.7565,346449.0965,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
326,47.5,87.552,1503.2124,1740.4798,286.3537,1964.0923,8813626.6243,347385.1784,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
327,47.5,65.664,1485.0484,1953.1969,286.3537,1942.2043,8837410.8971,348321.6231,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
328,47.5,21.888,1510.6604,1665.7419,286.3537,1942.2043,8860951.4909,349257.8687,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
329,47.5,43.776,1514.3844,2638.6916,286.3537,1942.2043,8885443.1465,350195.8909,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
330,47.5,43.776,1518.1084,657.2237,286.3537,1920.3163,8907976.1342,351076.9744,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
331,47.5,43.776,1521.8324,282.9684,286.3537,1964.0923,8930089.2665,351956.1216,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
332,47.5,0.0,1569.3324,4782.3607,286.3537,1920.3163,8956791.1672,353009.2714,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
333,47.5,43.776,1573.0564,1782.8341,286.3537,1964.0923,8980404.1653,353945.3307,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
334,47.5,21.888,1598.6684,1727.492,286.3537,1964.0923,9003983.7092,354883.5196,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
335,47.5,87.552,1558.6164,554.0436,286.3537,1898.4283,9026392.5408,355765.3319,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
336,47.5,65.664,1540.4524,4783.633,286.3537,1920.3163,9053030.0497,356815.1354,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
337,47.5,21.888,1566.0644,371.9355,286.3537,1942.2043,9075276.8371,357693.1632,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
338,47.5,21.888,1591.6764,1913.7254,286.3537,1964.0923,9099042.6145,358629.2533,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
339,47.5,43.776,1595.4004,4988.8773,286.3537,1964.0923,9125861.6557,359678.3113,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
340,47.5,21.888,1621.0124,3405.3797,286.3537,1942.2043,9151141.8874,360671.8971,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
341,47.5,0.0,1668.5124,1582.5288,286.3537,1920.3163,9174643.9561,361606.987,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
342,47.5,65.664,1650.3484,2025.1523,286.3537,1942.2043,9198500.1844,362547.0805,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
343,47.5,109.44,1588.4084,2472.7329,286.3537,1964.0923,9222737.4172,363482.9326,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
344,47.5,0.0,1635.9084,2262.8278,286.3537,1964.0923,9246874.185,364425.0849,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
345,47.5,65.664,1617.7444,6468.5811,286.3537,1964.0923,9275151.042,365531.6848,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
346,47.5,65.664,1599.5804,1631.2887,286.3537,1898.4283,9298659.0066,366469.7078,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
347,47.5,65.664,1581.4164,1747.3208,286.3537,1898.4283,9322283.0034,367405.8217,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
348,47.5,43.776,1585.1404,332.8905,286.3537,1920.3163,9344491.6578,368288.7898,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
349,47.5,0.0,1632.6404,1730.5993,286.3537,1985.9803,9368073.3971,369227.0665,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
350,47.5,0.0,1680.1404,2155.9131,286.3537,1964.0923,9392103.2501,370167.2541,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
351,47.5,87.552,1640.0884,333.0174,286.3537,1942.2043,9414245.4555,371047.5642,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
352,47.5,21.888,1665.7004,452.4281,286.3537,1985.9803,9436527.1355,371930.7561,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
353,47.5,43.776,1669.4244,891.7598,286.3537,1920.3163,9459294.6592,372808.5905,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
354,47.5,65.664,1651.2604,469.2336,286.3537,1898.4283,9481640.5688,373686.73,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
355,47.5,43.776,1654.9844,5026.4726,286.3537,1942.2043,9508520.0053,374738.589,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
356,47.5,65.664,1636.8204,1688.1472,286.3537,1964.0923,9532016.4285,375675.765,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
357,47.5,87.552,1596.7684,3562.3214,286.3537,1942.2043,9557387.9378,376673.3872,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
358,47.5,0.0,1644.2684,2348.0078,286.3537,1942.2043,9581632.6856,377610.6959,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
359,47.5,0.0,1691.7684,1507.7256,286.3537,1942.2043,9605037.1511,378544.9642,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
