record_index,system,component,material_family,present_chain,missing_tier_code,resolution_class,most_probable_resolution,recommended_modeling_decision,validation_question,candidate_name,confidence,source_urls
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,T4=Alcoa | T3=AMAG Austria Metall | T2=MISSING | T1=ESPACE,T2,probable_internalized_process,T2 le plus probable: operation internalisee chez le T1 primaire (ESPACE).,Ne pas creer un fournisseur externe; creer un noeud process virtuel T2 rattache au T1 si la simulation exige un T2 explicite.,"Valider gamme/process: usinage, formage, decoupe, traitement, kitting ou assemblage chez le T1.",ESPACE - machining/forming process owner,medium_high,https://www.groupe-lauak.com/lauak-groupe/presentation-du-groupe/sites/;https://www.sumpar.com/en/join-us/;https://www.figeac-aero.com/fr/contact
76,Manchette acc. Mobile,cuir,textile_leather,T4=MISSING | T3=Gruppo Mastrotto | T2=Maison Fichet | T1=MGA Villeneuve St Lot,T4,probable_material_family_source,"T4 le plus probable: source amont de famille matiere, candidats/famille: fiber/polymer or hide upstream source.",Ne pas activer comme fournisseur unique; utiliser comme hypothese de famille tant que la specification matiere n'est pas connue.,"Valider composition exacte, grade, fiche matiere et fournisseur reel.",fiber/polymer or hide upstream source,medium,https://www.toray.com/global/;https://www.dupont.com/locations.html.html;https://www.basf.com/global/en/who-we-are/organization/locations/europe/german-sites/ludwigshafen;https://www.ultrafabricsinc.com/
77,Manchette équipée,cuir,textile_leather,T4=MISSING | T3=Gruppo Mastrotto | T2=Maison Fichet | T1=MGA Villeneuve St Lot,T4,probable_material_family_source,"T4 le plus probable: source amont de famille matiere, candidats/famille: fiber/polymer or hide upstream source.",Ne pas activer comme fournisseur unique; utiliser comme hypothese de famille tant que la specification matiere n'est pas connue.,"Valider composition exacte, grade, fiche matiere et fournisseur reel.",fiber/polymer or hide upstream source,medium,https://www.toray.com/global/;https://www.dupont.com/locations.html.html;https://www.basf.com/global/en/who-we-are/organization/locations/europe/german-sites/ludwigshafen;https://www.ultrafabricsinc.com/
78,Ecran - Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,T4=Mitsubishi Chemical | T3=Aurubis | T2=Krohne | T1=MISSING,T1,probable_direct_supplier_requires_part_number,"T1 le plus probable: integrateur ou fournisseur direct a confirmer par part number, candidats: Thales / Honeywell Aerospace / Collins / Auberon depending exact equipment.",Ne pas activer avant d'avoir le fournisseur programme ou le part number; sinon modeliser comme operation interne Safran.,"Valider part number, fournisseur programme, site, statut qualifie, lead time et allocation.",Thales / Honeywell Aerospace / Collins / Auberon depending exact equipment,medium_low,https://www.thalesgroup.com/en/markets/aerospace;https://aerospace.honeywell.com/;https://www.collinsaerospace.com/;https://auberon-technologies.com/
81,Ens. Structure fauteuil,inox,steel,T4=Saarstahl | T3=Aubert & Duval | T2=MISSING | T1=Senior Aerospace Thailand,T2,probable_internalized_process,T2 le plus probable: operation internalisee chez le T1 primaire (Senior Aerospace Thailand).,Ne pas creer un fournisseur externe; creer un noeud process virtuel T2 rattache au T1 si la simulation exige un T2 explicite.,"Valider gamme/process: usinage, formage, decoupe, traitement, kitting ou assemblage chez le T1.",Senior Aerospace Thailand - machining/forming process owner,medium_high,https://www.groupe-lauak.com/lauak-groupe/presentation-du-groupe/sites/;https://www.sumpar.com/en/join-us/;https://www.figeac-aero.com/fr/contact
94,Accoudoir allée,inox,steel,T4=Saarstahl | T3=Aubert & Duval | T2=MISSING | T1=Senior Aerospace Thailand,T2,probable_internalized_process,T2 le plus probable: operation internalisee chez le T1 primaire (Senior Aerospace Thailand).,Ne pas creer un fournisseur externe; creer un noeud process virtuel T2 rattache au T1 si la simulation exige un T2 explicite.,"Valider gamme/process: usinage, formage, decoupe, traitement, kitting ou assemblage chez le T1.",Senior Aerospace Thailand - machining/forming process owner,medium_high,https://www.groupe-lauak.com/lauak-groupe/presentation-du-groupe/sites/;https://www.sumpar.com/en/join-us/;https://www.figeac-aero.com/fr/contact
95,Ens. Palette optimisée,inox,steel,T4=Saarstahl | T3=Aubert & Duval | T2=MISSING | T1=Senior Aerospace Thailand,T2,probable_internalized_process,T2 le plus probable: operation internalisee chez le T1 primaire (Senior Aerospace Thailand).,Ne pas creer un fournisseur externe; creer un noeud process virtuel T2 rattache au T1 si la simulation exige un T2 explicite.,"Valider gamme/process: usinage, formage, decoupe, traitement, kitting ou assemblage chez le T1.",Senior Aerospace Thailand - machining/forming process owner,medium_high,https://www.groupe-lauak.com/lauak-groupe/presentation-du-groupe/sites/;https://www.sumpar.com/en/join-us/;https://www.figeac-aero.com/fr/contact
96,Ensemble porte,inox,steel,T4=Saarstahl | T3=Aubert & Duval | T2=MISSING | T1=Senior Aerospace Thailand,T2,probable_internalized_process,T2 le plus probable: operation internalisee chez le T1 primaire (Senior Aerospace Thailand).,Ne pas creer un fournisseur externe; creer un noeud process virtuel T2 rattache au T1 si la simulation exige un T2 explicite.,"Valider gamme/process: usinage, formage, decoupe, traitement, kitting ou assemblage chez le T1.",Senior Aerospace Thailand - machining/forming process owner,medium_high,https://www.groupe-lauak.com/lauak-groupe/presentation-du-groupe/sites/;https://www.sumpar.com/en/join-us/;https://www.figeac-aero.com/fr/contact
98,Ens. Tablette cocktail,inox,steel,T4=Saarstahl | T3=Aubert & Duval | T2=MISSING | T1=Senior Aerospace Thailand,T2,probable_internalized_process,T2 le plus probable: operation internalisee chez le T1 primaire (Senior Aerospace Thailand).,Ne pas creer un fournisseur externe; creer un noeud process virtuel T2 rattache au T1 si la simulation exige un T2 explicite.,"Valider gamme/process: usinage, formage, decoupe, traitement, kitting ou assemblage chez le T1.",Senior Aerospace Thailand - machining/forming process owner,medium_high,https://www.groupe-lauak.com/lauak-groupe/presentation-du-groupe/sites/;https://www.sumpar.com/en/join-us/;https://www.figeac-aero.com/fr/contact
99,Ens. Tablette repas,inox,steel,T4=Saarstahl | T3=Aubert & Duval | T2=MISSING | T1=Senior Aerospace Thailand,T2,probable_internalized_process,T2 le plus probable: operation internalisee chez le T1 primaire (Senior Aerospace Thailand).,Ne pas creer un fournisseur externe; creer un noeud process virtuel T2 rattache au T1 si la simulation exige un T2 explicite.,"Valider gamme/process: usinage, formage, decoupe, traitement, kitting ou assemblage chez le T1.",Senior Aerospace Thailand - machining/forming process owner,medium_high,https://www.groupe-lauak.com/lauak-groupe/presentation-du-groupe/sites/;https://www.sumpar.com/en/join-us/;https://www.figeac-aero.com/fr/contact
100,Ens. Têtière,inox,steel,T4=Saarstahl | T3=Aubert & Duval | T2=MISSING | T1=Senior Aerospace Thailand,T2,probable_internalized_process,T2 le plus probable: operation internalisee chez le T1 primaire (Senior Aerospace Thailand).,Ne pas creer un fournisseur externe; creer un noeud process virtuel T2 rattache au T1 si la simulation exige un T2 explicite.,"Valider gamme/process: usinage, formage, decoupe, traitement, kitting ou assemblage chez le T1.",Senior Aerospace Thailand - machining/forming process owner,medium_high,https://www.groupe-lauak.com/lauak-groupe/presentation-du-groupe/sites/;https://www.sumpar.com/en/join-us/;https://www.figeac-aero.com/fr/contact
101,Stowage assemblé avec porte,inox,steel,T4=Saarstahl | T3=Aubert & Duval | T2=MISSING | T1=Senior Aerospace Thailand,T2,probable_internalized_process,T2 le plus probable: operation internalisee chez le T1 primaire (Senior Aerospace Thailand).,Ne pas creer un fournisseur externe; creer un noeud process virtuel T2 rattache au T1 si la simulation exige un T2 explicite.,"Valider gamme/process: usinage, formage, decoupe, traitement, kitting ou assemblage chez le T1.",Senior Aerospace Thailand - machining/forming process owner,medium_high,https://www.groupe-lauak.com/lauak-groupe/presentation-du-groupe/sites/;https://www.sumpar.com/en/join-us/;https://www.figeac-aero.com/fr/contact
102,Support écran,inox,steel,T4=Saarstahl | T3=Aubert & Duval | T2=MISSING | T1=Senior Aerospace Thailand,T2,probable_internalized_process,T2 le plus probable: operation internalisee chez le T1 primaire (Senior Aerospace Thailand).,Ne pas creer un fournisseur externe; creer un noeud process virtuel T2 rattache au T1 si la simulation exige un T2 explicite.,"Valider gamme/process: usinage, formage, decoupe, traitement, kitting ou assemblage chez le T1.",Senior Aerospace Thailand - machining/forming process owner,medium_high,https://www.groupe-lauak.com/lauak-groupe/presentation-du-groupe/sites/;https://www.sumpar.com/en/join-us/;https://www.figeac-aero.com/fr/contact
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),polymer_plastic,T4=Mitsubishi Chemical | T3=Toray Industries | T2=Ensinger | T1=MISSING,T1,probable_direct_supplier_requires_part_number,"T1 le plus probable: integrateur ou fournisseur direct a confirmer par part number, candidats: JAMCO / Collins / ACH / Safran internal integrator to validate.",Ne pas activer avant d'avoir le fournisseur programme ou le part number; sinon modeliser comme operation interne Safran.,"Valider part number, fournisseur programme, site, statut qualifie, lead time et allocation.",JAMCO / Collins / ACH / Safran internal integrator to validate,medium_low,https://www.jamco.co.jp/en/company/group.html;https://www.collinsaerospace.com/;https://www.ach-aeronefs.fr/en/contact/;https://www.safran-group.com/locations
116,Ens. Structure fixe,35NC6 (nickel-chrome),steel,T4=MISSING | T3=MISSING | T2=MISSING | T1=MGA Villeneuve St Lot,T4,probable_material_certificate_source,"T4 le plus probable: fournisseur matiere primaire a choisir via certificat matiere, candidats: Saarstahl / ArcelorMittal / Tata Steel / China Baowu steel source.",Garder en candidat non actif tant que le certificat matiere ou l'achat ne donne pas le producteur/site exact.,"Valider nuance, certificat EN/AMS, mill, pays, site, et allocation.",Saarstahl / ArcelorMittal / Tata Steel / China Baowu steel source,medium,https://luxembourg.arcelormittal.com/en/arcelormittal-in-luxembourg/headquarters;https://www.tata.com/business/tata-steel;https://craft.co/baosteel/locations
116,Ens. Structure fixe,35NC6 (nickel-chrome),steel,T4=MISSING | T3=MISSING | T2=MISSING | T1=MGA Villeneuve St Lot,T3,probable_existing_material_processor,"T3 le plus probable: un transformateur matiere deja present dans la supply, candidats: thyssenkrupp Materials France / Aubert & Duval / Euralliage.",Prioriser le candidat deja utilise sur la meme famille matiere; activer seulement avec traceabilite grade/site.,Valider stockiste/forge/lamineur/extrudeur exact et flux vers le T1.,thyssenkrupp Materials France / Aubert & Duval / Euralliage,medium,https://www.thyssenkrupp-aerospace.com/en/company/locations/france;https://www.aubertduval.com/;https://www.euralliage.com/coordonnees.htm
116,Ens. Structure fixe,35NC6 (nickel-chrome),steel,T4=MISSING | T3=MISSING | T2=MISSING | T1=MGA Villeneuve St Lot,T2,probable_internalized_process,T2 le plus probable: operation internalisee chez le T1 primaire (MGA Villeneuve St Lot).,Ne pas creer un fournisseur externe; creer un noeud process virtuel T2 rattache au T1 si la simulation exige un T2 explicite.,"Valider gamme/process: usinage, formage, decoupe, traitement, kitting ou assemblage chez le T1.",MGA Villeneuve St Lot - machining/forming process owner,medium_high,https://www.groupe-lauak.com/lauak-groupe/presentation-du-groupe/sites/;https://www.sumpar.com/en/join-us/;https://www.figeac-aero.com/fr/contact
121,Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4),"Display, liquid crystal, 17 pouces",electronics_cots,T4=Mitsubishi Chemical | T3=Aurubis | T2=Krohne | T1=MISSING,T1,probable_direct_supplier_requires_part_number,"T1 le plus probable: integrateur ou fournisseur direct a confirmer par part number, candidats: Thales / Honeywell Aerospace / Collins / Auberon depending exact equipment.",Ne pas activer avant d'avoir le fournisseur programme ou le part number; sinon modeliser comme operation interne Safran.,"Valider part number, fournisseur programme, site, statut qualifie, lead time et allocation.",Thales / Honeywell Aerospace / Collins / Auberon depending exact equipment,medium_low,https://www.thalesgroup.com/en/markets/aerospace;https://aerospace.honeywell.com/;https://www.collinsaerospace.com/;https://auberon-technologies.com/
123,Ens. Structure fixe,Alu,aluminium,T4=Aluminium Corporation of China / Chalco | T3=Euralliage Ile de France | T2=MISSING | T1=SUMPAR,T2,probable_internalized_process,T2 le plus probable: operation internalisee chez le T1 primaire (SUMPAR).,Ne pas creer un fournisseur externe; creer un noeud process virtuel T2 rattache au T1 si la simulation exige un T2 explicite.,"Valider gamme/process: usinage, formage, decoupe, traitement, kitting ou assemblage chez le T1.",SUMPAR - machining/forming process owner,medium_high,https://www.groupe-lauak.com/lauak-groupe/presentation-du-groupe/sites/;https://www.sumpar.com/en/join-us/;https://www.figeac-aero.com/fr/contact
126,Powerbox,powerbox,electronics_cots,T4=Mitsubishi Chemical | T3=Aurubis | T2=Krohne | T1=MISSING,T1,probable_direct_supplier_requires_part_number,"T1 le plus probable: integrateur ou fournisseur direct a confirmer par part number, candidats: Thales / Honeywell Aerospace / Collins / Auberon depending exact equipment.",Ne pas activer avant d'avoir le fournisseur programme ou le part number; sinon modeliser comme operation interne Safran.,"Valider part number, fournisseur programme, site, statut qualifie, lead time et allocation.",Thales / Honeywell Aerospace / Collins / Auberon depending exact equipment,medium_low,https://www.thalesgroup.com/en/markets/aerospace;https://aerospace.honeywell.com/;https://www.collinsaerospace.com/;https://auberon-technologies.com/
127,Ens. Coque,SIMAPRO : extrusion and thermoforming - traitement par AER Film Schneider,general,T4=Mitsubishi Chemical | T3=Toray Industries | T2=Ensinger | T1=MISSING,T1,manual_review_required,T1: tier probable non determinable sans information metier supplementaire.,Garder hors simulation active.,"Faire valider par achat/engineering avec BOM, drawing, routing ou certificat.",direct supplier or internal operation to validate,low,
128,Ens. Coque,Résine BR623 - composite,adhesive_composite,T4=BASF | T3=Henkel | T2=Ensinger | T1=MISSING,T1,probable_direct_supplier_requires_part_number,"T1 le plus probable: integrateur ou fournisseur direct a confirmer par part number, candidats: JAMCO / Collins / ACH / Safran internal integrator to validate.",Ne pas activer avant d'avoir le fournisseur programme ou le part number; sinon modeliser comme operation interne Safran.,"Valider part number, fournisseur programme, site, statut qualifie, lead time et allocation.",JAMCO / Collins / ACH / Safran internal integrator to validate,medium_low,https://www.jamco.co.jp/en/company/group.html;https://www.collinsaerospace.com/;https://www.ach-aeronefs.fr/en/contact/;https://www.safran-group.com/locations
129,Ens. Tablette repas,Silicone50 shore,rubber_silicone,T4=MISSING | T3=Saint-Gobain | T2=Silicone Engineering | T1=ETS Gattefin,T4,probable_material_family_source,"T4 le plus probable: source amont de famille matiere, candidats/famille: Shin-Etsu / silicone raw chemistry source.",Ne pas activer comme fournisseur unique; utiliser comme hypothese de famille tant que la specification matiere n'est pas connue.,"Valider composition exacte, grade, fiche matiere et fournisseur reel.",Shin-Etsu / silicone raw chemistry source,medium,https://www.shinetsusilicone-global.com/
131,Coussin têtière,tissu,textile_leather,"T4=MISSING | T3=Zhejiang Yuxin Textile Co.,Ltd. | T2=DuPont de Nemours | T1=ETS Gattefin",T4,probable_material_family_source,"T4 le plus probable: source amont de famille matiere, candidats/famille: fiber/polymer or hide upstream source.",Ne pas activer comme fournisseur unique; utiliser comme hypothese de famille tant que la specification matiere n'est pas connue.,"Valider composition exacte, grade, fiche matiere et fournisseur reel.",fiber/polymer or hide upstream source,medium,https://www.toray.com/global/;https://www.dupont.com/locations.html.html;https://www.basf.com/global/en/who-we-are/organization/locations/europe/german-sites/ludwigshafen;https://www.ultrafabricsinc.com/
132,Ens. Coussin assise,tissu,textile_leather,"T4=MISSING | T3=Zhejiang Yuxin Textile Co.,Ltd. | T2=DuPont de Nemours | T1=ETS Gattefin",T4,probable_material_family_source,"T4 le plus probable: source amont de famille matiere, candidats/famille: fiber/polymer or hide upstream source.",Ne pas activer comme fournisseur unique; utiliser comme hypothese de famille tant que la specification matiere n'est pas connue.,"Valider composition exacte, grade, fiche matiere et fournisseur reel.",fiber/polymer or hide upstream source,medium,https://www.toray.com/global/;https://www.dupont.com/locations.html.html;https://www.basf.com/global/en/who-we-are/organization/locations/europe/german-sites/ludwigshafen;https://www.ultrafabricsinc.com/
133,Ens.coussin dossier version têtière,tissu,textile_leather,"T4=MISSING | T3=Zhejiang Yuxin Textile Co.,Ltd. | T2=DuPont de Nemours | T1=ETS Gattefin",T4,probable_material_family_source,"T4 le plus probable: source amont de famille matiere, candidats/famille: fiber/polymer or hide upstream source.",Ne pas activer comme fournisseur unique; utiliser comme hypothese de famille tant que la specification matiere n'est pas connue.,"Valider composition exacte, grade, fiche matiere et fournisseur reel.",fiber/polymer or hide upstream source,medium,https://www.toray.com/global/;https://www.dupont.com/locations.html.html;https://www.basf.com/global/en/who-we-are/organization/locations/europe/german-sites/ludwigshafen;https://www.ultrafabricsinc.com/
134,Ens. Coussin dossier,tissu,textile_leather,"T4=MISSING | T3=Zhejiang Yuxin Textile Co.,Ltd. | T2=DuPont de Nemours | T1=ETS Gattefin",T4,probable_material_family_source,"T4 le plus probable: source amont de famille matiere, candidats/famille: fiber/polymer or hide upstream source.",Ne pas activer comme fournisseur unique; utiliser comme hypothese de famille tant que la specification matiere n'est pas connue.,"Valider composition exacte, grade, fiche matiere et fournisseur reel.",fiber/polymer or hide upstream source,medium,https://www.toray.com/global/;https://www.dupont.com/locations.html.html;https://www.basf.com/global/en/who-we-are/organization/locations/europe/german-sites/ludwigshafen;https://www.ultrafabricsinc.com/
135,Ens. Tablette cocktail,tissu,textile_leather,"T4=MISSING | T3=Zhejiang Yuxin Textile Co.,Ltd. | T2=DuPont de Nemours | T1=ETS Gattefin",T4,probable_material_family_source,"T4 le plus probable: source amont de famille matiere, candidats/famille: fiber/polymer or hide upstream source.",Ne pas activer comme fournisseur unique; utiliser comme hypothese de famille tant que la specification matiere n'est pas connue.,"Valider composition exacte, grade, fiche matiere et fournisseur reel.",fiber/polymer or hide upstream source,medium,https://www.toray.com/global/;https://www.dupont.com/locations.html.html;https://www.basf.com/global/en/who-we-are/organization/locations/europe/german-sites/ludwigshafen;https://www.ultrafabricsinc.com/
136,Ens. Têtière,tissu,textile_leather,"T4=MISSING | T3=Zhejiang Yuxin Textile Co.,Ltd. | T2=DuPont de Nemours | T1=ETS Gattefin",T4,probable_material_family_source,"T4 le plus probable: source amont de famille matiere, candidats/famille: fiber/polymer or hide upstream source.",Ne pas activer comme fournisseur unique; utiliser comme hypothese de famille tant que la specification matiere n'est pas connue.,"Valider composition exacte, grade, fiche matiere et fournisseur reel.",fiber/polymer or hide upstream source,medium,https://www.toray.com/global/;https://www.dupont.com/locations.html.html;https://www.basf.com/global/en/who-we-are/organization/locations/europe/german-sites/ludwigshafen;https://www.ultrafabricsinc.com/
138,Ens. Structure fixe,inox,steel,T4=Saarstahl | T3=Aubert & Duval | T2=MISSING | T1=Senior Aerospace Thailand,T2,probable_internalized_process,T2 le plus probable: operation internalisee chez le T1 primaire (Senior Aerospace Thailand).,Ne pas creer un fournisseur externe; creer un noeud process virtuel T2 rattache au T1 si la simulation exige un T2 explicite.,"Valider gamme/process: usinage, formage, decoupe, traitement, kitting ou assemblage chez le T1.",Senior Aerospace Thailand - machining/forming process owner,medium_high,https://www.groupe-lauak.com/lauak-groupe/presentation-du-groupe/sites/;https://www.sumpar.com/en/join-us/;https://www.figeac-aero.com/fr/contact
140,Coussin têtière,velcro,general,"T4=MISSING | T3=Zhejiang Yuxin Textile Co.,Ltd. | T2=DuPont de Nemours | T1=ACH",T4,manual_review_required,T4: tier probable non determinable sans information metier supplementaire.,Garder hors simulation active.,"Faire valider par achat/engineering avec BOM, drawing, routing ou certificat.",raw material producer to validate,low,
141,Ens.coussin dossier version têtière,velcro,general,"T4=MISSING | T3=Zhejiang Yuxin Textile Co.,Ltd. | T2=DuPont de Nemours | T1=ACH",T4,manual_review_required,T4: tier probable non determinable sans information metier supplementaire.,Garder hors simulation active.,"Faire valider par achat/engineering avec BOM, drawing, routing ou certificat.",raw material producer to validate,low,
142,Ens. Coussin dossier,velcro,general,"T4=MISSING | T3=Zhejiang Yuxin Textile Co.,Ltd. | T2=DuPont de Nemours | T1=ACH",T4,manual_review_required,T4: tier probable non determinable sans information metier supplementaire.,Garder hors simulation active.,"Faire valider par achat/engineering avec BOM, drawing, routing ou certificat.",raw material producer to validate,low,
143,Manchette équipée,velcro,general,"T4=MISSING | T3=Zhejiang Yuxin Textile Co.,Ltd. | T2=DuPont de Nemours | T1=ACH",T4,manual_review_required,T4: tier probable non determinable sans information metier supplementaire.,Garder hors simulation active.,"Faire valider par achat/engineering avec BOM, drawing, routing ou certificat.",raw material producer to validate,low,
144,Coussin ottoman,velours,textile_leather,T4=MISSING | T3=SOMANI | T2=FRANKLIN | T1=ETS Gattefin,T4,probable_material_family_source,"T4 le plus probable: source amont de famille matiere, candidats/famille: fiber/polymer or hide upstream source.",Ne pas activer comme fournisseur unique; utiliser comme hypothese de famille tant que la specification matiere n'est pas connue.,"Valider composition exacte, grade, fiche matiere et fournisseur reel.",fiber/polymer or hide upstream source,medium,https://www.toray.com/global/;https://www.dupont.com/locations.html.html;https://www.basf.com/global/en/who-we-are/organization/locations/europe/german-sites/ludwigshafen;https://www.ultrafabricsinc.com/
145,Coussin têtière,velours,textile_leather,T4=MISSING | T3=SOMANI | T2=FRANKLIN | T1=ETS Gattefin,T4,probable_material_family_source,"T4 le plus probable: source amont de famille matiere, candidats/famille: fiber/polymer or hide upstream source.",Ne pas activer comme fournisseur unique; utiliser comme hypothese de famille tant que la specification matiere n'est pas connue.,"Valider composition exacte, grade, fiche matiere et fournisseur reel.",fiber/polymer or hide upstream source,medium,https://www.toray.com/global/;https://www.dupont.com/locations.html.html;https://www.basf.com/global/en/who-we-are/organization/locations/europe/german-sites/ludwigshafen;https://www.ultrafabricsinc.com/
146,Ens. Coussin assise,velours,textile_leather,T4=MISSING | T3=SOMANI | T2=FRANKLIN | T1=ETS Gattefin,T4,probable_material_family_source,"T4 le plus probable: source amont de famille matiere, candidats/famille: fiber/polymer or hide upstream source.",Ne pas activer comme fournisseur unique; utiliser comme hypothese de famille tant que la specification matiere n'est pas connue.,"Valider composition exacte, grade, fiche matiere et fournisseur reel.",fiber/polymer or hide upstream source,medium,https://www.toray.com/global/;https://www.dupont.com/locations.html.html;https://www.basf.com/global/en/who-we-are/organization/locations/europe/german-sites/ludwigshafen;https://www.ultrafabricsinc.com/
147,Ens.coussin dossier version têtière,velours,textile_leather,T4=MISSING | T3=SOMANI | T2=FRANKLIN | T1=ETS Gattefin,T4,probable_material_family_source,"T4 le plus probable: source amont de famille matiere, candidats/famille: fiber/polymer or hide upstream source.",Ne pas activer comme fournisseur unique; utiliser comme hypothese de famille tant que la specification matiere n'est pas connue.,"Valider composition exacte, grade, fiche matiere et fournisseur reel.",fiber/polymer or hide upstream source,medium,https://www.toray.com/global/;https://www.dupont.com/locations.html.html;https://www.basf.com/global/en/who-we-are/organization/locations/europe/german-sites/ludwigshafen;https://www.ultrafabricsinc.com/
148,Ens. Coussin dossier,velours,textile_leather,T4=MISSING | T3=SOMANI | T2=FRANKLIN | T1=ETS Gattefin,T4,probable_material_family_source,"T4 le plus probable: source amont de famille matiere, candidats/famille: fiber/polymer or hide upstream source.",Ne pas activer comme fournisseur unique; utiliser comme hypothese de famille tant que la specification matiere n'est pas connue.,"Valider composition exacte, grade, fiche matiere et fournisseur reel.",fiber/polymer or hide upstream source,medium,https://www.toray.com/global/;https://www.dupont.com/locations.html.html;https://www.basf.com/global/en/who-we-are/organization/locations/europe/german-sites/ludwigshafen;https://www.ultrafabricsinc.com/
149,Ens. Structure porte,velcro,general,"T4=MISSING | T3=Zhejiang Yuxin Textile Co.,Ltd. | T2=DuPont de Nemours | T1=ACH",T4,manual_review_required,T4: tier probable non determinable sans information metier supplementaire.,Garder hors simulation active.,"Faire valider par achat/engineering avec BOM, drawing, routing ou certificat.",raw material producer to validate,low,
150,Habillage sous fauteuil,velours,textile_leather,T4=MISSING | T3=SOMANI | T2=FRANKLIN | T1=ETS Gattefin,T4,probable_material_family_source,"T4 le plus probable: source amont de famille matiere, candidats/famille: fiber/polymer or hide upstream source.",Ne pas activer comme fournisseur unique; utiliser comme hypothese de famille tant que la specification matiere n'est pas connue.,"Valider composition exacte, grade, fiche matiere et fournisseur reel.",fiber/polymer or hide upstream source,medium,https://www.toray.com/global/;https://www.dupont.com/locations.html.html;https://www.basf.com/global/en/who-we-are/organization/locations/europe/german-sites/ludwigshafen;https://www.ultrafabricsinc.com/
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,T4=Mitsubishi Chemical | T3=Aurubis | T2=Krohne | T1=MISSING,T1,probable_direct_supplier_requires_part_number,"T1 le plus probable: integrateur ou fournisseur direct a confirmer par part number, candidats: Thales / Honeywell Aerospace / Collins / Auberon depending exact equipment.",Ne pas activer avant d'avoir le fournisseur programme ou le part number; sinon modeliser comme operation interne Safran.,"Valider part number, fournisseur programme, site, statut qualifie, lead time et allocation.",Thales / Honeywell Aerospace / Collins / Auberon depending exact equipment,medium_low,https://www.thalesgroup.com/en/markets/aerospace;https://aerospace.honeywell.com/;https://www.collinsaerospace.com/;https://auberon-technologies.com/
154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,aluminium,T4=Alcoa | T3=Euralliage Ile de France | T2=MISSING | T1=SUMPAR,T2,probable_internalized_process,T2 le plus probable: operation internalisee chez le T1 primaire (SUMPAR).,Ne pas creer un fournisseur externe; creer un noeud process virtuel T2 rattache au T1 si la simulation exige un T2 explicite.,"Valider gamme/process: usinage, formage, decoupe, traitement, kitting ou assemblage chez le T1.",SUMPAR - machining/forming process owner,medium_high,https://www.groupe-lauak.com/lauak-groupe/presentation-du-groupe/sites/;https://www.sumpar.com/en/join-us/;https://www.figeac-aero.com/fr/contact
155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,aluminium,T4=Alcoa | T3=Euralliage Ile de France | T2=MISSING | T1=SUMPAR,T2,probable_internalized_process,T2 le plus probable: operation internalisee chez le T1 primaire (SUMPAR).,Ne pas creer un fournisseur externe; creer un noeud process virtuel T2 rattache au T1 si la simulation exige un T2 explicite.,"Valider gamme/process: usinage, formage, decoupe, traitement, kitting ou assemblage chez le T1.",SUMPAR - machining/forming process owner,medium_high,https://www.groupe-lauak.com/lauak-groupe/presentation-du-groupe/sites/;https://www.sumpar.com/en/join-us/;https://www.figeac-aero.com/fr/contact
156,Accoudoir allée,GLO: Steel sheet stamping and bending,general,T4=Alcoa | T3=AMAG Austria Metall | T2=MISSING | T1=SUMPAR,T2,probable_process_unknown_owner,T2 le plus probable: process intermediaire reel mais proprietaire inconnu.,Garder le pont visuel; ne pas creer de fournisseur tant que routing/achat ne donne pas le site.,"Valider routing industriel, sous-traitant eventuel, et responsabilite T1/T2.",process owner not identified,low,
161,Siége,65% aluminium,aluminium,T4=Aluminium Corporation of China / Chalco | T3=Euralliage Ile de France | T2=MISSING | T1=JAMCO Aircraft Interiors - Niigata,T2,probable_internalized_process,T2 le plus probable: operation internalisee chez le T1 primaire (JAMCO Aircraft Interiors - Niigata).,Ne pas creer un fournisseur externe; creer un noeud process virtuel T2 rattache au T1 si la simulation exige un T2 explicite.,"Valider gamme/process: usinage, formage, decoupe, traitement, kitting ou assemblage chez le T1.",JAMCO Aircraft Interiors - Niigata - machining/forming process owner,medium_high,https://www.groupe-lauak.com/lauak-groupe/presentation-du-groupe/sites/;https://www.sumpar.com/en/join-us/;https://www.figeac-aero.com/fr/contact
163,Siége,11% Moulage plastique,polymer_plastic,T4=Mitsubishi Chemical | T3=Toray Industries | T2=Ensinger | T1=MISSING,T1,probable_direct_supplier_requires_part_number,"T1 le plus probable: integrateur ou fournisseur direct a confirmer par part number, candidats: JAMCO / Collins / ACH / Safran internal integrator to validate.",Ne pas activer avant d'avoir le fournisseur programme ou le part number; sinon modeliser comme operation interne Safran.,"Valider part number, fournisseur programme, site, statut qualifie, lead time et allocation.",JAMCO / Collins / ACH / Safran internal integrator to validate,medium_low,https://www.jamco.co.jp/en/company/group.html;https://www.collinsaerospace.com/;https://www.ach-aeronefs.fr/en/contact/;https://www.safran-group.com/locations
