Utilisateur;Type;Système;Composant;Fournisseur composant;Mode de transport du fournisseur direct;Compagnie de transport;1ére transformation avant réalisation;Risque de défaillance Frs 1ére transformation;Matière 1ére;Transport vers la 1ére transformation - Fonderie;Fournisseur matière 1ére;Transport de mine vers Raffinerie
Safran;Sous-ensemble;Coussin têtière;Transport;"FRANKLIN (Pologne)*
GATTEFIN (France)
ESPACE (France)
Celso (France)
ACH (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;IFE;Ecran;packaging;"SAFRAN (France)*
SONY (Japon)
Continental (Allemagne)";Camion - Bateau;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;IFE;Ecran;Transport;"SAFRAN (France)*
SONY (Japon)
Continental (Allemagne)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ens. Coque;packaging;"STECO (France)* 
Baulé - Exsto Polymère (France)
Plastiforme (France)
Plastitek (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Ens. Coque;Transport;"STECO (France)* 
Baulé - Exsto Polymère (France)
Plastiforme (France)
Plastitek (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ens. Coussin assise;packaging;"FRANKLIN (Pologne)*
GATTEFIN (France)
Celso (France)
ACH (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Ens. Coussin assise;Transport;"FRANKLIN (Pologne)*
GATTEFIN (France)
Celso (France)
ACH (France)";Camion - Avion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ens. Coussin dossier;packaging;"FRANKLIN (Pologne)*
GATTEFIN (France)
Celso (France)
ACH (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Ens. Coussin dossier;Transport;"FRANKLIN (Pologne)*
GATTEFIN (France)
Celso (France)
ACH (France)";Camion - Avion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ens. Equipements latéraux;packaging;"FUCH(s) THAILAND* ??
ESPACE (France)
segnere aero SAS (France)
GATTEFIN (France)
Celso (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Ens. Equipements latéraux;Transport;"FUCH(s) THAILAND* ??
ESPACE (France)
segnere aero SAS (France)
GATTEFIN (France)
Celso (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ens. Palette optimisée;packaging;"SUMPAR (France)*
segnere aero SAS (France)
MGA (Villeneuve s/ Lot)
Plastiservice (Belgique)
ACH (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Ens. Structure fixe;acier;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Lauak Group (France)
";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Ens. Palette optimisée;Transport;"SUMPAR (France)*
segnere aero SAS (France)
MGA (Villeneuve s/ Lot)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ens. Stowage latéral;packaging;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Lauak Group (France)
";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Ens. Structure fixe;Alu;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Figeac Aero (France)
SENIOR AEROSPACE(Thailand)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Euralliage ( France)
Aluminium France (France)
Thyssen group (France)";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Asie, Australie, Chine, Canada) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Aluminium;Train - Camion - Bateau;"Chalco (Chine avec 39 filiales, dont 18 en propriété exclusive et 21 contrôlées)
Hindalco (Inde avec 49 sites de production Amérique du Nord, Europe, Asie)
Rio Tinto (Royaume-Uni avec 24 sites de production Canada, Australie, Nlle Zélande, Islande, Oman
Euralliage ( France)
TATA Steel (Inde - Afrique - Amérique du sud)";
Safran;Sous-ensemble;Ens. Structure fixe;caoutchouc;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Plastiservice (Belgique)
Jamco corp (Japon)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Arkema S.A (France)
Toray Industries, Inc. (Japon)";3 continents, 3 modes de transports et font partie des principaux fournisseurs mondiaux --> Faible;Caoutchouc --> PVC, Polypropylène ou polyethylène, noyaux acryliques pour une tenue à long terme, mousse pour l'isolation,;Train - Camion - Bateau;"Caoutchouc naturel  + acrylique, silicone 
Halcyon Agri
Socfin
Caoutchouc synthétique  + acrylique, silicone:
Shandong Loyal Chemical Co., Ltd. (Chine)
ChimieChine - Chemchina (Chine)
Fin Projet (Chine)
Mexichem (Mexique)";"Caoutchouc naturel  + acrylique, silicone 
Halcyon Agri
Socfin
Caoutchouc synthétique  + acrylique, silicone:
Shandong Loyal Chemical Co., Ltd. (Chine)
ChimieChine - Chemchina (Chine)
Fin Projet (Chine)
Mexichem (Mexique)"
Safran;Sous-ensemble;Ens. Stowage latéral;Transport;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Lauak Group (France)
";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ens. Structure fauteuil;packaging;"SENIOR AEROSPACE(Thailand)*
BAULE - Exsto Polymère (France)
Plastitek (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Ens. Structure fauteuil;Transport;"SENIOR AEROSPACE(Thailand)*
BAULE - Exsto Polymère (France)
Plastitek (France)";Camion - Avion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ens. Structure fixe;packaging;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Plastiservice (Belgique)
Jamco corp (Japon)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Ens. Structure fixe;Transport;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Plastiservice (Belgique)
Jamco corp (Japon)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ens. Tablette cocktail;packaging;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Baulé Polymère - Exsto (France)
Plastiforme (France)
Plastiservice (Belgique)
Jamco Corp (Japon)
SUMPAR (France)
Figeac Aéro (France)";Camion - Bateau;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Plusieurs filiaire d'approvisionnement dans une périmètre métropolitain avec, eux-même,  des fournisseurs des industries chimiques reconnus et de présence internationale;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Ens. Tablette cocktail;Transport;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Baulé Polymère - Exsto (France)
Plastiforme (France)
Plastiservice (Belgique)
Jamco Corp (Japon)
SUMPAR (France)
Figeac Aéro (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ens. Tablette repas;packaging;"GATTEFIN (France)*
Baulé Polymère (France)
Plastiforme (France)
Plastiservice (Belgique)
MGA (Villeneuve s/ Lot)
ACH (France)
Jamco (Japon)";Camion - Bateau;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Plusieurs filiaire d'approvisionnement dans une périmètre métropolitain avec, eux-même,  des fournisseurs des industries chimiques reconnus et de présence internationale;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Ens. Tablette repas;Transport;"GATTEFIN (France)*
Baulé Polymère (France)
Plastiforme (France)
Plastiservice (Belgique)
MGA (Villeneuve s/ Lot)
ACH (France)
Jamco (Japon)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ens. Têtière;packaging;"GATTEFIN (France)*
Celso (France)
ACH (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Ens. Têtière;Transport;"GATTEFIN (France)*
Celso (France)
ACH (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ens.coussin dossier version têtière;packaging;"FRANKLIN (Pologne)*
GATTEFIN (France)
Celso (France)
ACH (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Ens.coussin dossier version têtière;Transport;"FRANKLIN (Pologne)*
GATTEFIN (France)
Celso (France)
ACH (France)";Camion - Avion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ensemble porte;packaging;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Plastiservice (Belgique)
Jamco Corp (Japon)";Camion - Bateau;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Plusieurs filiaire d'approvisionnement dans une périmètre métropolitain avec, eux-même,  des fournisseurs des industries chimiques reconnus et de présence internationale;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
