variant,record_index,system,component,present_roles,missing_roles,complete_roles,has_t1,has_oem,direct_adjacent_edge_count,bridge_needed,bridge_labels,status
all,39,Structure ottoman horizontale,A5086 - Aluminium,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,40,Support écran,A5086 - Aluminium,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,41,Support équipé,A5086 - Aluminium,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,42,Support manchette équipée,A5086 - Aluminium,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,43,Support NFC,A5086 - Aluminium,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,44,Renfort tubulaire,A6060 - Aluminium,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,45,Ceinture de sécurité,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,46,Support clamps,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,47,Accoudoir allée,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,48,Bumper version porte,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,49,Ens. Stowage latéral,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,50,ens. coque,de: aluminium cast part machining + tth compris dans le steel tinplated,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,51,Ens. Structure fauteuil,35NC6 (nickel-chrome),T1;OEM,T4;T3;T2,False,True,True,1,False,,continuous_direct
all,52,Ens. Palette optimisée,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,53,Ensemble porte,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,54,Ens. Structure fauteuil,A2017 - Aluminium,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,55,Ens. Structure fauteuil,A2024 - Aluminium,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,56,Ens. Tablette cocktail,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,57,Ens. Tablette repas,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,58,Habillage sous fauteuil,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,59,Manchette équipée,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,60,Renfort tubulaire,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,61,Stowage assemblé avec porte,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,62,Structure ottoman horizontale,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,63,Support écran,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,64,Support équipé,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,65,Support manchette équipée,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,66,Accoudoir allée,Alu,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,67,Ens. Palette optimisée,Alu,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,68,Ensemble porte,Alu,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,69,Ens. Structure fauteuil,A5086 - Aluminium,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,70,Manchette acc. Mobile,Alu,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,71,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,72,Ens. Structure fauteuil,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,73,SFCU (Seat Function Control Unit),Clavier,T2;OEM,T4;T3;T1,False,False,True,0,True,T2->OEM missing:T1,continuous_with_gap_bridge
all,74,Commande actionnement ECU,Commande actionnement ECU,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,75,bumper version porte,copolymere lexan fst simapro: extrusion et thermoformage,T4;OEM,T3;T2;T1,False,False,True,0,True,"T4->OEM missing:T3,T2,T1",continuous_with_gap_bridge
all,76,Manchette acc. Mobile,cuir,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,77,Manchette équipée,cuir,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,78,Ecran - Screen Display (COTS),"Display, liquid crystal, 17 pouces",T4;T3;T2;OEM,T1,False,False,True,2,True,T2->OEM missing:T1,continuous_with_gap_bridge
all,79,Accoudoir allée,Ertalon,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,80,Ens. Stowage latéral,Ertalon,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,81,Ens. Structure fauteuil,inox,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,82,Ensemble porte,Ertalon,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,83,Ens. Tablette repas,Ertalon,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,84,Stowage assemblé avec porte,Ertalon,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,85,Structure ottoman horizontale,Ertalon,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,86,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,87,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,88,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,94,Accoudoir allée,inox,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,95,Ens. Palette optimisée,inox,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,96,Ensemble porte,inox,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,97,Ens. Structure fauteuil,GLO: moulage par injection plastique,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,98,Ens. Tablette cocktail,inox,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,99,Ens. Tablette repas,inox,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,100,Ens. Têtière,inox,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,101,Stowage assemblé avec porte,inox,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,102,Support écran,inox,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,103,Capot NFC,kydex,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,104,Coussin ottoman,kydex,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,105,Ens. Stowage latéral,kydex,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,106,Ensemble porte,kydex,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,107,Ens. Tablette cocktail,kydex,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,108,Ens. Tablette repas,kydex,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,109,Stowage assemblé avec porte,kydex,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T4;T3;T2;OEM,T1,False,False,True,2,True,T2->OEM missing:T1,continuous_with_gap_bridge
all,111,Ceinture de sécurité,nylon,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,112,Support clamps,nylon,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,113,Ens. Stowage latéral,nylon,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,114,Ens. Palette optimisée,nylon,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,115,Ensemble porte,nylon,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,116,Ens. Structure fixe,35NC6 (nickel-chrome),T1;OEM,T4;T3;T2,False,True,True,1,False,,continuous_direct
all,117,Ens. Tablette cocktail,nylon,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,118,Ens. Tablette repas,nylon,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,119,Ens. Têtière,nylon,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,120,Stowage assemblé avec porte,nylon,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,121,Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4),"Display, liquid crystal, 17 pouces",T4;T3;T2;OEM,T1,False,False,True,2,True,T2->OEM missing:T1,continuous_with_gap_bridge
all,122,Ens. Structure fixe,acier,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,123,Ens. Structure fixe,Alu,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,124,Ens. Structure fixe,caoutchouc,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,125,Ens. Palette optimisée,Polychloroprene,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,126,Powerbox,powerbox,T4;T3;T2;OEM,T1,False,False,True,2,True,T2->OEM missing:T1,continuous_with_gap_bridge
all,128,Ens. Coque,Résine BR623 - composite,T4;T3;T2;OEM,T1,False,False,True,2,True,T2->OEM missing:T1,continuous_with_gap_bridge
all,129,Ens. Tablette repas,Silicone50 shore,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,130,Remote extender unit,télécommande,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,131,Coussin têtière,tissu,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,132,Ens. Coussin assise,tissu,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,133,Ens.coussin dossier version têtière,tissu,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,134,Ens. Coussin dossier,tissu,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,135,Ens. Tablette cocktail,tissu,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,136,Ens. Têtière,tissu,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,137,Padding (rembourrage),ULTRA LEATHER SMOKE,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,138,Ens. Structure fixe,inox,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,139,Ens. Structure fixe,nylon,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,140,Coussin têtière,velcro,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,141,Ens.coussin dossier version têtière,velcro,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,142,Ens. Coussin dossier,velcro,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,143,Manchette équipée,velcro,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,144,Coussin ottoman,velours,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,145,Coussin têtière,velours,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,146,Ens. Coussin assise,velours,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,147,Ens.coussin dossier version têtière,velours,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,148,Ens. Coussin dossier,velours,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,149,Ens. Structure porte,velcro,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,150,Habillage sous fauteuil,velours,T3;T2;T1;OEM,T4,False,True,True,3,False,,continuous_direct
all,151,Ens. Structure porte,Z10CNT18,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",T4;T3;T2;OEM,T1,False,False,True,2,True,T2->OEM missing:T1,continuous_with_gap_bridge
all,154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,157,Siége,aluminium,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,158,Siége,"Tissu, mousse, polyéthylène",T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,159,Siége,Moulage plastique,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,160,Siége,"autre (silicium, cuirs synthétique)",T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,161,Siége,65% aluminium,T4;T3;T1;OEM,T2,False,True,True,2,True,T3->T1 missing:T2,continuous_with_gap_bridge
all,162,Siége,"16 % Tissu, mousse, polyéthylène",T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,163,Siége,11% Moulage plastique,T4;T3;T2;OEM,T1,False,False,True,2,True,T2->OEM missing:T1,continuous_with_gap_bridge
all,164,Siége,"8% autre (silicium, cuirs synthétique)",T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,165,Siége,"16 % Tissu, mousse",T4;T3;T2;OEM,T1,False,False,True,2,True,T2->OEM missing:T1,continuous_with_gap_bridge
all,166,siege,titane fibre de carbone,T3;T2;OEM,T4;T1,False,False,True,1,True,T2->OEM missing:T1,continuous_with_gap_bridge
all,167,Accoudoir allée,A2024 - Aluminium,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,168,Siége,"Tissu, mousse, polyéthylène",T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,169,Siége,"Tissu, mousse, polyéthylène",T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,170,Siége,"autre (silicium, cuirs synthétique)",T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,171,Siége,"autre (silicium, cuirs synthétique)",T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,172,Siége,Moulage plastique,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,173,Siége,Moulage plastique,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,174,Siége,aluminium,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
all,175,Siége,aluminium,T4;T3;T2;T1;OEM,,True,True,True,4,False,,continuous_direct
