month_index,year,month,temp_c,humidity_pct,precip_mm,wind_ms,heat_index_c,heatwave,drought,storm_stress,climate_event,operational_feedback_event,backlog_end,capacity_utilization,grid_share,scarcity,outbound_mode,regime_environnemental,evt_canicule,evt_secheresse,evt_tempete_inondation,evt_maintenance_corrective,evt_congestion_logistique,evt_overtime_energetique,evt_capacite_appoint,evt_recalage_qualite,evt_stress_biomasse_locale,evt_stress_hydrique_matiere_locale
110,2035,2,3.653803642015686,75.66025403784438,99.84661307031165,4.75,3.653803642015686,0.0,0.0,0.0,aucun,aucun,0.0,0.5582013613216665,0.9246801234954819,0.2276987447698745,truck,nominal,0,0,0,0,0,0,0,0,0,0
111,2035,3,8.42050209205021,72.0,97.57927281399283,4.2,8.42050209205021,0.0,0.0,0.0,aucun,aucun,0.0,0.5736751509125154,0.9190864692421854,0.22887029288702931,truck,nominal,0,0,0,0,0,0,0,0,0,0
112,2035,4,14.92887029288703,67.0,88.45798706418924,3.6500000000000004,14.92887029288703,0.0,0.0,0.0,aucun,aucun,0.0,0.5796730398544312,0.909411981771776,0.23004184100418412,truck,nominal,0,0,0,0,0,0,0,0,0,0
113,2035,5,21.43723849372385,62.0,74.9267969714943,3.2473720558371175,21.43723849372385,0.0,0.0,0.0,aucun,aucun,0.0,0.5747400558752888,0.8973943020411617,0.23121338912133893,truck,nominal,0,0,0,0,0,0,0,0,0,0
114,2035,6,26.203936943758375,58.33974596215561,60.61137399387759,3.1,27.271116620730822,0.0,0.0,0.0,aucun,aucun,0.0,0.5618317701538985,0.8914346898041658,0.23238493723849374,truck,nominal,0,0,0,0,0,0,0,0,0,0
115,2035,7,33.980334728033476,58.39311715481172,49.347524157501475,3.2473720558371175,35.051784100418416,0.24754184100418453,0.0,0.0,canicule,site en surchauffe,1.2899790132217568,0.6507349637585432,0.9085662442492893,0.23355648535564855,truck,tendu,1,0,0,0,0,0,0,0,0,0
116,2035,8,32.26042229940691,59.13089376694803,44.15338692968835,3.6499999999999995,33.390893800762754,0.03255278742586398,0.0,0.0,canicule,site en surchauffe + capacite d'appoint,1.3149519583752927,0.7359521669069502,0.904295569513506,0.23472803347280335,truck,tendu,1,0,0,0,0,0,1,0,0,0
117,2035,9,21.470711297071134,61.99999999999999,46.42072718600717,4.2,21.470711297071134,0.0,0.0,0.0,aucun,capacite d'appoint,0.0,0.6108465200849366,0.8899546872732352,0.23589958158995816,truck,nominal,0,0,0,0,0,0,1,0,0,0
118,2035,10,14.979079497907952,67.0,55.542012935810746,4.75,14.979079497907952,0.0,0.0,0.0,aucun,aucun,0.0,0.5014191125038355,0.8954017649135216,0.237071129707113,truck,nominal,0,0,0,0,0,0,0,0,0,0
119,2035,11,8.487447698744768,72.0,69.0732030285057,5.152627944162883,8.487447698744768,0.0,0.0,0.0,aucun,aucun,0.0,0.5074265449123969,0.909047526872891,0.2382426778242678,truck,nominal,0,0,0,0,0,0,0,0,0,0
120,2035,12,3.7374856503838902,75.66025403784438,83.3886260061224,5.300000000000001,3.7374856503838902,0.0,0.0,0.0,aucun,aucun,0.0,0.5228724453167639,0.9204590989937663,0.23941422594142261,truck,nominal,0,0,0,0,0,0,0,0,0,0
121,2036,1,1.2711297071129706,84.3305439330544,147.18804069605503,12.470767434156908,1.2711297071129706,0.0,0.0,0.5941534868313816,tempete / inondation,desorganisation logistique,6.857068898186888,0.6930828882842931,0.9344861412382107,0.3475334016882261,truck,tendu,0,0,1,0,0,0,0,0,0,0
122,2036,2,3.019058872141209,83.01188583700757,152.5333076309811,12.50595331340736,3.019058872141209,0.0,0.0,0.601190662681472,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,9.303382047419802,1.0,0.9558652238929765,0.3499716414583972,truck,crise,0,0,1,1,0,0,1,1,0,0
123,2036,3,8.52092050209205,72.0,97.57927281399283,4.2,8.52092050209205,0.0,0.0,0.0,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.9517220749402582,0.24292887029288704,truck,crise,0,0,0,1,0,0,1,1,0,0
124,2036,4,15.02928870292887,67.0,88.45798706418924,3.6500000000000004,15.02928870292887,0.0,0.0,0.0,aucun,aucun,0.0,0.6635164067908564,0.9104542681731385,0.24410041841004185,truck,nominal,0,0,0,0,0,0,0,0,0,0
125,2036,5,21.53765690376569,48.717656903765686,32.12813588362819,3.2473720558371175,21.53765690376569,0.0,0.09310358578600478,0.0,secheresse,stress matiere / eau,1.8308512516844075,0.6476837607445959,0.9038693426341526,0.2964789387094993,truck,tendu,0,1,0,0,0,0,0,0,0,0
126,2036,6,26.304355353800215,45.025771066758125,17.710788219819015,3.1,26.306417039140864,0.0,0.3913651689165202,0.0,secheresse,stress matiere / eau + capacite d'appoint,1.9359883377015308,0.7470386701743044,0.9097632783829813,0.4616943575484376,truck,tendu,0,1,0,0,0,0,1,0,0,0
127,2036,7,28.05439330543933,43.65439330543933,6.34501369725043,3.2473720558371175,28.05439330543933,0.0,0.6726136167292339,0.0,secheresse,stress matiere / eau + capacite d'appoint,1.8851253152727452,0.7338624282521458,0.9124419436772345,0.617552551962585,truck,tendu,0,1,0,0,0,0,1,0,0,0
128,2036,8,26.321091755473855,58.33974596215561,44.15338692968835,3.6499999999999995,27.388271432446302,0.0,0.0,0.0,aucun,capacite d'appoint,0.0,0.6231639262878478,0.8968237740115333,0.2487866108786611,truck,nominal,0,0,0,0,0,0,1,0,0,0
129,2036,9,21.571129707112974,61.99999999999999,46.42072718600717,4.2,21.571129707112974,0.0,0.0,0.0,aucun,aucun,0.0,0.5129325008456825,0.8881765701047013,0.24995815899581592,truck,nominal,0,0,0,0,0,0,0,0,0,0
130,2036,10,15.079497907949794,67.0,55.542012935810746,4.75,15.079497907949794,0.0,0.0,0.0,aucun,aucun,0.0,0.5080468327710256,0.8990219290879685,0.2511297071129707,truck,nominal,0,0,0,0,0,0,0,0,0,0
131,2036,11,8.58786610878661,72.0,69.0732030285057,5.152627944162883,8.58786610878661,0.0,0.0,0.0,aucun,aucun,0.0,0.5140295416694654,0.9120640808991658,0.25230125523012553,truck,nominal,0,0,0,0,0,0,0,0,0,0
132,2036,12,3.837904060425731,75.66025403784438,83.3886260061224,5.300000000000001,3.837904060425731,0.0,0.0,0.0,aucun,aucun,0.0,0.5294151719016834,0.9231346004804484,0.2534728033472804,truck,nominal,0,0,0,0,0,0,0,0,0,0
133,2037,1,1.3462426778242675,84.58359832635983,149.00159718141066,12.73816157641632,1.3462426778242675,0.0,0.0,0.6476323152832641,tempete / inondation,desorganisation logistique,6.964028054672244,0.7038556079417535,0.9369183417383591,0.37121816821542275,truck,tendu,0,0,1,0,0,0,0,0,0,0
134,2037,2,3.094171842852506,83.264940230313,154.34686411633675,12.773347455666773,3.094171842852506,0.0,0.0,0.6546694911333546,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,9.445128977495116,1.0,0.9564653886041227,0.3736564079855938,truck,crise,0,0,1,1,0,0,1,1,0,0
135,2037,3,8.621338912133892,72.0,97.57927281399283,4.2,8.621338912133892,0.0,0.0,0.0,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.952234453234307,0.2569874476987448,truck,crise,0,0,0,1,0,0,1,1,0,0
136,2037,4,15.129707112970712,67.0,88.45798706418924,3.6500000000000004,15.129707112970712,0.0,0.0,0.0,aucun,aucun,0.0,0.6706460489360156,0.9124270665957939,0.25815899581589963,truck,nominal,0,0,0,0,0,0,0,0,0,0
137,2037,5,21.63807531380753,48.33807531380753,30.90503964931856,3.2473720558371175,21.63807531380753,0.0,0.11668478194647741,0.0,secheresse,stress matiere / eau,1.857731251684406,0.6552289986275341,0.9063189859753242,0.323507174003617,truck,tendu,0,1,0,0,0,0,0,0,0,0
138,2037,6,26.404773763842055,44.64618947679996,16.487691985509386,3.1,26.404773763842055,0.0,0.41938536393518633,0.0,secheresse,stress matiere / eau + capacite d'appoint,1.9651586228211038,0.7560644881626111,0.9122250640043879,0.4911640422145618,truck,tendu,0,1,0,0,0,0,1,0,0,0
139,2037,7,28.15481171548117,43.27481171548117,5.121917462940807,3.2473720558371175,28.15481171548117,0.0,0.7049773677059868,0.0,secheresse,stress matiere / eau + capacite d'appoint,1.9144817553765954,0.7431828301070071,0.9149770325993134,0.6494111924056569,truck,tendu,0,1,0,0,0,0,1,0,0,0
140,2037,8,26.4215101655157,58.33974596215561,44.15338692968835,3.6499999999999995,27.488689842488146,0.0,0.0,0.0,aucun,capacite d'appoint,0.0,0.6308076766550068,0.8993633813003378,0.26284518828451886,truck,nominal,0,0,0,0,0,0,1,0,0,0
141,2037,9,21.671548117154813,61.99999999999999,46.42072718600717,4.2,21.671548117154813,0.0,0.0,0.0,aucun,aucun,0.0,0.5194941369157122,0.8907025938979557,0.26401673640167367,truck,nominal,0,0,0,0,0,0,0,0,0,0
142,2037,10,15.179916317991633,67.0,55.542012935810746,4.75,15.179916317991633,0.0,0.0,0.0,aucun,aucun,0.0,0.5146247656146321,0.9013063808553904,0.2651882845188285,truck,nominal,0,0,0,0,0,0,0,0,0,0
143,2037,11,8.68828451882845,72.0,69.0732030285057,5.152627944162883,8.68828451882845,0.0,0.0,0.0,aucun,aucun,0.0,0.5205829522463885,0.9140546951214459,0.2663598326359833,truck,nominal,0,0,0,0,0,0,0,0,0,0
144,2037,12,3.938322470467572,75.66025403784438,83.3886260061224,5.300000000000001,3.938322470467572,0.0,0.0,0.0,aucun,aucun,0.0,0.5359087802834073,0.9248237201280429,0.2675313807531381,truck,nominal,0,0,0,0,0,0,0,0,0,0
145,2038,1,2.205020920502092,77.0,94.65247584249853,5.152627944162883,2.205020920502092,0.0,0.0,0.0,aucun,aucun,0.0,0.5571019485072035,0.9305458772867562,0.2687029288702929,truck,nominal,0,0,0,0,0,0,0,0,0,0
146,2038,2,3.9550588721412088,75.66025403784438,99.84661307031165,4.75,3.9550588721412088,0.0,0.0,0.0,aucun,aucun,0.0,0.5773460496059596,0.9294644263957366,0.2698744769874477,truck,nominal,0,0,0,0,0,0,0,0,0,0
147,2038,3,8.721757322175732,72.0,97.57927281399283,4.2,8.721757322175732,0.0,0.0,0.0,aucun,aucun,0.0,0.5926397700964233,0.923158279174295,0.2710460251046025,truck,nominal,0,0,0,0,0,0,0,0,0,0
148,2038,4,15.230125523012552,67.0,88.45798706418924,3.6500000000000004,15.230125523012552,0.0,0.0,0.0,aucun,aucun,0.0,0.5245691890103862,0.901495881664444,0.2722175732217573,truck,nominal,0,0,0,0,0,0,0,0,0,0
149,2038,5,21.738493723849373,62.0,74.9267969714943,3.2473720558371175,21.738493723849373,0.0,0.0,0.0,aucun,aucun,0.0,0.5936808560512066,0.902428866076961,0.27338912133891213,truck,nominal,0,0,0,0,0,0,0,0,0,0
150,2038,6,26.5051921738839,58.33974596215561,60.61137399387759,3.1,27.572371850856346,0.0,0.0,0.0,aucun,aucun,0.0,0.5810466705411782,0.8980951240717707,0.27456066945606694,truck,nominal,0,0,0,0,0,0,0,0,0,0
151,2038,7,34.76359832635983,58.66725941422594,49.347524157501475,3.2473720558371175,35.85697907949791,0.3454497907949792,0.0,0.0,canicule,site en surchauffe,1.3532917121338919,0.6806678691881823,0.9184158448724116,0.27573221757322175,truck,tendu,1,0,0,0,0,0,0,0,0,0
152,2038,8,33.04368589773327,59.405036026362254,44.15338692968835,3.6499999999999995,34.19608877984225,0.13046073721665863,0.0,0.0,canicule,site en surchauffe + capacite d'appoint,1.3820634192221561,0.7711146017001931,0.9154347804386666,0.2769037656903766,truck,tendu,1,0,0,0,0,0,1,0,0,0
153,2038,9,21.771966527196657,61.99999999999999,46.42072718600717,4.2,21.771966527196657,0.0,0.0,0.0,aucun,capacite d'appoint,0.0,0.6345056008514574,0.8971516913572426,0.27807531380753137,truck,nominal,0,0,0,0,0,0,1,0,0,0
154,2038,10,14.200234309623433,77.80100418410042,132.9492095885304,12.606422122730967,14.200234309623433,0.0,0.0,0.6212844245461934,tempete / inondation,desorganisation logistique,6.627839999999999,0.6640213931663085,0.910380880821252,0.39107805834300097,truck,tendu,0,0,1,0,0,0,0,0,0,0
155,2038,11,7.706092050209204,82.82610878661087,146.660315999217,14.118072470962167,7.706092050209204,0.0,0.0,0.9236144941924334,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,8.826303793262365,1.0,0.9517192382349836,0.44666901899647904,truck,crise,0,0,1,1,0,0,1,1,0,0
156,2038,12,4.038740880509414,75.66025403784438,83.3886260061224,5.300000000000001,4.038740880509414,0.0,0.0,0.0,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,0.9973897417990516,0.9572158646933314,0.2815899581589958,truck,crise,0,0,0,1,0,0,1,1,0,0
157,2039,1,2.3054393305439334,77.0,94.65247584249853,5.152627944162883,2.3054393305439334,0.0,0.0,0.0,aucun,aucun,0.0,0.6379153653204521,0.9313074946932695,0.28276150627615065,truck,nominal,0,0,0,0,0,0,0,0,0,0
158,2039,2,4.05547728218305,75.66025403784438,99.84661307031165,4.75,4.05547728218305,0.0,0.0,0.0,aucun,aucun,0.0,0.4911449434499887,0.9176577779822309,0.28393305439330546,truck,nominal,0,0,0,0,0,0,0,0,0,0
159,2039,3,8.822175732217573,72.0,97.57927281399283,4.2,8.822175732217573,0.0,0.0,0.0,aucun,aucun,0.0,0.5988668377185883,0.9247638476214183,0.28510460251046027,truck,nominal,0,0,0,0,0,0,0,0,0,0
160,2039,4,15.330543933054393,67.0,88.45798706418924,3.6500000000000004,15.330543933054393,0.0,0.0,0.0,aucun,aucun,0.0,0.6047672784240895,0.916041690609726,0.2862761506276151,truck,nominal,0,0,0,0,0,0,0,0,0,0
161,2039,5,21.838912133891213,62.0,74.9267969714943,3.2473720558371175,21.838912133891213,0.0,0.0,0.0,aucun,aucun,0.0,0.5999001613743115,0.9053215671679247,0.2874476987447699,truck,nominal,0,0,0,0,0,0,0,0,0,0
162,2039,6,26.60561058392574,58.33974596215561,60.61137399387759,3.1,27.672790260898186,0.0,0.0,0.0,aucun,aucun,0.0,0.587356007778088,0.9015455898912531,0.28861924686192475,truck,nominal,0,0,0,0,0,0,0,0,0,0
163,2039,7,35.02468619246862,58.758640167364014,49.347524157501475,3.2473720558371175,36.12537740585774,0.3780857740585777,0.0,0.0,canicule,site en surchauffe,1.3743959451046024,0.690606461920441,0.9242325370144464,0.28979079497907956,truck,tendu,1,0,0,0,0,0,0,0,0,0
164,2039,8,33.30477376384206,59.49641677950033,44.15338692968835,3.6499999999999995,34.464487106202085,0.16309672048025714,0.0,0.0,canicule,site en surchauffe + capacite d'appoint,1.404433906171107,0.7827870049954022,0.9215776712228348,0.2909623430962343,truck,tendu,1,0,0,0,0,0,1,0,0,0
165,2039,9,21.872384937238497,61.99999999999999,46.42072718600717,4.2,21.872384937238497,0.0,0.0,0.0,aucun,capacite d'appoint,0.0,0.6422726366523221,0.9010088158858895,0.2921338912133892,truck,nominal,0,0,0,0,0,0,1,0,0,0
166,2039,10,14.27052719665272,78.10225941422594,135.10820540443,12.924748482563604,14.27052719665272,0.0,0.0,0.6849496965127209,tempete / inondation,desorganisation logistique,6.735359999999998,0.6752530119655111,0.9141101398298039,0.4165963847028337,truck,tendu,0,0,1,0,0,0,0,0,0,0
167,2039,11,7.7763849372384914,83.12736401673641,148.81931181511658,14.436398830794802,7.7763849372384914,0.0,0.0,0.9872797661589605,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,8.968230193262368,1.0,0.9526000835885068,0.4721873453563117,truck,crise,0,0,1,1,0,0,1,1,0,0
168,2039,12,4.139159290551254,75.66025403784438,83.3886260061224,5.300000000000001,4.139159290551254,0.0,0.0,0.0,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.9578557179269998,0.2956485355648536,truck,crise,0,0,0,1,0,0,1,1,0,0
169,2040,1,2.405857740585774,77.0,94.65247584249853,5.152627944162883,2.405857740585774,0.0,0.0,0.0,aucun,aucun,0.0,0.6450008914015982,0.9331219473497762,0.2968200836820084,truck,nominal,0,0,0,0,0,0,0,0,0,0
170,2040,2,4.155895692224891,75.66025403784438,99.84661307031165,4.75,4.155895692224891,0.0,0.0,0.0,aucun,aucun,0.0,0.5898715660899212,0.9321686776298428,0.2979916317991632,truck,nominal,0,0,0,0,0,0,0,0,0,0
171,2040,3,8.922594142259413,72.0,97.57927281399283,4.2,8.922594142259413,0.0,0.0,0.0,aucun,aucun,0.0,0.6050475484010193,0.9266303669479629,0.299163179916318,truck,nominal,0,0,0,0,0,0,0,0,0,0
172,2040,4,15.430962343096235,67.0,88.45798706418924,3.6500000000000004,15.430962343096235,0.0,0.0,0.0,aucun,aucun,0.0,0.6109241166563985,0.9181362679329679,0.30033472803347283,truck,nominal,0,0,0,0,0,0,0,0,0,0
173,2040,5,21.939330543933053,62.0,74.9267969714943,3.2473720558371175,21.939330543933053,0.0,0.0,0.0,aucun,aucun,0.0,0.6060731962482795,0.9077285221263572,0.30150627615062764,truck,nominal,0,0,0,0,0,0,0,0,0,0
174,2040,6,34.532807236645404,59.9262284949815,60.61137399387759,3.1,35.726905516243924,0.31660090458067547,0.0,0.0,canicule,site en surchauffe,1.4392113734536736,0.7167557491771376,0.928835734042168,0.30267782426778245,truck,tendu,1,0,0,0,0,0,0,0,0,0
175,2040,7,36.29456066945607,59.203096234309626,49.347524157501475,3.2473720558371175,37.430808368200836,0.5368200836820085,0.0,0.0,canicule,site en surchauffe + capacite d'appoint + recalage qualite,1.485501170886998,0.8522406934322408,0.9387254009796728,0.30384937238493726,truck,tendu,1,0,0,0,0,0,1,1,0,0
176,2040,8,34.572974600662135,59.940287072387356,44.15338692968835,3.6499999999999995,35.768197566453125,0.32162182508276693,0.0,0.0,canicule,site en surchauffe + capacite d'appoint,1.4358467103177723,0.8414190257031379,0.935161489380165,0.30502092050209206,truck,tendu,1,0,0,0,0,0,1,0,0,0
177,2040,9,21.972803347280337,61.99999999999999,46.42072718600717,4.2,21.972803347280337,0.0,0.0,0.0,aucun,capacite d'appoint,0.0,0.6502184229757452,0.90274004975692,0.30619246861924687,truck,nominal,0,0,0,0,0,0,1,0,0,0
178,2040,10,14.340820083682011,78.40351464435146,137.26720122032958,13.24307484239624,14.340820083682011,0.0,0.0,0.748614968479248,tempete / inondation,desorganisation logistique,6.842879999999999,0.6864999390162965,0.9162356900363554,0.4421147110626663,truck,tendu,0,0,1,0,0,0,0,0,0,0
179,2040,11,7.846677824267781,83.42861924686193,150.97830763101615,14.754725190627436,7.846677824267781,0.0,0.0,1.0509450381254872,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,9.110156593262367,1.0,0.9530219517053976,0.4977056717161442,truck,crise,0,0,1,1,0,0,1,1,0,0
180,2040,12,4.239577700593095,75.66025403784438,83.3886260061224,5.300000000000001,4.239577700593095,0.0,0.0,0.0,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.9581707596043744,0.3097071129707113,truck,crise,0,0,0,1,0,0,1,1,0,0
181,2041,1,1.6466945606694559,85.5958158995816,156.25582312283325,13.807738145453978,1.6466945606694559,0.0,0.0,0.8615476290907956,tempete / inondation,desorganisation logistique,7.3918646806136685,0.8457141998635422,0.9492589549690713,0.4659572343242093,truck,tendu,0,0,1,0,0,0,0,0,0,0
182,2041,2,3.394623725697694,84.27715780353476,161.60109005775934,13.842924024704429,3.394623725697694,0.0,0.0,0.8685848049408857,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,10.012116697796372,1.0,0.9579639726176423,0.4683954740943804,truck,crise,0,0,1,1,0,0,1,1,0,0
183,2041,3,9.023012552301255,72.0,97.57927281399283,4.2,9.023012552301255,0.0,0.0,0.0,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.9536852442682915,0.3132217573221757,truck,crise,0,0,0,1,0,0,1,1,0,0
184,2041,4,15.531380753138075,67.0,88.45798706418924,3.6500000000000004,15.531380753138075,0.0,0.0,0.0,aucun,aucun,0.0,0.6986359882761761,0.9189164970769388,0.3143933054393306,truck,nominal,0,0,0,0,0,0,0,0,0,0
185,2041,5,22.039748953974897,46.819748953974894,26.01265471208007,3.2473720558371175,22.039748953974897,0.0,0.21100956658836756,0.0,secheresse,stress matiere / eau,1.965251251684407,0.6849643352001509,0.9150199925993683,0.4316201151800876,truck,tendu,0,1,0,0,0,0,0,0,0,0
186,2041,6,34.77381142074582,44.79869711422836,11.595307048270897,3.1,34.77381142074582,0.3467264275932278,0.7542673552311606,0.0,canicule + secheresse,site en surchauffe + stress matiere / eau + maintenance corrective + capacite d'appoint + recalage qualite,3.553229834294136,0.9643861368770801,0.9514376722861948,0.7315834470507785,truck,crise,1,1,0,1,0,0,1,1,0,0
187,2041,7,36.53556485355649,44.04393305439331,0.22953252570231086,3.2473720558371175,36.53556485355649,0.5669456066945608,1.1028097128177636,0.0,canicule + secheresse,site en surchauffe + stress matiere / eau + maintenance corrective + capacite d'appoint + recalage qualite,3.6777885516067954,1.0,0.9473334994109273,0.924453291840565,truck,crise,1,1,0,1,0,0,1,1,0,0
188,2041,8,34.81397878476256,60.02463853682251,44.15338692968835,3.6499999999999995,36.015949867708365,0.35174734809532016,0.0,0.0,canicule,site en surchauffe + maintenance corrective + capacite d'appoint + recalage qualite,1.588415552826234,1.0,0.9400232495864868,0.3190794979079498,truck,crise,1,0,0,1,0,0,1,1,0,0
189,2041,9,22.07322175732218,61.99999999999999,46.42072718600717,4.2,22.07322175732218,0.0,0.0,0.0,aucun,capacite d'appoint,0.0,0.748230809807351,0.9056751973157104,0.3202510460251047,truck,nominal,0,0,0,0,0,0,1,0,0,0
190,2041,10,14.411112970711297,78.704769874477,139.42619703622915,13.561401202228875,14.411112970711297,0.0,0.0,0.8122802404457751,tempete / inondation,desorganisation logistique,6.950399999999998,0.6977622056368179,0.9182468183087071,0.46763303742249895,truck,tendu,0,0,1,0,0,0,0,0,0,0
191,2041,11,7.916970711297068,83.72987447698745,153.13730344691572,15.073051550460072,7.916970711297068,0.0,0.0,1.1146103100920144,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,9.252082993262366,1.0,0.9535371449486879,0.5232239980759769,truck,crise,0,0,1,1,0,0,1,1,0,0
192,2041,12,4.339996110634936,75.66025403784438,83.3886260061224,5.300000000000001,4.339996110634936,0.0,0.0,0.0,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.9585921908093173,0.3237656903765691,truck,crise,0,0,0,1,0,0,1,1,0,0
193,2042,1,1.7218075313807528,85.84887029288703,158.0693796081889,14.07513228771339,1.7218075313807528,0.0,0.0,0.9150264575426782,tempete / inondation,desorganisation logistique,7.498823837099023,0.8579049471294379,0.9489942750069327,0.48964200085140597,truck,tendu,0,0,1,0,0,0,0,0,0,0
194,2042,2,3.469736696408992,84.5302121968402,163.414646543115,14.110318166963843,3.469736696408992,0.0,0.0,0.9220636333927686,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,10.153863627871687,1.0,0.9584989713737767,0.49208024062157707,truck,crise,0,0,1,1,0,0,1,1,0,0
195,2042,3,9.123430962343097,72.0,97.57927281399283,4.2,9.123430962343097,0.0,0.0,0.0,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.9541044922199048,0.32728033472803353,truck,crise,0,0,0,1,0,0,1,1,0,0
196,2042,4,15.631799163179917,50.72845188284519,36.027443131134845,3.6500000000000004,15.631799163179917,0.0,0.042715481171548074,0.0,secheresse,stress matiere / eau,2.00704,0.7849899063305389,0.9238873945562956,0.3519453974895398,truck,tendu,0,1,0,0,0,0,0,0,0,0
197,2042,5,22.140167364016737,45.70962343096234,22.435583582372956,3.2473720558371175,22.140167364016737,0.0,0.2799752077402259,0.0,secheresse,stress matiere / eau + capacite d'appoint,2.1526944516844075,0.8089496819261719,0.9317532252236055,0.4836097952194674,truck,tendu,0,1,0,0,0,0,1,0,0,0
198,2042,6,35.01481560484624,43.785726402931296,8.059491148689311,3.1,35.01481560484624,0.37685195060578014,0.8750988786562955,0.0,canicule + secheresse,site en surchauffe + stress matiere / eau + maintenance corrective + capacite d'appoint + recalage qualite,3.6259471400387397,0.9862830854850023,0.9543001043306202,0.8120993623404605,truck,crise,1,1,0,1,0,0,1,1,0,0
199,2042,7,36.776569037656905,43.04376569037657,0.0,3.2473720558371175,36.776569037656905,0.5970711297071132,1.1195623430962343,0.0,canicule + secheresse,site en surchauffe + stress matiere / eau + maintenance corrective + capacite d'appoint + recalage qualite,3.7349949164480662,1.0,0.9486391274496023,0.9477258158995816,truck,crise,1,1,0,1,0,0,1,1,0,0
200,2042,8,35.05498296886297,60.10899000125765,44.15338692968835,3.6499999999999995,36.26370216896358,0.3818728711078716,0.0,0.0,canicule,site en surchauffe + maintenance corrective + capacite d'appoint + recalage qualite,1.6128795343819817,1.0,0.9412792376477928,0.33313807531380757,truck,crise,1,0,0,1,0,0,1,1,0,0
201,2042,9,22.17364016736402,61.99999999999999,46.42072718600717,4.2,22.17364016736402,0.0,0.0,0.0,aucun,capacite d'appoint,0.0,0.7568595698067697,0.9074261322692264,0.3343096234309624,truck,nominal,0,0,0,0,0,0,1,0,0,0
202,2042,10,14.481405857740587,79.00602510460251,141.58519285212873,13.879727562061511,14.481405857740587,0.0,0.0,0.8759455124123022,tempete / inondation,desorganisation logistique,7.0579199999999975,0.7090398432307166,0.9204951968754252,0.4931513637823316,truck,tendu,0,0,1,0,0,0,0,0,0,0
203,2042,11,7.987263598326358,84.03112970711297,155.29629926281532,15.39137791029271,7.987263598326358,0.0,0.0,1.1782755820585422,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,9.394009393262365,1.0,0.9540320951191509,0.5487423244358096,truck,crise,0,0,1,1,0,0,1,1,0,0
204,2042,12,4.440414520676777,75.66025403784438,83.3886260061224,5.300000000000001,4.440414520676777,0.0,0.0,0.0,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.9590971750871896,0.3378242677824268,truck,crise,0,0,0,1,0,0,1,1,0,0
205,2043,1,1.7969205020920502,86.10192468619246,159.88293609354457,14.342526429972807,1.7969205020920502,0.0,0.0,0.9685052859945614,tempete / inondation,desorganisation logistique,7.605782993584381,0.8700943699362216,0.9502971511102078,0.5133267673786026,truck,tendu,0,0,1,0,0,0,0,0,0,0
206,2043,2,3.544849667120288,84.78326659014564,165.22820302847066,14.37771230922326,3.544849667120288,0.0,0.0,0.9755424618446519,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,10.295610557947,1.0,0.9589608936513141,0.5157650071487737,truck,crise,0,0,1,1,0,0,1,1,0,0
207,2043,3,9.223849372384937,72.0,97.57927281399283,4.2,9.223849372384937,0.0,0.0,0.0,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.95447857725525,0.3413389121338912,truck,crise,0,0,0,1,0,0,1,1,0,0
208,2043,4,15.732217573221757,50.502510460251045,35.2994096583315,3.6500000000000004,15.732217573221757,0.0,0.04497489539748955,0.0,secheresse,stress matiere / eau,2.0339199999999984,0.7926300691953313,0.9252592236285754,0.3672466527196653,truck,tendu,0,1,0,0,0,0,0,0,0,0
209,2043,5,22.240585774058577,45.483682008368206,21.707550109569617,3.2473720558371175,22.240585774058577,0.0,0.2940116340262212,0.0,secheresse,stress matiere / eau + capacite d'appoint,2.1817248516844074,0.8171371840411039,0.933058991370321,0.5053884070826226,truck,tendu,0,1,0,0,0,0,1,0,0,0
