month_index,year,month,temp_c,humidity_pct,precip_mm,wind_ms,heat_index_c,heatwave,drought,storm_stress,climate_event
221,2044,5,22.34100418410042,45.25774058577406,20.97951663676627,3.2473720558371175,22.34100418410042,0.0,0.3080480603122168,0.0,secheresse
222,2044,6,35.49682397304708,43.5025464866133,6.603424203082618,3.1,35.49682397304708,0.4371029966308848,0.9207561762196724,0.0,canicule + secheresse
223,2044,7,37.25857740585774,42.760585774058576,0.0,3.2473720558371175,37.25857740585774,0.6573221757322179,1.1223941422594141,0.0,canicule + secheresse
224,2044,8,35.53699133706382,60.27769293012795,44.15338692968835,3.6499999999999995,36.759206771474055,0.44212391713297716,0.0,0.0,canicule
225,2044,9,22.374476987447704,61.99999999999999,46.42072718600717,4.2,22.374476987447704,0.0,0.0,0.0,aucun
226,2044,10,14.621991631799165,79.60853556485355,145.9031844839279,14.516380281726782,14.621991631799165,0.0,0.0,1.0032760563453564,tempete / inondation
227,2044,11,8.127849372384935,84.63364016736402,159.6142908946145,16.028030629957982,8.127849372384935,0.0,0.0,1.3056061259915963,tempete / inondation
228,2044,12,4.641251340760459,75.66025403784438,83.3886260061224,5.300000000000001,4.641251340760459,0.0,0.0,0.0,aucun
229,2045,1,1.9471464435146446,86.60803347280334,163.51004906425584,14.877314714491634,1.9471464435146446,0.0,0.0,1.075462942898327,tempete / inondation
230,2045,2,3.6950756085428824,85.28937537675651,168.85531599918193,14.912500593742086,3.6950756085428824,0.0,0.0,1.0825001187484173,tempete / inondation
231,2045,3,9.42468619246862,72.0,97.57927281399283,4.2,9.42468619246862,0.0,0.0,0.0,aucun
232,2045,4,15.93305439330544,50.050627615062766,33.843342712724805,3.6500000000000004,15.93305439330544,0.0,0.05202788584941226,0.0,secheresse
233,2045,5,22.44142259414226,45.03179916317992,20.251483163962924,3.2473720558371175,22.44142259414226,0.0,0.3220844865982123,0.0,secheresse
234,2045,6,35.7378281571475,43.36095652845431,5.875390730279264,3.1,35.7378281571475,0.46722851964343715,0.9435848250013609,0.0,canicule + secheresse
235,2045,7,37.49958158995816,42.61899581589958,0.0,3.2473720558371175,37.49958158995816,0.6874476987447702,1.1238100418410042,0.0,canicule + secheresse
236,2045,8,35.77799552116423,60.36204439456309,44.15338692968835,3.6499999999999995,37.00695907272927,0.4722494401455286,0.0,0.0,canicule
237,2045,9,22.474895397489544,61.99999999999999,46.42072718600717,4.2,22.474895397489544,0.0,0.0,0.0,aucun
238,2045,10,14.692284518828455,79.90979079497907,148.06218029982747,14.834706641559418,14.692284518828455,0.0,0.0,1.0669413283118836,tempete / inondation
239,2045,11,8.198142259414224,84.93489539748954,161.77328671051407,16.34635698979062,8.198142259414224,0.0,0.0,1.3692713979581241,tempete / inondation
240,2045,12,4.7416697508023,75.66025403784438,83.3886260061224,5.300000000000001,4.7416697508023,0.0,0.0,0.0,aucun
